MSTI_VAR,COU,TIME_FORMAT,UNIT,POWERCODE,REFERENCEPERIOD,obsTime,obsValue,OBS_STATUS
G_PPP,DEU,P1Y,USD,6,NA,2014,109562.683366854,NA
G_PPP,DEU,P1Y,USD,6,NA,2015,114128.17695843,NA
G_PPP,DEU,P1Y,USD,6,NA,2016,122459.834677337,NA
G_PPP,DEU,P1Y,USD,6,NA,2017,134429.751080914,NA
G_PPP,DEU,P1Y,USD,6,NA,2018,141299.912930137,NA
G_PPP,GRC,P1Y,USD,6,NA,2004,1469.43691832406,e
G_PPP,GRC,P1Y,USD,6,NA,2005,1627.03128039949,NA
G_PPP,GRC,P1Y,USD,6,NA,2006,1763.47204584817,e
G_PPP,GRC,P1Y,USD,6,NA,2007,1865.75876012086,e
G_PPP,GRC,P1Y,USD,6,NA,2008,2262.26000541543,be
G_PPP,GRC,P1Y,USD,6,NA,2009,2111.4461982382,e
G_PPP,GRC,P1Y,USD,6,NA,2010,1874.60974736528,e
G_PPP,GRC,P1Y,USD,6,NA,2011,1950.68479784801,NA
G_PPP,GRC,P1Y,USD,6,NA,2012,1953.66249943708,NA
G_PPP,GRC,P1Y,USD,6,NA,2013,2321.72079348521,NA
G_PPP,GRC,P1Y,USD,6,NA,2014,2436.0258091501,NA
G_PPP,GRC,P1Y,USD,6,NA,2015,2798.1616769842,NA
G_PPP,GRC,P1Y,USD,6,NA,2016,2980.06073365746,NA
G_PPP,GRC,P1Y,USD,6,NA,2017,3538.54700170275,NA
G_PPP,GRC,P1Y,USD,6,NA,2018,3843.77000848338,NA
G_PPP,HUN,P1Y,USD,6,NA,2004,1412.6654669256,b
G_PPP,HUN,P1Y,USD,6,NA,2005,1586.83332646847,NA
G_PPP,HUN,P1Y,USD,6,NA,2006,1807.47754898864,NA
G_PPP,HUN,P1Y,USD,6,NA,2007,1830.71043853265,NA
G_PPP,HUN,P1Y,USD,6,NA,2008,2033.41306162637,NA
G_PPP,HUN,P1Y,USD,6,NA,2009,2345.10089002437,NA
G_PPP,HUN,P1Y,USD,6,NA,2010,2455.63135436632,NA
G_PPP,HUN,P1Y,USD,6,NA,2011,2708.07377465639,NA
G_PPP,HUN,P1Y,USD,6,NA,2012,2895.02431740378,NA
G_PPP,HUN,P1Y,USD,6,NA,2013,3361.35548011978,NA
G_PPP,HUN,P1Y,USD,6,NA,2014,3408.35444098874,NA
G_PPP,HUN,P1Y,USD,6,NA,2015,3534.53766458352,NA
G_PPP,HUN,P1Y,USD,6,NA,2016,3235.14628852751,NA
G_PPP,HUN,P1Y,USD,6,NA,2017,3849.70256809519,NA
G_PPP,HUN,P1Y,USD,6,NA,2018,4733.51449123905,b
G_PPP,ISL,P1Y,USD,6,NA,2005,296.773936332496,NA
G_PPP,ISL,P1Y,USD,6,NA,2006,343.622446693199,NA
G_PPP,ISL,P1Y,USD,6,NA,2007,326.879624006116,NA
G_PPP,ISL,P1Y,USD,6,NA,2008,342.020573109786,NA
G_PPP,ISL,P1Y,USD,6,NA,2009,346.627353993611,NA
G_PPP,ISL,P1Y,USD,6,NA,2011,313.905076284049,be
G_PPP,ISL,P1Y,USD,6,NA,2013,243.334281617175,b
G_PPP,ISL,P1Y,USD,6,NA,2014,291.561796877721,NA
G_PPP,ISL,P1Y,USD,6,NA,2015,355.148097963726,NA
G_PPP,ISL,P1Y,USD,6,NA,2016,378.447942838267,NA
G_PPP,ISL,P1Y,USD,6,NA,2017,401.55121762681,NA
G_PPP,ISL,P1Y,USD,6,NA,2018,415.758318005234,NA
G_PPP,IRL,P1Y,USD,6,NA,2004,1855.14598030217,NA
G_PPP,IRL,P1Y,USD,6,NA,2005,2006.51009729997,NA
G_PPP,IRL,P1Y,USD,6,NA,2006,2263.49826993289,NA
G_PPP,IRL,P1Y,USD,6,NA,2007,2536.53427312596,NA
G_PPP,IRL,P1Y,USD,6,NA,2008,2758.86364888179,NA
G_PPP,IRL,P1Y,USD,6,NA,2009,3038.09741817394,e
G_PPP,IRL,P1Y,USD,6,NA,2010,3144.53407456387,e
G_PPP,IRL,P1Y,USD,6,NA,2011,3206.08354587342,e
G_PPP,IRL,P1Y,USD,6,NA,2012,3321.56904304825,e
G_PPP,IRL,P1Y,USD,6,NA,2013,3467.75445503191,e
G_PPP,IRL,P1Y,USD,6,NA,2014,3622.77200345922,e
G_PPP,IRL,P1Y,USD,6,NA,2015,3840.41785564745,e
G_PPP,IRL,P1Y,USD,6,NA,2016,3997.00928887788,e
G_PPP,IRL,P1Y,USD,6,NA,2017,4645.81723718028,e
G_PPP,IRL,P1Y,USD,6,NA,2018,4100.13766761234,NA
G_PPP,ITA,P1Y,USD,6,NA,2004,17889.2165422365,NA
G_PPP,ITA,P1Y,USD,6,NA,2005,18241.2470597189,NA
G_PPP,ITA,P1Y,USD,6,NA,2006,20430.4202916887,NA
G_PPP,ITA,P1Y,USD,6,NA,2007,22501.715151934,NA
G_PPP,ITA,P1Y,USD,6,NA,2008,24234.9620865909,NA
G_PPP,ITA,P1Y,USD,6,NA,2009,24927.9478295284,NA
G_PPP,ITA,P1Y,USD,6,NA,2010,25400.7198506202,NA
G_PPP,ITA,P1Y,USD,6,NA,2011,26111.6902937421,NA
G_PPP,ITA,P1Y,USD,6,NA,2012,27419.6116133081,NA
G_PPP,ITA,P1Y,USD,6,NA,2013,28459.4047920513,NA
G_PPP,ITA,P1Y,USD,6,NA,2014,29448.3378442964,e
G_PPP,ITA,P1Y,USD,6,NA,2015,30002.8945880574,NA
G_PPP,ITA,P1Y,USD,6,NA,2016,33073.2672216312,b
G_PPP,ITA,P1Y,USD,6,NA,2017,34657.5695961953,NA
G_PPP,ITA,P1Y,USD,6,NA,2018,36892.8468548833,NA
G_PPP,JPN,P1Y,USD,6,NA,2004,117463.403486484,NA
G_PPP,JPN,P1Y,USD,6,NA,2005,128694.561388432,NA
G_PPP,JPN,P1Y,USD,6,NA,2006,138701.54794442,NA
G_PPP,JPN,P1Y,USD,6,NA,2007,147484.162314534,NA
G_PPP,JPN,P1Y,USD,6,NA,2008,148719.234646642,b
G_PPP,JPN,P1Y,USD,6,NA,2009,137366.207524656,NA
G_PPP,JPN,P1Y,USD,6,NA,2010,140565.584243832,NA
G_PPP,JPN,P1Y,USD,6,NA,2011,148389.229420122,NA
G_PPP,JPN,P1Y,USD,6,NA,2012,152325.567587805,NA
G_PPP,JPN,P1Y,USD,6,NA,2013,164655.764309366,b
G_PPP,JPN,P1Y,USD,6,NA,2014,169554.148525839,NA
G_PPP,JPN,P1Y,USD,6,NA,2015,168546.119458247,NA
G_PPP,JPN,P1Y,USD,6,NA,2016,160294.989662098,NA
G_PPP,JPN,P1Y,USD,6,NA,2017,166183.653749849,NA
G_PPP,JPN,P1Y,USD,6,NA,2018,171293.550324712,b
G_PPP,KOR,P1Y,USD,6,NA,2004,27929.6761576886,d
G_PPP,KOR,P1Y,USD,6,NA,2005,30618.325651079602,d
G_PPP,KOR,P1Y,USD,6,NA,2006,35403.7153785694,d
G_PPP,KOR,P1Y,USD,6,NA,2007,40639.4190644121,b
G_PPP,KOR,P1Y,USD,6,NA,2008,43906.4127630751,NA
G_PPP,KOR,P1Y,USD,6,NA,2009,45995.1933379585,NA
G_PPP,KOR,P1Y,USD,6,NA,2010,52152.8668456645,NA
G_PPP,KOR,P1Y,USD,6,NA,2011,58379.6541633494,NA
G_PPP,KOR,P1Y,USD,6,NA,2012,64862.488554488,NA
G_PPP,KOR,P1Y,USD,6,NA,2013,68234.054772454,NA
G_PPP,KOR,P1Y,USD,6,NA,2014,73099.8133108071,NA
G_PPP,KOR,P1Y,USD,6,NA,2015,76932.3905476723,NA
G_PPP,KOR,P1Y,USD,6,NA,2016,80798.730335523,NA
G_PPP,KOR,P1Y,USD,6,NA,2017,90386.1047928558,NA
G_PPP,KOR,P1Y,USD,6,NA,2018,98451.2762035573,NA
G_PPP,LUX,P1Y,USD,6,NA,2004,470.237731263628,NA
G_PPP,LUX,P1Y,USD,6,NA,2005,498.7514270512,NA
G_PPP,LUX,P1Y,USD,6,NA,2006,613.969821730392,NA
G_PPP,LUX,P1Y,USD,6,NA,2007,641.386951449527,e
G_PPP,LUX,P1Y,USD,6,NA,2008,687.521053457356,NA
G_PPP,LUX,P1Y,USD,6,NA,2009,687.56741395753,NA
G_PPP,LUX,P1Y,USD,6,NA,2010,652.634577141615,NA
G_PPP,LUX,P1Y,USD,6,NA,2011,697.602975079362,NA
G_PPP,LUX,P1Y,USD,6,NA,2012,619.11070465199,b
G_PPP,LUX,P1Y,USD,6,NA,2013,676.602773492407,NA
G_PPP,LUX,P1Y,USD,6,NA,2014,712.332095122276,NA
G_PPP,LUX,P1Y,USD,6,NA,2015,769.558344915499,NA
G_PPP,LUX,P1Y,USD,6,NA,2016,835.817614666671,NA
G_PPP,LUX,P1Y,USD,6,NA,2017,853.463054475493,NA
G_PPP,LUX,P1Y,USD,6,NA,2018,859.999670045769,p
G_PPP,MEX,P1Y,USD,6,NA,2004,4903.04941742923,b
G_PPP,MEX,P1Y,USD,6,NA,2005,5346.15115499198,NA
G_PPP,MEX,P1Y,USD,6,NA,2006,5483.65019847764,NA
G_PPP,MEX,P1Y,USD,6,NA,2007,6214.2215451932,NA
G_PPP,MEX,P1Y,USD,6,NA,2008,7341.15831881957,NA
G_PPP,MEX,P1Y,USD,6,NA,2009,7851.37723163169,NA
G_PPP,MEX,P1Y,USD,6,NA,2010,8615.95426427852,NA
G_PPP,MEX,P1Y,USD,6,NA,2011,9007.88324827811,NA
G_PPP,MEX,P1Y,USD,6,NA,2012,8472.95758823839,NA
G_PPP,MEX,P1Y,USD,6,NA,2013,8774.66824738091,NA
G_PPP,MEX,P1Y,USD,6,NA,2014,9458.51968250547,NA
G_PPP,MEX,P1Y,USD,6,NA,2015,9577.90305203859,NA
G_PPP,MEX,P1Y,USD,6,NA,2016,9242.14767437019,NA
G_PPP,MEX,P1Y,USD,6,NA,2017,8112.49554507451,e
G_PPP,MEX,P1Y,USD,6,NA,2018,8053.92633069969,e
G_PPP,NLD,P1Y,USD,6,NA,2004,10421.3342234892,NA
G_PPP,NLD,P1Y,USD,6,NA,2005,10892.4020856261,NA
G_PPP,NLD,P1Y,USD,6,NA,2006,11655.6278706601,NA
G_PPP,NLD,P1Y,USD,6,NA,2007,12010.2990997413,NA
G_PPP,NLD,P1Y,USD,6,NA,2008,12387.7180514983,NA
G_PPP,NLD,P1Y,USD,6,NA,2009,12280.4195094192,NA
G_PPP,NLD,P1Y,USD,6,NA,2010,12761.9371489218,NA
G_PPP,NLD,P1Y,USD,6,NA,2011,14634.3881332604,b
G_PPP,NLD,P1Y,USD,6,NA,2012,15177.6896251993,b
G_PPP,NLD,P1Y,USD,6,NA,2013,15969.1693664227,NA
G_PPP,NLD,P1Y,USD,6,NA,2014,16404.4142507657,NA
G_PPP,NLD,P1Y,USD,6,NA,2015,16913.3729284371,NA
G_PPP,NLD,P1Y,USD,6,NA,2016,17779.8939572927,NA
G_PPP,NLD,P1Y,USD,6,NA,2017,18803.1719401902,NA
G_PPP,NLD,P1Y,USD,6,NA,2018,21463.0594158592,bp
G_PPP,NZL,P1Y,USD,6,NA,2005,1189.31557893643,NA
G_PPP,NZL,P1Y,USD,6,NA,2007,1435.56950868592,NA
G_PPP,NZL,P1Y,USD,6,NA,2009,1654.37194171914,NA
G_PPP,NZL,P1Y,USD,6,NA,2011,1766.5885729083,NA
G_PPP,NZL,P1Y,USD,6,NA,2013,1856.87312288238,NA
G_PPP,NZL,P1Y,USD,6,NA,2015,2125.42729899474,NA
G_PPP,NZL,P1Y,USD,6,NA,2017,2679.20609426502,NA
G_PPP,NOR,P1Y,USD,6,NA,2004,3014.33170015753,NA
G_PPP,NOR,P1Y,USD,6,NA,2005,3275.80599449011,NA
G_PPP,NOR,P1Y,USD,6,NA,2006,3669.14163323745,NA
G_PPP,NOR,P1Y,USD,6,NA,2007,4116.57936833818,NA
G_PPP,NOR,P1Y,USD,6,NA,2008,4574.49085204682,NA
G_PPP,NOR,P1Y,USD,6,NA,2009,4615.28097038277,NA
G_PPP,NOR,P1Y,USD,6,NA,2010,4675.62281158649,NA
G_PPP,NOR,P1Y,USD,6,NA,2011,5002.9420238523,NA
G_PPP,NOR,P1Y,USD,6,NA,2012,5316.26048136437,NA
G_PPP,NOR,P1Y,USD,6,NA,2013,5620.36107937889,NA
G_PPP,NOR,P1Y,USD,6,NA,2014,5805.58773914025,NA
G_PPP,NOR,P1Y,USD,6,NA,2015,6063.45398553476,NA
G_PPP,NOR,P1Y,USD,6,NA,2016,6307.41195604265,NA
G_PPP,NOR,P1Y,USD,6,NA,2017,6972.14114042703,NA
G_PPP,NOR,P1Y,USD,6,NA,2018,7405.76986375182,NA
G_PPP,POL,P1Y,USD,6,NA,2004,2814.48006838696,NA
G_PPP,POL,P1Y,USD,6,NA,2005,2984.85505321383,NA
G_PPP,POL,P1Y,USD,6,NA,2006,3180.67710419144,NA
G_PPP,POL,P1Y,USD,6,NA,2007,3595.62934845246,NA
G_PPP,POL,P1Y,USD,6,NA,2008,4183.05289148763,NA
G_PPP,POL,P1Y,USD,6,NA,2009,4857.07256552363,NA
G_PPP,POL,P1Y,USD,6,NA,2010,5775.19880256391,NA
G_PPP,POL,P1Y,USD,6,NA,2011,6487.48023867761,NA
G_PPP,POL,P1Y,USD,6,NA,2012,7990.84647142063,NA
G_PPP,POL,P1Y,USD,6,NA,2013,8185.83158667206,NA
G_PPP,POL,P1Y,USD,6,NA,2014,9149.34932234557,NA
G_PPP,POL,P1Y,USD,6,NA,2015,10234.7619453205,NA
G_PPP,POL,P1Y,USD,6,NA,2016,10353.6120484151,NA
G_PPP,POL,P1Y,USD,6,NA,2017,11844.7227318998,NA
G_PPP,POL,P1Y,USD,6,NA,2018,14622.0235268993,NA
G_PPP,PRT,P1Y,USD,6,NA,2004,1640.67868671827,e
G_PPP,PRT,P1Y,USD,6,NA,2005,1808.19846009672,NA
G_PPP,PRT,P1Y,USD,6,NA,2006,2475.97158352524,e
G_PPP,PRT,P1Y,USD,6,NA,2007,3046.74204532304,NA
G_PPP,PRT,P1Y,USD,6,NA,2008,4063.63638715861,b
G_PPP,PRT,P1Y,USD,6,NA,2009,4422.34563816516,NA
G_PPP,PRT,P1Y,USD,6,NA,2010,4428.34290102435,NA
G_PPP,PRT,P1Y,USD,6,NA,2011,4118.95614501024,NA
G_PPP,PRT,P1Y,USD,6,NA,2012,3832.411055285,NA
G_PPP,PRT,P1Y,USD,6,NA,2013,3869.84632422338,NA
G_PPP,PRT,P1Y,USD,6,NA,2014,3856.22831528037,NA
G_PPP,PRT,P1Y,USD,6,NA,2015,3820.8092334316498,NA
G_PPP,PRT,P1Y,USD,6,NA,2016,4179.48737977906,NA
G_PPP,PRT,P1Y,USD,6,NA,2017,4496.07212347294,NA
G_PPP,PRT,P1Y,USD,6,NA,2018,4786.51547162613,NA
G_PPP,SVK,P1Y,USD,6,NA,2004,409.195429834578,NA
G_PPP,SVK,P1Y,USD,6,NA,2005,441.026272517313,NA
G_PPP,SVK,P1Y,USD,6,NA,2006,482.020316512001,NA
G_PPP,SVK,P1Y,USD,6,NA,2007,509.850704595712,NA
G_PPP,SVK,P1Y,USD,6,NA,2008,588.837760116344,NA
G_PPP,SVK,P1Y,USD,6,NA,2009,588.261467734304,NA
G_PPP,SVK,P1Y,USD,6,NA,2010,829.832686856236,NA
G_PPP,SVK,P1Y,USD,6,NA,2011,925.025999703373,NA
G_PPP,SVK,P1Y,USD,6,NA,2012,1159.91408245351,NA
G_PPP,SVK,P1Y,USD,6,NA,2013,1243.83344504143,NA
G_PPP,SVK,P1Y,USD,6,NA,2014,1379.5145190257,NA
G_PPP,SVK,P1Y,USD,6,NA,2015,1886.93692927477,NA
G_PPP,SVK,P1Y,USD,6,NA,2016,1273.40568623473,NA
G_PPP,SVK,P1Y,USD,6,NA,2017,1489.67317691699,NA
G_PPP,SVK,P1Y,USD,6,NA,2018,1486.94216605682,NA
G_PPP,ESP,P1Y,USD,6,NA,2004,11669.5500308832,NA
G_PPP,ESP,P1Y,USD,6,NA,2005,13251.1485240732,NA
G_PPP,ESP,P1Y,USD,6,NA,2006,16033.9855871852,NA
G_PPP,ESP,P1Y,USD,6,NA,2007,18198.1553717994,NA
G_PPP,ESP,P1Y,USD,6,NA,2008,20253.6999831469,b
G_PPP,ESP,P1Y,USD,6,NA,2009,20309.0354911171,NA
G_PPP,ESP,P1Y,USD,6,NA,2010,20082.1579398006,NA
G_PPP,ESP,P1Y,USD,6,NA,2011,19862.3693818155,NA
G_PPP,ESP,P1Y,USD,6,NA,2012,19269.1642087149,NA
G_PPP,ESP,P1Y,USD,6,NA,2013,19282.4478104898,NA
G_PPP,ESP,P1Y,USD,6,NA,2014,19356.217195063,NA
G_PPP,ESP,P1Y,USD,6,NA,2015,19820.5819017081,NA
G_PPP,ESP,P1Y,USD,6,NA,2016,20631.4115612232,NA
G_PPP,ESP,P1Y,USD,6,NA,2017,22319.2967852389,NA
G_PPP,ESP,P1Y,USD,6,NA,2018,23552.8824054836,NA
G_PPP,SWE,P1Y,USD,6,NA,2004,10226.1303601338,e
G_PPP,SWE,P1Y,USD,6,NA,2005,10388.2382804029,b
G_PPP,SWE,P1Y,USD,6,NA,2006,11891.2852875094,e
G_PPP,SWE,P1Y,USD,6,NA,2007,12088.5335868881,NA
G_PPP,SWE,P1Y,USD,6,NA,2008,13487.3209772274,e
G_PPP,SWE,P1Y,USD,6,NA,2009,12728.895450444,NA
G_PPP,SWE,P1Y,USD,6,NA,2010,12552.6238973981,e
G_PPP,SWE,P1Y,USD,6,NA,2011,13433.790345158,NA
G_PPP,SWE,P1Y,USD,6,NA,2012,13970.4492896145,e
G_PPP,SWE,P1Y,USD,6,NA,2013,14496.3516343807,e
G_PPP,SWE,P1Y,USD,6,NA,2014,14191.1476079333,e
G_PPP,SWE,P1Y,USD,6,NA,2015,15493.2075169685,v
G_PPP,SWE,P1Y,USD,6,NA,2016,16248.9220674462,e
G_PPP,SWE,P1Y,USD,6,NA,2017,17837.3275623247,v
G_PPP,SWE,P1Y,USD,6,NA,2018,18162.3909936308,e
G_PPP,CHE,P1Y,USD,6,NA,2004,7736.18323063762,NA
G_PPP,CHE,P1Y,USD,6,NA,2008,10917.257814354,NA
G_PPP,CHE,P1Y,USD,6,NA,2012,14739.9992659915,NA
