MSTI_VAR,COU,TIME_FORMAT,UNIT,POWERCODE,REFERENCEPERIOD,obsTime,obsValue,OBS_STATUS
TH_WRXRS,SWE,P1Y,PC,0,NA,2009,35.7042108866826,e
TH_WRXRS,SWE,P1Y,PC,0,NA,2011,37.2370686428625,e
TH_WRXRS,SWE,P1Y,PC,0,NA,2013,33.2704773129051,be
TH_WRXRS,SWE,P1Y,PC,0,NA,2015,33.7188882044115,e
TH_WRXRS,SWE,P1Y,PC,0,NA,2017,32.632985183386,b
TH_WRXRS,CHE,P1Y,PC,0,NA,2004,26.7353077279038,NA
TH_WRXRS,CHE,P1Y,PC,0,NA,2008,30.1826742817282,NA
TH_WRXRS,CHE,P1Y,PC,0,NA,2012,32.4159325801689,NA
TH_WRXRS,CHE,P1Y,PC,0,NA,2015,33.5460372137674,NA
TH_WRXRS,CHE,P1Y,PC,0,NA,2017,34.9228592419254,NA
TH_WRXRS,TUR,P1Y,PC,0,NA,2004,36.409026066658,NA
TH_WRXRS,TUR,P1Y,PC,0,NA,2005,36.0606277427972,NA
TH_WRXRS,TUR,P1Y,PC,0,NA,2006,36.2702234847644,NA
TH_WRXRS,TUR,P1Y,PC,0,NA,2007,36.6816724041545,NA
TH_WRXRS,TUR,P1Y,PC,0,NA,2008,36.4883530815707,NA
TH_WRXRS,TUR,P1Y,PC,0,NA,2009,36.2892795973295,NA
TH_WRXRS,TUR,P1Y,PC,0,NA,2010,35.7952177954422,NA
TH_WRXRS,TUR,P1Y,PC,0,NA,2011,35.6371678840613,NA
TH_WRXRS,TUR,P1Y,PC,0,NA,2012,36.1502710577376,NA
TH_WRXRS,TUR,P1Y,PC,0,NA,2013,36.2312383727581,NA
TH_WRXRS,TUR,P1Y,PC,0,NA,2014,36.8913321288503,NA
TH_WRXRS,TUR,P1Y,PC,0,NA,2015,37.2861455887286,NA
TH_WRXRS,TUR,P1Y,PC,0,NA,2016,36.7181348393119,NA
TH_WRXRS,TUR,P1Y,PC,0,NA,2017,37.0339091612144,NA
TH_WRXRS,TUR,P1Y,PC,0,NA,2018,36.8217189062296,NA
TH_WRXRS,GBR,P1Y,PC,0,NA,2005,35.6556216600456,e
TH_WRXRS,GBR,P1Y,PC,0,NA,2007,36.7524541321551,e
TH_WRXRS,GBR,P1Y,PC,0,NA,2009,37.9287415934679,e
TH_WRXRS,GBR,P1Y,PC,0,NA,2010,38.3225231637965,e
TH_WRXRS,GBR,P1Y,PC,0,NA,2011,37.7259187861426,NA
TH_WRXRS,GBR,P1Y,PC,0,NA,2012,37.8348246830529,e
TH_WRXRS,GBR,P1Y,PC,0,NA,2013,38.0983665149383,NA
TH_WRXRS,GBR,P1Y,PC,0,NA,2014,37.4118220405854,e
TH_WRXRS,GBR,P1Y,PC,0,NA,2015,38.5899672604854,e
TH_WRXRS,GBR,P1Y,PC,0,NA,2016,38.6660926063642,e
TH_WRXRS,GBR,P1Y,PC,0,NA,2017,38.749097777846,e
TH_WRXRS,GBR,P1Y,PC,0,NA,2018,38.5986699708858,e
TH_WRXRS,ARG,P1Y,PC,0,NA,2004,50.8740009097407,NA
TH_WRXRS,ARG,P1Y,PC,0,NA,2005,50.5382262996942,NA
TH_WRXRS,ARG,P1Y,PC,0,NA,2006,50.4510899004427,NA
TH_WRXRS,ARG,P1Y,PC,0,NA,2007,51.5105330894805,NA
TH_WRXRS,ARG,P1Y,PC,0,NA,2008,51.2631595413519,NA
TH_WRXRS,ARG,P1Y,PC,0,NA,2009,52.0766577232656,bp
TH_WRXRS,ARG,P1Y,PC,0,NA,2010,52.2227454021715,p
TH_WRXRS,ARG,P1Y,PC,0,NA,2011,52.6966931251131,p
TH_WRXRS,ARG,P1Y,PC,0,NA,2012,52.5515608449125,p
TH_WRXRS,ARG,P1Y,PC,0,NA,2013,52.4352154604461,p
TH_WRXRS,ARG,P1Y,PC,0,NA,2014,52.9444040220905,p
TH_WRXRS,ARG,P1Y,PC,0,NA,2015,52.6047544504714,NA
TH_WRXRS,ARG,P1Y,PC,0,NA,2016,53.034650406248,NA
TH_WRXRS,ARG,P1Y,PC,0,NA,2017,53.7599069811589,NA
TH_WRXRS,CHL,P1Y,PC,0,NA,2007,27.7603629162115,d
TH_WRXRS,CHL,P1Y,PC,0,NA,2008,27.5214282086939,d
TH_WRXRS,CHL,P1Y,PC,0,NA,2009,32.3033067274801,d
TH_WRXRS,CHL,P1Y,PC,0,NA,2010,32.3918332804401,d
TH_WRXRS,CHL,P1Y,PC,0,NA,2011,30.7737044654945,d
TH_WRXRS,CHL,P1Y,PC,0,NA,2012,30.9735995711606,d
TH_WRXRS,CHL,P1Y,PC,0,NA,2013,34.3259946824664,d
TH_WRXRS,CHL,P1Y,PC,0,NA,2014,31.4757423988417,d
TH_WRXRS,CHL,P1Y,PC,0,NA,2015,33.0163943039302,d
TH_WRXRS,CHL,P1Y,PC,0,NA,2016,33.0696644727492,d
TH_WRXRS,CHL,P1Y,PC,0,NA,2017,34.4340883704239,d
TH_WRXRS,CHL,P1Y,PC,0,NA,2018,34.3669327175127,dp
TH_WRXRS,EST,P1Y,PC,0,NA,2005,40.7568887338682,NA
TH_WRXRS,EST,P1Y,PC,0,NA,2006,42.3726089053207,NA
TH_WRXRS,EST,P1Y,PC,0,NA,2007,44.345150893642,NA
TH_WRXRS,EST,P1Y,PC,0,NA,2008,41.696650982563,NA
TH_WRXRS,EST,P1Y,PC,0,NA,2009,42.4795384408963,NA
TH_WRXRS,EST,P1Y,PC,0,NA,2010,43.3720464557469,NA
TH_WRXRS,EST,P1Y,PC,0,NA,2011,43.709128956317,NA
TH_WRXRS,EST,P1Y,PC,0,NA,2012,43.9874246790673,NA
TH_WRXRS,EST,P1Y,PC,0,NA,2013,44.4178310046574,NA
TH_WRXRS,EST,P1Y,PC,0,NA,2014,44.0227949747442,NA
TH_WRXRS,EST,P1Y,PC,0,NA,2015,43.8796824954742,NA
TH_WRXRS,EST,P1Y,PC,0,NA,2016,43.5500365230095,NA
TH_WRXRS,EST,P1Y,PC,0,NA,2017,42.1977124183007,NA
TH_WRXRS,EST,P1Y,PC,0,NA,2018,43.9362724900426,NA
TH_WRXRS,ROU,P1Y,PC,0,NA,2004,42.6815396470113,NA
TH_WRXRS,ROU,P1Y,PC,0,NA,2005,45.2884355579573,NA
TH_WRXRS,ROU,P1Y,PC,0,NA,2006,44.2853650871251,NA
TH_WRXRS,ROU,P1Y,PC,0,NA,2007,44.7137280416396,NA
TH_WRXRS,ROU,P1Y,PC,0,NA,2008,44.7673665111457,NA
TH_WRXRS,ROU,P1Y,PC,0,NA,2009,44.7283406754772,NA
TH_WRXRS,ROU,P1Y,PC,0,NA,2010,44.025792164653,NA
TH_WRXRS,ROU,P1Y,PC,0,NA,2011,46.0512377888501,b
TH_WRXRS,ROU,P1Y,PC,0,NA,2012,45.1361448379912,NA
TH_WRXRS,ROU,P1Y,PC,0,NA,2013,45.6920289855072,NA
TH_WRXRS,ROU,P1Y,PC,0,NA,2014,46.010532050118,NA
TH_WRXRS,ROU,P1Y,PC,0,NA,2015,46.2261035482332,NA
TH_WRXRS,ROU,P1Y,PC,0,NA,2016,45.7825258084242,NA
TH_WRXRS,ROU,P1Y,PC,0,NA,2017,46.735118938868,NA
TH_WRXRS,ROU,P1Y,PC,0,NA,2018,46.2487714316916,NA
TH_WRXRS,RUS,P1Y,PC,0,NA,2004,42.8914492121816,e
TH_WRXRS,RUS,P1Y,PC,0,NA,2005,42.4403189805712,e
TH_WRXRS,RUS,P1Y,PC,0,NA,2006,42.1587961094156,e
TH_WRXRS,RUS,P1Y,PC,0,NA,2007,41.8443218641259,e
TH_WRXRS,RUS,P1Y,PC,0,NA,2008,41.8167448989367,e
TH_WRXRS,RUS,P1Y,PC,0,NA,2009,41.9039803703313,e
TH_WRXRS,RUS,P1Y,PC,0,NA,2010,41.7068972527547,e
TH_WRXRS,RUS,P1Y,PC,0,NA,2011,41.4412299121377,e
TH_WRXRS,RUS,P1Y,PC,0,NA,2012,41.2468466534271,e
TH_WRXRS,RUS,P1Y,PC,0,NA,2013,40.8828909393927,e
TH_WRXRS,RUS,P1Y,PC,0,NA,2014,40.5161738944384,e
TH_WRXRS,RUS,P1Y,PC,0,NA,2015,40.3069494558671,e
TH_WRXRS,RUS,P1Y,PC,0,NA,2016,40.0497868399666,e
TH_WRXRS,RUS,P1Y,PC,0,NA,2017,39.5477399504715,e
TH_WRXRS,RUS,P1Y,PC,0,NA,2018,39.2207650336061,e
TH_WRXRS,SGP,P1Y,PC,0,NA,2004,25.7653162251,NA
TH_WRXRS,SGP,P1Y,PC,0,NA,2005,26.26479316386,NA
TH_WRXRS,SGP,P1Y,PC,0,NA,2006,27.0913901892937,NA
TH_WRXRS,SGP,P1Y,PC,0,NA,2007,27.3715134093565,NA
TH_WRXRS,SGP,P1Y,PC,0,NA,2008,28.0130683691515,NA
TH_WRXRS,SGP,P1Y,PC,0,NA,2009,28.495812005584,NA
TH_WRXRS,SGP,P1Y,PC,0,NA,2010,29.302987197724,NA
TH_WRXRS,SGP,P1Y,PC,0,NA,2011,29.2138083460506,NA
TH_WRXRS,SGP,P1Y,PC,0,NA,2012,29.5801775070925,NA
TH_WRXRS,SGP,P1Y,PC,0,NA,2013,29.6075127607909,NA
TH_WRXRS,SGP,P1Y,PC,0,NA,2014,30.0670778151797,NA
TH_WRXRS,SGP,P1Y,PC,0,NA,2015,30.248615584235,NA
TH_WRXRS,SGP,P1Y,PC,0,NA,2016,30.6528939018459,NA
TH_WRXRS,SGP,P1Y,PC,0,NA,2017,30.7437322003828,NA
TH_WRXRS,SGP,P1Y,PC,0,NA,2018,30.7827291618564,NA
TH_WRXRS,SVN,P1Y,PC,0,NA,2004,32.5231085244779,NA
TH_WRXRS,SVN,P1Y,PC,0,NA,2005,34.7854526425955,NA
TH_WRXRS,SVN,P1Y,PC,0,NA,2006,35.2841596130593,NA
TH_WRXRS,SVN,P1Y,PC,0,NA,2007,34.8776023793182,NA
TH_WRXRS,SVN,P1Y,PC,0,NA,2008,35.0750691426314,b
TH_WRXRS,SVN,P1Y,PC,0,NA,2009,35.656836461126,NA
TH_WRXRS,SVN,P1Y,PC,0,NA,2010,36.3422575976845,NA
TH_WRXRS,SVN,P1Y,PC,0,NA,2011,36.3592776090778,b
TH_WRXRS,SVN,P1Y,PC,0,NA,2012,35.8032680795988,NA
TH_WRXRS,SVN,P1Y,PC,0,NA,2013,35.9920733217736,NA
TH_WRXRS,SVN,P1Y,PC,0,NA,2014,36.0921431509667,NA
TH_WRXRS,SVN,P1Y,PC,0,NA,2015,36.4874425185709,NA
TH_WRXRS,SVN,P1Y,PC,0,NA,2016,34.5062932104237,NA
TH_WRXRS,SVN,P1Y,PC,0,NA,2017,32.3105334185667,d
TH_WRXRS,SVN,P1Y,PC,0,NA,2018,32.5448401351703,d
TH_WRXRS,ZAF,P1Y,PC,0,NA,2004,38.2476149293262,NA
TH_WRXRS,ZAF,P1Y,PC,0,NA,2005,39.7239341924311,NA
TH_WRXRS,ZAF,P1Y,PC,0,NA,2006,39.7312520522341,NA
TH_WRXRS,ZAF,P1Y,PC,0,NA,2007,40.3003692246283,NA
TH_WRXRS,ZAF,P1Y,PC,0,NA,2008,39.6546114378676,NA
TH_WRXRS,ZAF,P1Y,PC,0,NA,2009,40.7578988651126,NA
TH_WRXRS,ZAF,P1Y,PC,0,NA,2010,41.6717237012216,NA
TH_WRXRS,ZAF,P1Y,PC,0,NA,2011,42.2699431776253,NA
TH_WRXRS,ZAF,P1Y,PC,0,NA,2012,43.7190622956944,NA
TH_WRXRS,ZAF,P1Y,PC,0,NA,2013,44.0426689887885,NA
TH_WRXRS,ZAF,P1Y,PC,0,NA,2014,44.2892798943873,NA
TH_WRXRS,ZAF,P1Y,PC,0,NA,2015,44.9794706710103,NA
TH_WRXRS,ZAF,P1Y,PC,0,NA,2016,45.0855340814996,NA
TH_WRXRS,TWN,P1Y,PC,0,NA,2004,18.8163576527011,NA
TH_WRXRS,TWN,P1Y,PC,0,NA,2005,19.5872900014764,NA
TH_WRXRS,TWN,P1Y,PC,0,NA,2006,20.4645599706163,NA
TH_WRXRS,TWN,P1Y,PC,0,NA,2007,20.032393877872,NA
TH_WRXRS,TWN,P1Y,PC,0,NA,2008,20.1143930022492,NA
TH_WRXRS,TWN,P1Y,PC,0,NA,2009,20.5595535447779,NA
TH_WRXRS,TWN,P1Y,PC,0,NA,2010,20.9109138133094,NA
TH_WRXRS,TWN,P1Y,PC,0,NA,2011,21.5348865594207,NA
TH_WRXRS,TWN,P1Y,PC,0,NA,2012,21.7492057853233,NA
TH_WRXRS,TWN,P1Y,PC,0,NA,2013,21.9374491036489,NA
TH_WRXRS,TWN,P1Y,PC,0,NA,2014,22.0643475769739,NA
TH_WRXRS,TWN,P1Y,PC,0,NA,2015,22.1691324041482,NA
TH_WRXRS,TWN,P1Y,PC,0,NA,2016,22.3365495021487,NA
TH_WRXRS,TWN,P1Y,PC,0,NA,2017,22.5530807611522,NA
TH_WRXRS,TWN,P1Y,PC,0,NA,2018,22.6145351549592,NA
BH_RS,AUT,P1Y,PER,0,NA,2004,20587,d
BH_RS,AUT,P1Y,PER,0,NA,2006,22915,d
BH_RS,AUT,P1Y,PER,0,NA,2007,24615,d
BH_RS,AUT,P1Y,PER,0,NA,2009,26682,d
BH_RS,AUT,P1Y,PER,0,NA,2011,29734,d
BH_RS,AUT,P1Y,PER,0,NA,2013,33643,d
BH_RS,AUT,P1Y,PER,0,NA,2015,36984,d
BH_RS,AUT,P1Y,PER,0,NA,2017,39073,d
BH_RS,BEL,P1Y,PER,0,NA,2004,19428,NA
BH_RS,BEL,P1Y,PER,0,NA,2005,19927,NA
BH_RS,BEL,P1Y,PER,0,NA,2006,19585,NA
BH_RS,BEL,P1Y,PER,0,NA,2007,20342,NA
BH_RS,BEL,P1Y,PER,0,NA,2008,21877,NA
BH_RS,BEL,P1Y,PER,0,NA,2009,21942,NA
BH_RS,BEL,P1Y,PER,0,NA,2010,25451,NA
BH_RS,BEL,P1Y,PER,0,NA,2011,28325,NA
BH_RS,BEL,P1Y,PER,0,NA,2013,30374,NA
BH_RS,BEL,P1Y,PER,0,NA,2015,36947,b
BH_RS,BEL,P1Y,PER,0,NA,2017,40853,NA
BH_RS,CZE,P1Y,PER,0,NA,2004,11732.19,NA
BH_RS,CZE,P1Y,PER,0,NA,2005,11068.98,b
BH_RS,CZE,P1Y,PER,0,NA,2006,12374.56,NA
BH_RS,CZE,P1Y,PER,0,NA,2007,13722.51,NA
BH_RS,CZE,P1Y,PER,0,NA,2008,14725.75,NA
BH_RS,CZE,P1Y,PER,0,NA,2009,14258.68,NA
BH_RS,CZE,P1Y,PER,0,NA,2010,14503.4,NA
BH_RS,CZE,P1Y,PER,0,NA,2011,15984.25,NA
BH_RS,CZE,P1Y,PER,0,NA,2012,17609.54,NA
BH_RS,CZE,P1Y,PER,0,NA,2013,19124.43,NA
BH_RS,CZE,P1Y,PER,0,NA,2014,21472.52,NA
BH_RS,CZE,P1Y,PER,0,NA,2015,22537.66,NA
BH_RS,CZE,P1Y,PER,0,NA,2016,22680.501164745,NA
BH_RS,CZE,P1Y,PER,0,NA,2017,23977.53933172,NA
BH_RS,CZE,P1Y,PER,0,NA,2018,25275,NA
BH_RS,DNK,P1Y,PER,0,NA,2004,21656.856123,NA
BH_RS,DNK,P1Y,PER,0,NA,2005,24264.353123,NA
BH_RS,DNK,P1Y,PER,0,NA,2006,24365.6753,NA
BH_RS,DNK,P1Y,PER,0,NA,2007,24318.62,b
BH_RS,DNK,P1Y,PER,0,NA,2008,29283.4937,NA
BH_RS,DNK,P1Y,PER,0,NA,2009,28886.5,NA
BH_RS,DNK,P1Y,PER,0,NA,2010,28596.8,NA
BH_RS,DNK,P1Y,PER,0,NA,2011,28718.8,NA
BH_RS,DNK,P1Y,PER,0,NA,2012,29278.6,NA
BH_RS,DNK,P1Y,PER,0,NA,2013,28252,NA
BH_RS,DNK,P1Y,PER,0,NA,2014,28649,NA
BH_RS,DNK,P1Y,PER,0,NA,2015,29648,NA
BH_RS,DNK,P1Y,PER,0,NA,2016,31810,NA
BH_RS,DNK,P1Y,PER,0,NA,2017,33092,p
BH_RS,FIN,P1Y,PER,0,NA,2004,27182,NA
BH_RS,FIN,P1Y,PER,0,NA,2005,26121.747342,NA
BH_RS,FIN,P1Y,PER,0,NA,2006,26666,NA
BH_RS,FIN,P1Y,PER,0,NA,2007,26607.6044,NA
BH_RS,FIN,P1Y,PER,0,NA,2008,28344.3132,NA
BH_RS,FIN,P1Y,PER,0,NA,2009,28024.8839,NA
BH_RS,FIN,P1Y,PER,0,NA,2010,27849.3845,NA
BH_RS,FIN,P1Y,PER,0,NA,2011,27960,NA
BH_RS,FIN,P1Y,PER,0,NA,2012,27225,NA
BH_RS,FIN,P1Y,PER,0,NA,2013,27977,NA
BH_RS,FIN,P1Y,PER,0,NA,2014,27367,NA
BH_RS,FIN,P1Y,PER,0,NA,2015,27977,NA
BH_RS,FIN,P1Y,PER,0,NA,2016,26962,NA
BH_RS,FIN,P1Y,PER,0,NA,2017,26252,NA
BH_RS,FIN,P1Y,PER,0,NA,2018,26949,NA
BH_RS,FRA,P1Y,PER,0,NA,2004,114930.39,NA
BH_RS,FRA,P1Y,PER,0,NA,2005,112265.95,NA
BH_RS,FRA,P1Y,PER,0,NA,2006,128373.86,b
BH_RS,FRA,P1Y,PER,0,NA,2007,137138.74,NA
BH_RS,FRA,P1Y,PER,0,NA,2008,146488.69,NA
BH_RS,FRA,P1Y,PER,0,NA,2009,156028.93,NA
BH_RS,FRA,P1Y,PER,0,NA,2010,183911.34,NA
BH_RS,FRA,P1Y,PER,0,NA,2011,197056.26,NA
BH_RS,FRA,P1Y,PER,0,NA,2012,213180.98,NA
BH_RS,FRA,P1Y,PER,0,NA,2013,219758.63,NA
BH_RS,FRA,P1Y,PER,0,NA,2014,223754.76,NA
BH_RS,FRA,P1Y,PER,0,NA,2015,225735.82,NA
BH_RS,FRA,P1Y,PER,0,NA,2016,237443,NA
BH_RS,FRA,P1Y,PER,0,NA,2017,256347,p
BH_RS,DEU,P1Y,PER,0,NA,2005,186732,NA
BH_RS,DEU,P1Y,PER,0,NA,2007,196660,NA
BH_RS,DEU,P1Y,PER,0,NA,2009,210995,NA
BH_RS,DEU,P1Y,PER,0,NA,2011,216320,NA
BH_RS,DEU,P1Y,PER,0,NA,2013,221362,NA
BH_RS,DEU,P1Y,PER,0,NA,2015,252897,NA
BH_RS,DEU,P1Y,PER,0,NA,2017,280095,NA
BH_RS,GRC,P1Y,PER,0,NA,2005,6357,d
BH_RS,GRC,P1Y,PER,0,NA,2007,6885,d
BH_RS,GRC,P1Y,PER,0,NA,2011,5858,bd
BH_RS,GRC,P1Y,PER,0,NA,2013,6004,d
BH_RS,GRC,P1Y,PER,0,NA,2015,7107,d
BH_RS,GRC,P1Y,PER,0,NA,2017,15671,d
BH_RS,HUN,P1Y,PER,0,NA,2004,5455,NA
BH_RS,HUN,P1Y,PER,0,NA,2005,6108,NA
BH_RS,HUN,P1Y,PER,0,NA,2006,7641,NA
BH_RS,HUN,P1Y,PER,0,NA,2007,8573,NA
BH_RS,HUN,P1Y,PER,0,NA,2008,9408,NA
BH_RS,HUN,P1Y,PER,0,NA,2009,10899,NA
BH_RS,HUN,P1Y,PER,0,NA,2010,12220,NA
BH_RS,HUN,P1Y,PER,0,NA,2011,13649,NA
BH_RS,HUN,P1Y,PER,0,NA,2012,14742,NA
BH_RS,HUN,P1Y,PER,0,NA,2013,16010,NA
BH_RS,HUN,P1Y,PER,0,NA,2014,17008,NA
BH_RS,HUN,P1Y,PER,0,NA,2015,16485,NA
BH_RS,HUN,P1Y,PER,0,NA,2016,16726,NA
BH_RS,HUN,P1Y,PER,0,NA,2017,19292,NA
BH_RS,HUN,P1Y,PER,0,NA,2018,23776,d
BH_RS,ISL,P1Y,PER,0,NA,2005,1439,NA
BH_RS,ISL,P1Y,PER,0,NA,2006,1657.7,NA
BH_RS,ISL,P1Y,PER,0,NA,2007,1575,NA
BH_RS,ISL,P1Y,PER,0,NA,2008,1645.875,NA
BH_RS,ISL,P1Y,PER,0,NA,2009,1077,NA
BH_RS,ISL,P1Y,PER,0,NA,2011,1378.19,b
BH_RS,ISL,P1Y,PER,0,NA,2013,1278,b
BH_RS,ISL,P1Y,PER,0,NA,2015,1422,b
BH_RS,ISL,P1Y,PER,0,NA,2017,1354,NA
BH_RS,IRL,P1Y,PER,0,NA,2004,7120,NA
BH_RS,IRL,P1Y,PER,0,NA,2005,7696,NA
BH_RS,IRL,P1Y,PER,0,NA,2006,7969,NA
BH_RS,IRL,P1Y,PER,0,NA,2007,8241.8,NA
BH_RS,IRL,P1Y,PER,0,NA,2008,8843,NA
BH_RS,IRL,P1Y,PER,0,NA,2009,8960,NA
BH_RS,IRL,P1Y,PER,0,NA,2010,9136.297,e
BH_RS,IRL,P1Y,PER,0,NA,2011,10618,NA
BH_RS,IRL,P1Y,PER,0,NA,2013,13750,NA
BH_RS,IRL,P1Y,PER,0,NA,2015,14175,NA
BH_RS,IRL,P1Y,PER,0,NA,2017,15605,NA
BH_RS,ITA,P1Y,PER,0,NA,2004,31676,d
BH_RS,ITA,P1Y,PER,0,NA,2005,31485,d
BH_RS,ITA,P1Y,PER,0,NA,2006,35350,d
BH_RS,ITA,P1Y,PER,0,NA,2007,40782,d
BH_RS,ITA,P1Y,PER,0,NA,2008,44424,d
BH_RS,ITA,P1Y,PER,0,NA,2009,45857,d
BH_RS,ITA,P1Y,PER,0,NA,2010,45901,d
BH_RS,ITA,P1Y,PER,0,NA,2011,47816,d
BH_RS,ITA,P1Y,PER,0,NA,2012,49950,d
BH_RS,ITA,P1Y,PER,0,NA,2013,52710,d
BH_RS,ITA,P1Y,PER,0,NA,2014,54216,d
BH_RS,ITA,P1Y,PER,0,NA,2015,62170,d
BH_RS,ITA,P1Y,PER,0,NA,2016,72393,bd
BH_RS,ITA,P1Y,PER,0,NA,2017,82060,d
BH_RS,ITA,P1Y,PER,0,NA,2018,96257,d
BH_RS,JPN,P1Y,PER,0,NA,2004,490551,d
BH_RS,JPN,P1Y,PER,0,NA,2005,519360,d
BH_RS,JPN,P1Y,PER,0,NA,2006,527100,d
BH_RS,JPN,P1Y,PER,0,NA,2007,535121,d
BH_RS,JPN,P1Y,PER,0,NA,2008,539591,d
BH_RS,JPN,P1Y,PER,0,NA,2009,534568,d
BH_RS,JPN,P1Y,PER,0,NA,2010,537293,d
BH_RS,JPN,P1Y,PER,0,NA,2011,534908,d
BH_RS,JPN,P1Y,PER,0,NA,2012,528300,d
BH_RS,JPN,P1Y,PER,0,NA,2013,531423,d
BH_RS,JPN,P1Y,PER,0,NA,2014,560466,d
BH_RS,JPN,P1Y,PER,0,NA,2015,540895,d
BH_RS,JPN,P1Y,PER,0,NA,2016,547344,d
BH_RS,JPN,P1Y,PER,0,NA,2017,557050,d
BH_RS,JPN,P1Y,PER,0,NA,2018,559983,d
BH_RS,KOR,P1Y,PER,0,NA,2004,134300,d
BH_RS,KOR,P1Y,PER,0,NA,2005,154306,d
BH_RS,KOR,P1Y,PER,0,NA,2006,173904,d
BH_RS,KOR,P1Y,PER,0,NA,2007,185633,b
BH_RS,KOR,P1Y,PER,0,NA,2008,197023,NA
BH_RS,KOR,P1Y,PER,0,NA,2009,210303,NA
BH_RS,KOR,P1Y,PER,0,NA,2010,226168,NA
BH_RS,KOR,P1Y,PER,0,NA,2011,250626,NA
BH_RS,KOR,P1Y,PER,0,NA,2012,275986,NA
BH_RS,KOR,P1Y,PER,0,NA,2013,281874,NA
BH_RS,KOR,P1Y,PER,0,NA,2014,304808,NA
BH_RS,KOR,P1Y,PER,0,NA,2015,317842,NA
BH_RS,KOR,P1Y,PER,0,NA,2016,321323,NA
BH_RS,KOR,P1Y,PER,0,NA,2017,343367,NA
BH_RS,KOR,P1Y,PER,0,NA,2018,368237,NA
BH_RS,LUX,P1Y,PER,0,NA,2005,1807,NA
BH_RS,LUX,P1Y,PER,0,NA,2007,1640,NA
BH_RS,LUX,P1Y,PER,0,NA,2009,1753,NA
BH_RS,LUX,P1Y,PER,0,NA,2011,1679,NA
BH_RS,LUX,P1Y,PER,0,NA,2013,1097,NA
BH_RS,LUX,P1Y,PER,0,NA,2015,1238.7,NA
BH_RS,LUX,P1Y,PER,0,NA,2017,1505,NA
BH_RS,MEX,P1Y,PER,0,NA,2004,25061,b
BH_RS,MEX,P1Y,PER,0,NA,2005,29191,NA
BH_RS,MEX,P1Y,PER,0,NA,2006,18892,NA
BH_RS,MEX,P1Y,PER,0,NA,2007,20323,NA
BH_RS,MEX,P1Y,PER,0,NA,2008,14544.33,NA
BH_RS,MEX,P1Y,PER,0,NA,2009,18872.03,NA
BH_RS,MEX,P1Y,PER,0,NA,2010,12647.0873,NA
BH_RS,MEX,P1Y,PER,0,NA,2011,13708.8313,NA
BH_RS,MEX,P1Y,PER,0,NA,2012,8217.6027,NA
BH_RS,MEX,P1Y,PER,0,NA,2013,8541.0509,NA
BH_RS,MEX,P1Y,PER,0,NA,2014,10478.7399,NA
BH_RS,MEX,P1Y,PER,0,NA,2015,11946.9475,NA
BH_RS,MEX,P1Y,PER,0,NA,2016,17197.1345,NA
BH_RS,NLD,P1Y,PER,0,NA,2004,31278,NA
BH_RS,NLD,P1Y,PER,0,NA,2005,29228,NA
BH_RS,NLD,P1Y,PER,0,NA,2006,36095,NA
BH_RS,NLD,P1Y,PER,0,NA,2007,31039,NA
BH_RS,NLD,P1Y,PER,0,NA,2008,31489,NA
BH_RS,NLD,P1Y,PER,0,NA,2009,24212,NA
BH_RS,NLD,P1Y,PER,0,NA,2010,33479,NA
BH_RS,NLD,P1Y,PER,0,NA,2011,51586.4392,b
BH_RS,NLD,P1Y,PER,0,NA,2012,71200.035355,b
BH_RS,NLD,P1Y,PER,0,NA,2013,74631.683186,NA
BH_RS,NLD,P1Y,PER,0,NA,2014,75303.138277,NA
BH_RS,NLD,P1Y,PER,0,NA,2015,75164,NA
BH_RS,NLD,P1Y,PER,0,NA,2016,76751,NA
BH_RS,NLD,P1Y,PER,0,NA,2017,76019,NA
BH_RS,NZL,P1Y,PER,0,NA,2005,4920,NA
BH_RS,NZL,P1Y,PER,0,NA,2007,7200,NA
BH_RS,NZL,P1Y,PER,0,NA,2009,8200,NA
BH_RS,NZL,P1Y,PER,0,NA,2011,7200,NA
BH_RS,NZL,P1Y,PER,0,NA,2013,7800,NA
BH_RS,NZL,P1Y,PER,0,NA,2015,9400,NA
BH_RS,NZL,P1Y,PER,0,NA,2017,11000,NA
BH_RS,NOR,P1Y,PER,0,NA,2004,14361,d
BH_RS,NOR,P1Y,PER,0,NA,2005,13926,d
BH_RS,NOR,P1Y,PER,0,NA,2007,16050,d
BH_RS,NOR,P1Y,PER,0,NA,2008,17589,d
BH_RS,NOR,P1Y,PER,0,NA,2009,17465,d
BH_RS,NOR,P1Y,PER,0,NA,2010,17081,d
BH_RS,NOR,P1Y,PER,0,NA,2011,17561,d
BH_RS,NOR,P1Y,PER,0,NA,2012,18630,d
BH_RS,NOR,P1Y,PER,0,NA,2013,18857,d
BH_RS,NOR,P1Y,PER,0,NA,2014,20388,d
BH_RS,NOR,P1Y,PER,0,NA,2015,21206,d
BH_RS,NOR,P1Y,PER,0,NA,2016,22713,d
BH_RS,NOR,P1Y,PER,0,NA,2017,24418,d
BH_RS,NOR,P1Y,PER,0,NA,2018,25342,NA
BH_RS,POL,P1Y,PER,0,NA,2004,10189,NA
BH_RS,POL,P1Y,PER,0,NA,2005,11403,NA
BH_RS,POL,P1Y,PER,0,NA,2006,11408,NA
BH_RS,POL,P1Y,PER,0,NA,2007,11536,NA
