COUNTRY,VARIABLE,UNIT,MEASURE,TIME_FORMAT,obsTime,obsValue,OBS_STATUS
HRV,3_T079,PERCENTAGE,SE,P1Y,2018,1.0805123,NA
HRV,4_T072,PERCENTAGE,SE,P1Y,2018,1.2764457,NA
HRV,4_T073,PERCENTAGE,SE,P1Y,2018,0.87715101,NA
HRV,5_T032,PERCENTAGE,SE,P1Y,2018,1.1504589,NA
HRV,5_T033,PERCENTAGE,SE,P1Y,2018,1.3653991,NA
HRV,5_T034,PERCENTAGE,SE,P1Y,2018,2.2244768,NA
HRV,6_T035,PERCENTAGE,SE,P1Y,2018,4.7144904,NA
HRV,6_T092,PERCENTAGE,SE,P1Y,2018,0.9256413,NA
HRV,6_T094,PERCENTAGE,SE,P1Y,2018,1.6251135,NA
HRV,7_T012,PERCENTAGE,SE,P1Y,2018,0.39587271,NA
HRV,7_T105,PERCENTAGE,SE,P1Y,2018,1.3335823,NA
HRV,7_T106,PERCENTAGE,SE,P1Y,2018,1.2270809,NA
HRV,7_T107,PERCENTAGE,SE,P1Y,2018,0.71630448,NA
HRV,8_T031,PERCENTAGE,SE,P1Y,2018,0,NA
HRV,8_T036,PERCENTAGE,SE,P1Y,2018,5.3425822,NA
HRV,9_T025,PERCENTAGE,SE,P1Y,2018,1.1211317,NA
HRV,9_T026,PERCENTAGE,SE,P1Y,2018,1.0302893,NA
HRV,10_T101,PERCENTAGE,SE,P1Y,2018,1.4010444,NA
HRV,10_T102,PERCENTAGE,SE,P1Y,2018,0.40676758,NA
HRV,10_T103,PERCENTAGE,SE,P1Y,2018,0.48656985,NA
HRV,11_T096,PERCENTAGE,SE,P1Y,2018,0.55320174,NA
HRV,11_T097,PERCENTAGE,SE,P1Y,2018,1.2132437,NA
HRV,12_T053,PERCENTAGE,SE,P1Y,2018,0.88614583,NA
HRV,12_T054,PERCENTAGE,SE,P1Y,2018,1.1981034,NA
HRV,12_T055,PERCENTAGE,SE,P1Y,2018,1.1192961,NA
HRV,12_T056,PERCENTAGE,SE,P1Y,2018,1.0879173,NA
HRV,12_T058,PERCENTAGE,SE,P1Y,2018,1.0354714,NA
HRV,13_T013,PERCENTAGE,SE,P1Y,2013,0.86868548,NA
HRV,13_T013,PERCENTAGE,SE,P1Y,2018,0.92813498,NA
HRV,13_T037,PERCENTAGE,SE,P1Y,2018,4.8061261,NA
HRV,13_T038,PERCENTAGE,SE,P1Y,2018,1.1780951,NA
HRV,13_T039,PERCENTAGE,SE,P1Y,2018,1.0752085,NA
HRV,13_T040,PERCENTAGE,SE,P1Y,2018,1.0740063,NA
HRV,14_T042,PERCENTAGE,SE,P1Y,2018,2.2158723,NA
HRV,14_T043,PERCENTAGE,SE,P1Y,2013,0.66990787,NA
HRV,14_T043,PERCENTAGE,SE,P1Y,2018,1.037008,NA
HRV,14_T044,PERCENTAGE,SE,P1Y,2018,1.4588358,NA
HRV,14_T045,PERCENTAGE,SE,P1Y,2018,1.0385298,NA
HRV,14_T046,PERCENTAGE,SE,P1Y,2018,1.3604437,NA
HRV,15_T014,PERCENTAGE,SE,P1Y,2013,0.91886646,NA
HRV,15_T014,PERCENTAGE,SE,P1Y,2018,1.1347312,NA
HRV,15_T048,PERCENTAGE,SE,P1Y,2018,4.4940948,NA
HRV,15_T049,PERCENTAGE,SE,P1Y,2018,0.91747361,NA
HRV,15_T050,PERCENTAGE,SE,P1Y,2018,1.1262034,NA
HRV,15_T051,PERCENTAGE,SE,P1Y,2018,1.0045146,NA
HRV,16_T027,PERCENTAGE,SE,P1Y,2013,0.54632884,NA
HRV,16_T027,PERCENTAGE,SE,P1Y,2018,0.76155168,NA
HRV,16_T028,PERCENTAGE,SE,P1Y,2013,0.5174247,NA
HRV,16_T028,PERCENTAGE,SE,P1Y,2018,0.83926874,NA
HRV,16_T166,PERCENTAGE,SE,P1Y,2018,1.2816125,NA
HRV,16_T167,PERCENTAGE,SE,P1Y,2018,1.4645858,NA
HRV,17_T007,PERCENTAGE,SE,P1Y,2013,3.2881322,NA
HRV,17_T007,PERCENTAGE,SE,P1Y,2018,2.4922073,NA
HRV,17_T008,PERCENTAGE,SE,P1Y,2013,1.7814871,NA
HRV,17_T008,PERCENTAGE,SE,P1Y,2018,2.1655731,NA
HRV,17_T185,PERCENTAGE,SE,P1Y,2018,4.6075459,NA
HRV,17_T186,PERCENTAGE,SE,P1Y,2018,5.4446259,NA
HRV,18_T168,PERCENTAGE,SE,P1Y,2013,0.5855161,NA
HRV,18_T168,PERCENTAGE,SE,P1Y,2018,0.61823648,NA
HRV,18_T169,PERCENTAGE,SE,P1Y,2013,0.40817469,NA
HRV,18_T169,PERCENTAGE,SE,P1Y,2018,0.41316739,NA
HRV,18_T170,PERCENTAGE,SE,P1Y,2013,1.0434111,NA
HRV,18_T170,PERCENTAGE,SE,P1Y,2018,0.96412832,NA
HRV,18_T171,PERCENTAGE,SE,P1Y,2018,0.57150084,NA
HRV,18_T172,PERCENTAGE,SE,P1Y,2018,1.2179358,NA
HRV,18_T173,PERCENTAGE,SE,P1Y,2018,0.8239851,NA
HRV,19_T174,PERCENTAGE,SE,P1Y,2013,1.2403142,NA
HRV,19_T174,PERCENTAGE,SE,P1Y,2018,0.99941981,NA
HRV,19_T175,PERCENTAGE,SE,P1Y,2013,0.43148872,NA
HRV,19_T175,PERCENTAGE,SE,P1Y,2018,0.50020856,NA
HRV,19_T177,PERCENTAGE,SE,P1Y,2018,0.71232313,NA
HRV,19_T179,PERCENTAGE,SE,P1Y,2013,1.1823518,NA
HRV,19_T179,PERCENTAGE,SE,P1Y,2018,1.2078868,NA
HRV,19_T187,PERCENTAGE,SE,P1Y,2018,6.4460626,NA
HRV,19_T188,PERCENTAGE,SE,P1Y,2013,0.35732967,NA
HRV,19_T188,PERCENTAGE,SE,P1Y,2018,0.35060197,NA
HRV,20_T016,PERCENTAGE,SE,P1Y,2018,1.0734866,NA
HRV,20_T176,PERCENTAGE,SE,P1Y,2018,0.98976058,NA
HRV,20_T180,PERCENTAGE,SE,P1Y,2013,0.98493344,NA
HRV,20_T180,PERCENTAGE,SE,P1Y,2018,0.69390339,NA
HRV,20_T189,PERCENTAGE,SE,P1Y,2018,0.79217792,NA
HRV,1_T001,YEARS,SE,P1Y,2018,0.26036051,NA
HRV,1_T002,YEARS,SE,P1Y,2018,0.27191746,NA
HRV,2_T005,YEARS,SE,P1Y,2018,0.60476762,NA
HRV,2_T006,YEARS,SE,P1Y,2018,0.72303653,NA
CZE,1_T000,PERCENTAGE,VAL,P1Y,2013,76.5,NA
CZE,1_T000,PERCENTAGE,VAL,P1Y,2018,76.400002,NA
CZE,1_T029,PERCENTAGE,VAL,P1Y,2013,35.200001,NA
CZE,1_T029,PERCENTAGE,VAL,P1Y,2018,37.099998,NA
CZE,2_T004,PERCENTAGE,VAL,P1Y,2013,48.400002,NA
CZE,2_T004,PERCENTAGE,VAL,P1Y,2018,52.400002,NA
CZE,2_T030,PERCENTAGE,VAL,P1Y,2013,10.3,NA
CZE,2_T030,PERCENTAGE,VAL,P1Y,2018,20,NA
CZE,3_T022,PERCENTAGE,VAL,P1Y,2018,7,NA
CZE,3_T023,PERCENTAGE,VAL,P1Y,2018,8.8999996,NA
CZE,3_T024,PERCENTAGE,VAL,P1Y,2013,84,NA
CZE,3_T024,PERCENTAGE,VAL,P1Y,2018,83.599998,NA
CZE,3_T078,PERCENTAGE,VAL,P1Y,2018,10.6,NA
CZE,3_T079,PERCENTAGE,VAL,P1Y,2018,39.799999,NA
CZE,4_T072,PERCENTAGE,VAL,P1Y,2018,39.599998,NA
CZE,4_T073,PERCENTAGE,VAL,P1Y,2018,21.5,NA
CZE,5_T032,PERCENTAGE,VAL,P1Y,2018,62.400002,NA
CZE,5_T033,PERCENTAGE,VAL,P1Y,2018,42.5,NA
CZE,5_T034,PERCENTAGE,VAL,P1Y,2018,25.9,NA
CZE,6_T035,PERCENTAGE,VAL,P1Y,2018,4.5,NA
CZE,6_T092,PERCENTAGE,VAL,P1Y,2018,23.299999,NA
CZE,6_T094,PERCENTAGE,VAL,P1Y,2018,17.700001,NA
CZE,7_T012,PERCENTAGE,VAL,P1Y,2018,97.300003,NA
CZE,7_T105,PERCENTAGE,VAL,P1Y,2018,44.799999,NA
CZE,7_T106,PERCENTAGE,VAL,P1Y,2018,23.6,NA
CZE,7_T107,PERCENTAGE,VAL,P1Y,2018,78.400002,NA
CZE,8_T031,PERCENTAGE,VAL,P1Y,2018,100,NA
CZE,8_T036,PERCENTAGE,VAL,P1Y,2018,37.400002,NA
CZE,9_T025,PERCENTAGE,VAL,P1Y,2018,56.200001,NA
CZE,9_T026,PERCENTAGE,VAL,P1Y,2018,65.199997,NA
CZE,10_T101,PERCENTAGE,VAL,P1Y,2018,68,NA
CZE,10_T102,PERCENTAGE,VAL,P1Y,2018,92.599998,NA
CZE,10_T103,PERCENTAGE,VAL,P1Y,2018,89,NA
CZE,11_T096,PERCENTAGE,VAL,P1Y,2018,96,NA
CZE,11_T097,PERCENTAGE,VAL,P1Y,2018,2.9000001,NA
CZE,12_T053,PERCENTAGE,VAL,P1Y,2018,16.700001,NA
CZE,12_T054,PERCENTAGE,VAL,P1Y,2018,17.700001,NA
CZE,12_T055,PERCENTAGE,VAL,P1Y,2018,53.900002,NA
CZE,12_T056,PERCENTAGE,VAL,P1Y,2018,30,NA
CZE,12_T058,PERCENTAGE,VAL,P1Y,2018,83.400002,NA
CZE,13_T013,PERCENTAGE,VAL,P1Y,2013,14.8,NA
CZE,13_T013,PERCENTAGE,VAL,P1Y,2018,13,NA
CZE,13_T037,PERCENTAGE,VAL,P1Y,2018,23.5,NA
CZE,13_T038,PERCENTAGE,VAL,P1Y,2018,35.400002,NA
CZE,13_T039,PERCENTAGE,VAL,P1Y,2018,44.5,NA
CZE,13_T040,PERCENTAGE,VAL,P1Y,2018,27.700001,NA
CZE,14_T042,PERCENTAGE,VAL,P1Y,2018,65.199997,NA
CZE,14_T043,PERCENTAGE,VAL,P1Y,2013,5.0999999,NA
CZE,14_T043,PERCENTAGE,VAL,P1Y,2018,6.5,NA
CZE,14_T044,PERCENTAGE,VAL,P1Y,2018,3.4000001,NA
CZE,14_T045,PERCENTAGE,VAL,P1Y,2018,16.4,NA
CZE,14_T046,PERCENTAGE,VAL,P1Y,2018,9.6999998,NA
CZE,15_T014,PERCENTAGE,VAL,P1Y,2013,8,NA
CZE,15_T014,PERCENTAGE,VAL,P1Y,2018,14.6,NA
CZE,15_T048,PERCENTAGE,VAL,P1Y,2018,30,NA
CZE,15_T049,PERCENTAGE,VAL,P1Y,2018,24.299999,NA
CZE,15_T050,PERCENTAGE,VAL,P1Y,2018,33.900002,NA
CZE,15_T051,PERCENTAGE,VAL,P1Y,2018,18.4,NA
CZE,16_T027,PERCENTAGE,VAL,P1Y,2013,12.2,NA
CZE,16_T027,PERCENTAGE,VAL,P1Y,2018,16,NA
CZE,16_T028,PERCENTAGE,VAL,P1Y,2013,88.599998,NA
CZE,16_T028,PERCENTAGE,VAL,P1Y,2018,89.599998,NA
CZE,16_T166,PERCENTAGE,VAL,P1Y,2018,28,NA
CZE,16_T167,PERCENTAGE,VAL,P1Y,2018,74.800003,NA
CZE,17_T007,PERCENTAGE,VAL,P1Y,2013,24.700001,NA
CZE,17_T007,PERCENTAGE,VAL,P1Y,2018,24.5,NA
CZE,17_T008,PERCENTAGE,VAL,P1Y,2013,94.699997,NA
CZE,17_T008,PERCENTAGE,VAL,P1Y,2018,96.300003,NA
CZE,17_T185,PERCENTAGE,VAL,P1Y,2018,36.200001,NA
CZE,17_T186,PERCENTAGE,VAL,P1Y,2018,72.900002,NA
CZE,18_T168,PERCENTAGE,VAL,P1Y,2013,82.300003,NA
CZE,18_T168,PERCENTAGE,VAL,P1Y,2018,82.099998,NA
CZE,18_T169,PERCENTAGE,VAL,P1Y,2013,12.5,NA
CZE,18_T169,PERCENTAGE,VAL,P1Y,2018,11.3,NA
CZE,18_T170,PERCENTAGE,VAL,P1Y,2013,10.5,NA
CZE,18_T170,PERCENTAGE,VAL,P1Y,2018,10.4,NA
CZE,18_T171,PERCENTAGE,VAL,P1Y,2018,10.6,NA
CZE,18_T172,PERCENTAGE,VAL,P1Y,2018,61,NA
CZE,18_T173,PERCENTAGE,VAL,P1Y,2018,12.1,NA
CZE,19_T174,PERCENTAGE,VAL,P1Y,2013,84.199997,NA
CZE,19_T174,PERCENTAGE,VAL,P1Y,2018,86.900002,NA
CZE,19_T175,PERCENTAGE,VAL,P1Y,2013,25.799999,NA
CZE,19_T175,PERCENTAGE,VAL,P1Y,2018,23,NA
CZE,19_T177,PERCENTAGE,VAL,P1Y,2018,92.599998,NA
CZE,19_T179,PERCENTAGE,VAL,P1Y,2013,79.099998,NA
CZE,19_T179,PERCENTAGE,VAL,P1Y,2018,83.300003,NA
CZE,19_T187,PERCENTAGE,VAL,P1Y,2018,71.599998,NA
CZE,19_T188,PERCENTAGE,VAL,P1Y,2013,8.3999996,NA
CZE,19_T188,PERCENTAGE,VAL,P1Y,2018,7.0999999,NA
CZE,20_T016,PERCENTAGE,VAL,P1Y,2018,72.5,NA
CZE,20_T176,PERCENTAGE,VAL,P1Y,2018,73.800003,NA
CZE,20_T180,PERCENTAGE,VAL,P1Y,2013,0.2,NA
CZE,20_T180,PERCENTAGE,VAL,P1Y,2018,0.5,NA
CZE,20_T189,PERCENTAGE,VAL,P1Y,2018,0.89999998,NA
CZE,1_T001,YEARS,VAL,P1Y,2018,45.099998,NA
CZE,1_T002,YEARS,VAL,P1Y,2018,18.1,NA
CZE,2_T005,YEARS,VAL,P1Y,2018,53.099998,NA
CZE,2_T006,YEARS,VAL,P1Y,2018,12.2,NA
CZE,1_T000,PERCENTAGE,SE,P1Y,2013,0.68867666,NA
CZE,1_T000,PERCENTAGE,SE,P1Y,2018,0.72574592,NA
CZE,1_T029,PERCENTAGE,SE,P1Y,2013,0.97858876,NA
CZE,1_T029,PERCENTAGE,SE,P1Y,2018,1.0662338,NA
CZE,2_T004,PERCENTAGE,SE,P1Y,2013,3.5910692,NA
CZE,2_T004,PERCENTAGE,SE,P1Y,2018,3.3490794,NA
CZE,2_T030,PERCENTAGE,SE,P1Y,2013,2.1914337,NA
CZE,2_T030,PERCENTAGE,SE,P1Y,2018,2.6868553,NA
CZE,3_T022,PERCENTAGE,SE,P1Y,2018,0.12748329,NA
CZE,3_T023,PERCENTAGE,SE,P1Y,2018,0.21246448,NA
CZE,3_T024,PERCENTAGE,SE,P1Y,2013,0.31696433,NA
CZE,3_T024,PERCENTAGE,SE,P1Y,2018,0.27976295,NA
CZE,3_T078,PERCENTAGE,SE,P1Y,2018,0.60197145,NA
CZE,3_T079,PERCENTAGE,SE,P1Y,2018,0.8472448,NA
CZE,4_T072,PERCENTAGE,SE,P1Y,2018,1.1063929,NA
CZE,4_T073,PERCENTAGE,SE,P1Y,2018,0.66807902,NA
CZE,5_T032,PERCENTAGE,SE,P1Y,2018,0.98381108,NA
CZE,5_T033,PERCENTAGE,SE,P1Y,2018,1.1726159,NA
CZE,5_T034,PERCENTAGE,SE,P1Y,2018,2.2990611,NA
CZE,6_T035,PERCENTAGE,SE,P1Y,2018,1.5350235,NA
CZE,6_T092,PERCENTAGE,SE,P1Y,2018,2.7100122,NA
CZE,6_T094,PERCENTAGE,SE,P1Y,2018,2.9738145,NA
CZE,7_T012,PERCENTAGE,SE,P1Y,2018,0.3542048,NA
CZE,7_T105,PERCENTAGE,SE,P1Y,2018,1.2149417,NA
CZE,7_T106,PERCENTAGE,SE,P1Y,2018,1.2955922,NA
CZE,7_T107,PERCENTAGE,SE,P1Y,2018,0.90156013,NA
CZE,8_T031,PERCENTAGE,SE,P1Y,2018,0,NA
CZE,8_T036,PERCENTAGE,SE,P1Y,2018,3.9564254,NA
CZE,9_T025,PERCENTAGE,SE,P1Y,2018,1.0530468,NA
CZE,9_T026,PERCENTAGE,SE,P1Y,2018,0.8867197,NA
CZE,10_T101,PERCENTAGE,SE,P1Y,2018,0.82596344,NA
CZE,10_T102,PERCENTAGE,SE,P1Y,2018,0.5351789,NA
CZE,10_T103,PERCENTAGE,SE,P1Y,2018,0.57539773,NA
CZE,11_T096,PERCENTAGE,SE,P1Y,2018,0.41152555,NA
CZE,11_T097,PERCENTAGE,SE,P1Y,2018,1.1719321,NA
CZE,12_T053,PERCENTAGE,SE,P1Y,2018,0.92017376,NA
CZE,12_T054,PERCENTAGE,SE,P1Y,2018,0.92162329,NA
CZE,12_T055,PERCENTAGE,SE,P1Y,2018,1.0333481,NA
CZE,12_T056,PERCENTAGE,SE,P1Y,2018,0.96025795,NA
CZE,12_T058,PERCENTAGE,SE,P1Y,2018,0.80066401,NA
CZE,13_T013,PERCENTAGE,SE,P1Y,2013,0.71210194,NA
CZE,13_T013,PERCENTAGE,SE,P1Y,2018,0.62915671,NA
CZE,13_T037,PERCENTAGE,SE,P1Y,2018,3.1884773,NA
CZE,13_T038,PERCENTAGE,SE,P1Y,2018,0.95377684,NA
CZE,13_T039,PERCENTAGE,SE,P1Y,2018,0.87301457,NA
CZE,13_T040,PERCENTAGE,SE,P1Y,2018,0.93038487,NA
CZE,14_T042,PERCENTAGE,SE,P1Y,2018,1.2019644,NA
CZE,14_T043,PERCENTAGE,SE,P1Y,2013,0.44821757,NA
CZE,14_T043,PERCENTAGE,SE,P1Y,2018,0.50247878,NA
CZE,14_T044,PERCENTAGE,SE,P1Y,2018,0.61283129,NA
CZE,14_T045,PERCENTAGE,SE,P1Y,2018,0.68460882,NA
CZE,14_T046,PERCENTAGE,SE,P1Y,2018,0.56462383,NA
CZE,15_T014,PERCENTAGE,SE,P1Y,2013,0.49773112,NA
CZE,15_T014,PERCENTAGE,SE,P1Y,2018,0.81931388,NA
CZE,15_T048,PERCENTAGE,SE,P1Y,2018,3.0757022,NA
CZE,15_T049,PERCENTAGE,SE,P1Y,2018,1.1460638,NA
CZE,15_T050,PERCENTAGE,SE,P1Y,2018,0.95070517,NA
CZE,15_T051,PERCENTAGE,SE,P1Y,2018,0.86732918,NA
CZE,16_T027,PERCENTAGE,SE,P1Y,2013,0.59566557,NA
CZE,16_T027,PERCENTAGE,SE,P1Y,2018,0.76634187,NA
CZE,16_T028,PERCENTAGE,SE,P1Y,2013,0.65798396,NA
CZE,16_T028,PERCENTAGE,SE,P1Y,2018,0.67138332,NA
CZE,16_T166,PERCENTAGE,SE,P1Y,2018,1.0094348,NA
CZE,16_T167,PERCENTAGE,SE,P1Y,2018,0.93709427,NA
CZE,17_T007,PERCENTAGE,SE,P1Y,2013,2.9004087,NA
CZE,17_T007,PERCENTAGE,SE,P1Y,2018,3.1755691,NA
CZE,17_T008,PERCENTAGE,SE,P1Y,2013,1.6631008,NA
CZE,17_T008,PERCENTAGE,SE,P1Y,2018,1.3613162,NA
CZE,17_T185,PERCENTAGE,SE,P1Y,2018,3.3719327,NA
CZE,17_T186,PERCENTAGE,SE,P1Y,2018,3.229717,NA
CZE,18_T168,PERCENTAGE,SE,P1Y,2013,0.88646406,NA
CZE,18_T168,PERCENTAGE,SE,P1Y,2018,0.93210059,NA
CZE,18_T169,PERCENTAGE,SE,P1Y,2013,0.77389973,NA
CZE,18_T169,PERCENTAGE,SE,P1Y,2018,0.78523636,NA
CZE,18_T170,PERCENTAGE,SE,P1Y,2013,0.76414341,NA
CZE,18_T170,PERCENTAGE,SE,P1Y,2018,0.70581931,NA
CZE,18_T171,PERCENTAGE,SE,P1Y,2018,0.6853267,NA
CZE,18_T172,PERCENTAGE,SE,P1Y,2018,1.1982769,NA
CZE,18_T173,PERCENTAGE,SE,P1Y,2018,0.78541434,NA
CZE,19_T174,PERCENTAGE,SE,P1Y,2013,1.3893541,NA
CZE,19_T174,PERCENTAGE,SE,P1Y,2018,1.0483449,NA
CZE,19_T175,PERCENTAGE,SE,P1Y,2013,1.1594144,NA
CZE,19_T175,PERCENTAGE,SE,P1Y,2018,0.96763802,NA
CZE,19_T177,PERCENTAGE,SE,P1Y,2018,0.5942179,NA
CZE,19_T179,PERCENTAGE,SE,P1Y,2013,1.2800391,NA
CZE,19_T179,PERCENTAGE,SE,P1Y,2018,1.0168445,NA
CZE,19_T187,PERCENTAGE,SE,P1Y,2018,3.6797082,NA
CZE,19_T188,PERCENTAGE,SE,P1Y,2013,0.7150479,NA
CZE,19_T188,PERCENTAGE,SE,P1Y,2018,0.6573385,NA
CZE,20_T016,PERCENTAGE,SE,P1Y,2018,0.85875738,NA
CZE,20_T176,PERCENTAGE,SE,P1Y,2018,0.81354308,NA
CZE,20_T180,PERCENTAGE,SE,P1Y,2013,0.20729828,NA
CZE,20_T180,PERCENTAGE,SE,P1Y,2018,0.3734557,NA
CZE,20_T189,PERCENTAGE,SE,P1Y,2018,0.17603005,NA
CZE,1_T001,YEARS,SE,P1Y,2018,0.23107859,NA
CZE,1_T002,YEARS,SE,P1Y,2018,0.2431397,NA
CZE,2_T005,YEARS,SE,P1Y,2018,0.51017988,NA
CZE,2_T006,YEARS,SE,P1Y,2018,0.56079382,NA
DNK,1_T000,PERCENTAGE,VAL,P1Y,2013,59.599998,NA
DNK,1_T000,PERCENTAGE,VAL,P1Y,2018,60.099998,NA
DNK,1_T029,PERCENTAGE,VAL,P1Y,2013,35.799999,NA
DNK,1_T029,PERCENTAGE,VAL,P1Y,2018,32.700001,NA
DNK,2_T004,PERCENTAGE,VAL,P1Y,2013,32.400002,NA
DNK,2_T004,PERCENTAGE,VAL,P1Y,2018,35.400002,NA
DNK,2_T030,PERCENTAGE,VAL,P1Y,2013,19.5,NA
DNK,2_T030,PERCENTAGE,VAL,P1Y,2018,18.5,NA
DNK,3_T022,PERCENTAGE,VAL,P1Y,2018,7.5,NA
DNK,3_T023,PERCENTAGE,VAL,P1Y,2018,10.3,NA
DNK,3_T024,PERCENTAGE,VAL,P1Y,2013,84.099998,NA
DNK,3_T024,PERCENTAGE,VAL,P1Y,2018,82.099998,NA
DNK,3_T078,PERCENTAGE,VAL,P1Y,2018,50.799999,NA
DNK,3_T079,PERCENTAGE,VAL,P1Y,2018,61.099998,NA
DNK,4_T072,PERCENTAGE,VAL,P1Y,2018,28.299999,NA
DNK,4_T073,PERCENTAGE,VAL,P1Y,2018,26.5,NA
DNK,5_T032,PERCENTAGE,VAL,P1Y,2018,87.599998,NA
DNK,5_T033,PERCENTAGE,VAL,P1Y,2018,63,NA
DNK,5_T034,PERCENTAGE,VAL,P1Y,2018,15,NA
DNK,6_T035,PERCENTAGE,VAL,P1Y,2018,26.299999,NA
DNK,6_T092,PERCENTAGE,VAL,P1Y,2018,27.1,NA
DNK,6_T094,PERCENTAGE,VAL,P1Y,2018,25,NA
DNK,7_T012,PERCENTAGE,VAL,P1Y,2018,92.400002,NA
DNK,7_T105,PERCENTAGE,VAL,P1Y,2018,31.4,NA
DNK,7_T106,PERCENTAGE,VAL,P1Y,2018,35.700001,NA
DNK,7_T107,PERCENTAGE,VAL,P1Y,2018,70.900002,NA
DNK,8_T031,PERCENTAGE,VAL,P1Y,2018,98.400002,NA
DNK,8_T036,PERCENTAGE,VAL,P1Y,2018,11.1,NA
DNK,9_T025,PERCENTAGE,VAL,P1Y,2018,96.300003,NA
DNK,9_T026,PERCENTAGE,VAL,P1Y,2018,92.5,NA
DNK,10_T101,PERCENTAGE,VAL,P1Y,2018,61.900002,NA
DNK,10_T102,PERCENTAGE,VAL,P1Y,2018,94.199997,NA
DNK,10_T103,PERCENTAGE,VAL,P1Y,2018,75.699997,NA
DNK,11_T096,PERCENTAGE,VAL,P1Y,2018,98.599998,NA
DNK,11_T097,PERCENTAGE,VAL,P1Y,2018,4.5999999,NA
DNK,12_T053,PERCENTAGE,VAL,P1Y,2018,5.5999999,NA
DNK,12_T054,PERCENTAGE,VAL,P1Y,2018,22,NA
DNK,12_T055,PERCENTAGE,VAL,P1Y,2018,62.799999,NA
DNK,12_T056,PERCENTAGE,VAL,P1Y,2018,52.700001,NA
DNK,12_T058,PERCENTAGE,VAL,P1Y,2018,96.699997,NA
DNK,13_T013,PERCENTAGE,VAL,P1Y,2013,18.700001,NA
DNK,13_T013,PERCENTAGE,VAL,P1Y,2018,11.2,NA
DNK,13_T037,PERCENTAGE,VAL,P1Y,2018,12.7,NA
DNK,13_T038,PERCENTAGE,VAL,P1Y,2018,90.400002,NA
DNK,13_T039,PERCENTAGE,VAL,P1Y,2018,46.700001,NA
DNK,13_T040,PERCENTAGE,VAL,P1Y,2018,39.5,NA
DNK,14_T042,PERCENTAGE,VAL,P1Y,2018,84.900002,NA
DNK,14_T043,PERCENTAGE,VAL,P1Y,2013,6.8000002,NA
DNK,14_T043,PERCENTAGE,VAL,P1Y,2018,10.7,NA
DNK,14_T044,PERCENTAGE,VAL,P1Y,2018,20.6,NA
DNK,14_T045,PERCENTAGE,VAL,P1Y,2018,36.799999,NA
DNK,14_T046,PERCENTAGE,VAL,P1Y,2018,26.299999,NA
DNK,15_T014,PERCENTAGE,VAL,P1Y,2013,27.700001,NA
DNK,15_T014,PERCENTAGE,VAL,P1Y,2018,18.700001,NA
DNK,15_T048,PERCENTAGE,VAL,P1Y,2018,33,NA
DNK,15_T049,PERCENTAGE,VAL,P1Y,2018,33.400002,NA
DNK,15_T050,PERCENTAGE,VAL,P1Y,2018,66.599998,NA
DNK,15_T051,PERCENTAGE,VAL,P1Y,2018,44.900002,NA
DNK,16_T027,PERCENTAGE,VAL,P1Y,2013,18.4,NA
DNK,16_T027,PERCENTAGE,VAL,P1Y,2018,18.5,NA
DNK,16_T028,PERCENTAGE,VAL,P1Y,2013,92.900002,NA
DNK,16_T028,PERCENTAGE,VAL,P1Y,2018,89.199997,NA
DNK,16_T166,PERCENTAGE,VAL,P1Y,2018,68,NA
DNK,16_T167,PERCENTAGE,VAL,P1Y,2018,37.200001,NA
DNK,17_T007,PERCENTAGE,VAL,P1Y,2013,39.599998,NA
DNK,17_T007,PERCENTAGE,VAL,P1Y,2018,42.400002,NA
DNK,17_T008,PERCENTAGE,VAL,P1Y,2013,98.300003,NA
DNK,17_T008,PERCENTAGE,VAL,P1Y,2018,97.5,NA
DNK,17_T185,PERCENTAGE,VAL,P1Y,2018,56.200001,NA
DNK,17_T186,PERCENTAGE,VAL,P1Y,2018,67.400002,NA
DNK,18_T168,PERCENTAGE,VAL,P1Y,2013,95.699997,NA
DNK,18_T168,PERCENTAGE,VAL,P1Y,2018,96.800003,NA
DNK,18_T169,PERCENTAGE,VAL,P1Y,2013,3.3,NA
DNK,18_T169,PERCENTAGE,VAL,P1Y,2018,2.4000001,NA
DNK,18_T170,PERCENTAGE,VAL,P1Y,2013,11.2,NA
DNK,18_T170,PERCENTAGE,VAL,P1Y,2018,9.6000004,NA
DNK,18_T171,PERCENTAGE,VAL,P1Y,2018,14.5,NA
DNK,18_T172,PERCENTAGE,VAL,P1Y,2018,50.099998,NA
DNK,18_T173,PERCENTAGE,VAL,P1Y,2018,19.9,NA
DNK,19_T174,PERCENTAGE,VAL,P1Y,2013,81.900002,NA
DNK,19_T174,PERCENTAGE,VAL,P1Y,2018,85,NA
DNK,19_T175,PERCENTAGE,VAL,P1Y,2013,11.9,NA
DNK,19_T175,PERCENTAGE,VAL,P1Y,2018,12.5,NA
DNK,19_T177,PERCENTAGE,VAL,P1Y,2018,93.599998,NA
DNK,19_T179,PERCENTAGE,VAL,P1Y,2013,73.300003,NA
DNK,19_T179,PERCENTAGE,VAL,P1Y,2018,75.099998,NA
DNK,19_T187,PERCENTAGE,VAL,P1Y,2018,59.299999,NA
DNK,19_T188,PERCENTAGE,VAL,P1Y,2013,48.099998,NA
DNK,19_T188,PERCENTAGE,VAL,P1Y,2018,36.099998,NA
DNK,20_T016,PERCENTAGE,VAL,P1Y,2018,58.799999,NA
