COUNTRY,VARIABLE,UNIT,MEASURE,TIME_FORMAT,obsTime,obsValue,OBS_STATUS
JPN,20_T180,PERCENTAGE,SE,P1Y,2013,1.1027226,NA
JPN,20_T180,PERCENTAGE,SE,P1Y,2018,1.681532,NA
JPN,20_T189,PERCENTAGE,SE,P1Y,2018,0.41087964,NA
JPN,1_T001,YEARS,SE,P1Y,2018,0.22369073,NA
JPN,1_T002,YEARS,SE,P1Y,2018,0.23541765,NA
JPN,2_T005,YEARS,SE,P1Y,2018,0.17855743,NA
JPN,2_T006,YEARS,SE,P1Y,2018,0.23422441,NA
KAZ,1_T000,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,1_T000,PERCENTAGE,VAL,P1Y,2018,75.900002,NA
KAZ,1_T029,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,1_T029,PERCENTAGE,VAL,P1Y,2018,26.9,NA
KAZ,2_T004,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,2_T004,PERCENTAGE,VAL,P1Y,2018,53.099998,NA
KAZ,2_T030,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,2_T030,PERCENTAGE,VAL,P1Y,2018,5,NA
KAZ,3_T022,PERCENTAGE,VAL,P1Y,2018,10.2,NA
KAZ,3_T023,PERCENTAGE,VAL,P1Y,2018,10.2,NA
KAZ,3_T024,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,3_T024,PERCENTAGE,VAL,P1Y,2018,79.300003,NA
KAZ,3_T078,PERCENTAGE,VAL,P1Y,2018,61.400002,NA
KAZ,3_T079,PERCENTAGE,VAL,P1Y,2018,78.599998,NA
KAZ,4_T072,PERCENTAGE,VAL,P1Y,2018,21.6,NA
KAZ,4_T073,PERCENTAGE,VAL,P1Y,2018,18.299999,NA
KAZ,5_T032,PERCENTAGE,VAL,P1Y,2018,85.5,NA
KAZ,5_T033,PERCENTAGE,VAL,P1Y,2018,32.700001,NA
KAZ,5_T034,PERCENTAGE,VAL,P1Y,2018,59.5,NA
KAZ,6_T035,PERCENTAGE,VAL,P1Y,2018,7.6999998,NA
KAZ,6_T092,PERCENTAGE,VAL,P1Y,2018,13,NA
KAZ,6_T094,PERCENTAGE,VAL,P1Y,2018,13.4,NA
KAZ,7_T012,PERCENTAGE,VAL,P1Y,2018,98.199997,NA
KAZ,7_T105,PERCENTAGE,VAL,P1Y,2018,94,NA
KAZ,7_T106,PERCENTAGE,VAL,P1Y,2018,77.699997,NA
KAZ,7_T107,PERCENTAGE,VAL,P1Y,2018,85.800003,NA
KAZ,8_T031,PERCENTAGE,VAL,P1Y,2018,100,NA
KAZ,8_T036,PERCENTAGE,VAL,P1Y,2018,17.799999,NA
KAZ,9_T025,PERCENTAGE,VAL,P1Y,2018,85,NA
KAZ,9_T026,PERCENTAGE,VAL,P1Y,2018,84.800003,NA
KAZ,10_T101,PERCENTAGE,VAL,P1Y,2018,75.099998,NA
KAZ,10_T102,PERCENTAGE,VAL,P1Y,2018,93.900002,NA
KAZ,10_T103,PERCENTAGE,VAL,P1Y,2018,92.5,NA
KAZ,11_T096,PERCENTAGE,VAL,P1Y,2018,97.5,NA
KAZ,11_T097,PERCENTAGE,VAL,P1Y,2018,0.60000002,NA
KAZ,12_T053,PERCENTAGE,VAL,P1Y,2018,21.4,NA
KAZ,12_T054,PERCENTAGE,VAL,P1Y,2018,10.5,NA
KAZ,12_T055,PERCENTAGE,VAL,P1Y,2018,88.199997,NA
KAZ,12_T056,PERCENTAGE,VAL,P1Y,2018,83.699997,NA
KAZ,12_T058,PERCENTAGE,VAL,P1Y,2018,75.5,NA
KAZ,13_T013,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,13_T013,PERCENTAGE,VAL,P1Y,2018,30.200001,NA
KAZ,13_T037,PERCENTAGE,VAL,P1Y,2018,44.799999,NA
KAZ,13_T038,PERCENTAGE,VAL,P1Y,2018,65.699997,NA
KAZ,13_T039,PERCENTAGE,VAL,P1Y,2018,75.099998,NA
KAZ,13_T040,PERCENTAGE,VAL,P1Y,2018,68.800003,NA
KAZ,14_T042,PERCENTAGE,VAL,P1Y,2018,67.900002,NA
KAZ,14_T043,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,14_T043,PERCENTAGE,VAL,P1Y,2018,12.7,NA
KAZ,14_T044,PERCENTAGE,VAL,P1Y,2018,32.700001,NA
KAZ,14_T045,PERCENTAGE,VAL,P1Y,2018,47.700001,NA
KAZ,14_T046,PERCENTAGE,VAL,P1Y,2018,42.700001,NA
KAZ,15_T014,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,15_T014,PERCENTAGE,VAL,P1Y,2018,13.6,NA
KAZ,15_T048,PERCENTAGE,VAL,P1Y,2018,17.299999,NA
KAZ,15_T049,PERCENTAGE,VAL,P1Y,2018,4.9000001,NA
KAZ,15_T050,PERCENTAGE,VAL,P1Y,2018,75.599998,NA
KAZ,15_T051,PERCENTAGE,VAL,P1Y,2018,66.900002,NA
KAZ,16_T027,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,16_T027,PERCENTAGE,VAL,P1Y,2018,63.400002,NA
KAZ,16_T028,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,16_T028,PERCENTAGE,VAL,P1Y,2018,91.400002,NA
KAZ,16_T166,PERCENTAGE,VAL,P1Y,2018,39,NA
KAZ,16_T167,PERCENTAGE,VAL,P1Y,2018,51,NA
KAZ,17_T007,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,17_T007,PERCENTAGE,VAL,P1Y,2018,77,NA
KAZ,17_T008,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,17_T008,PERCENTAGE,VAL,P1Y,2018,95.5,NA
KAZ,17_T185,PERCENTAGE,VAL,P1Y,2018,42.799999,NA
KAZ,17_T186,PERCENTAGE,VAL,P1Y,2018,66.599998,NA
KAZ,18_T168,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,18_T168,PERCENTAGE,VAL,P1Y,2018,84.300003,NA
KAZ,18_T169,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,18_T169,PERCENTAGE,VAL,P1Y,2018,5.5999999,NA
KAZ,18_T170,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,18_T170,PERCENTAGE,VAL,P1Y,2018,15.7,NA
KAZ,18_T171,PERCENTAGE,VAL,P1Y,2018,3.3,NA
KAZ,18_T172,PERCENTAGE,VAL,P1Y,2018,36.400002,NA
KAZ,18_T173,PERCENTAGE,VAL,P1Y,2018,15,NA
KAZ,19_T174,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,19_T174,PERCENTAGE,VAL,P1Y,2018,93.400002,NA
KAZ,19_T175,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,19_T175,PERCENTAGE,VAL,P1Y,2018,31.6,NA
KAZ,19_T177,PERCENTAGE,VAL,P1Y,2018,93.300003,NA
KAZ,19_T179,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,19_T179,PERCENTAGE,VAL,P1Y,2018,85.599998,NA
KAZ,19_T187,PERCENTAGE,VAL,P1Y,2018,17,NA
KAZ,19_T188,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,19_T188,PERCENTAGE,VAL,P1Y,2018,16.6,NA
KAZ,20_T016,PERCENTAGE,VAL,P1Y,2018,89,NA
KAZ,20_T176,PERCENTAGE,VAL,P1Y,2018,89.699997,NA
KAZ,20_T180,PERCENTAGE,VAL,P1Y,2013,NA,a
KAZ,20_T180,PERCENTAGE,VAL,P1Y,2018,0.40000001,NA
KAZ,20_T189,PERCENTAGE,VAL,P1Y,2018,2.5999999,NA
KAZ,1_T001,YEARS,VAL,P1Y,2018,40.900002,NA
KAZ,1_T002,YEARS,VAL,P1Y,2018,16.700001,NA
KAZ,2_T005,YEARS,VAL,P1Y,2018,48.099998,NA
KAZ,2_T006,YEARS,VAL,P1Y,2018,9.1999998,NA
KAZ,1_T000,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,1_T000,PERCENTAGE,SE,P1Y,2018,0.61145777,NA
KAZ,1_T029,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,1_T029,PERCENTAGE,SE,P1Y,2018,0.83884025,NA
KAZ,2_T004,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,2_T004,PERCENTAGE,SE,P1Y,2018,3.8049986,NA
KAZ,2_T030,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,2_T030,PERCENTAGE,SE,P1Y,2018,1.493623,NA
KAZ,3_T022,PERCENTAGE,SE,P1Y,2018,0.20552468,NA
KAZ,3_T023,PERCENTAGE,SE,P1Y,2018,0.24288355,NA
KAZ,3_T024,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,3_T024,PERCENTAGE,SE,P1Y,2018,0.3983641,NA
KAZ,3_T078,PERCENTAGE,SE,P1Y,2018,1.1459619,NA
KAZ,3_T079,PERCENTAGE,SE,P1Y,2018,0.93650377,NA
KAZ,4_T072,PERCENTAGE,SE,P1Y,2018,0.79233813,NA
KAZ,4_T073,PERCENTAGE,SE,P1Y,2018,0.59515226,NA
KAZ,5_T032,PERCENTAGE,SE,P1Y,2018,0.78975785,NA
KAZ,5_T033,PERCENTAGE,SE,P1Y,2018,1.2158495,NA
KAZ,5_T034,PERCENTAGE,SE,P1Y,2018,2.1919539,NA
KAZ,6_T035,PERCENTAGE,SE,P1Y,2018,2.0292902,NA
KAZ,6_T092,PERCENTAGE,SE,P1Y,2018,2.2770953,NA
KAZ,6_T094,PERCENTAGE,SE,P1Y,2018,2.7249405,NA
KAZ,7_T012,PERCENTAGE,SE,P1Y,2018,0.27256101,NA
KAZ,7_T105,PERCENTAGE,SE,P1Y,2018,0.49356633,NA
KAZ,7_T106,PERCENTAGE,SE,P1Y,2018,0.85086483,NA
KAZ,7_T107,PERCENTAGE,SE,P1Y,2018,0.73837483,NA
KAZ,8_T031,PERCENTAGE,SE,P1Y,2018,0.030877735,NA
KAZ,8_T036,PERCENTAGE,SE,P1Y,2018,2.791162,NA
KAZ,9_T025,PERCENTAGE,SE,P1Y,2018,0.6660524,NA
KAZ,9_T026,PERCENTAGE,SE,P1Y,2018,0.7058863,NA
KAZ,10_T101,PERCENTAGE,SE,P1Y,2018,0.83770943,NA
KAZ,10_T102,PERCENTAGE,SE,P1Y,2018,0.43604979,NA
KAZ,10_T103,PERCENTAGE,SE,P1Y,2018,0.46709397,NA
KAZ,11_T096,PERCENTAGE,SE,P1Y,2018,0.25100973,NA
KAZ,11_T097,PERCENTAGE,SE,P1Y,2018,0.4456757,NA
KAZ,12_T053,PERCENTAGE,SE,P1Y,2018,0.89615536,NA
KAZ,12_T054,PERCENTAGE,SE,P1Y,2018,0.58725685,NA
KAZ,12_T055,PERCENTAGE,SE,P1Y,2018,0.75572968,NA
KAZ,12_T056,PERCENTAGE,SE,P1Y,2018,0.80635059,NA
KAZ,12_T058,PERCENTAGE,SE,P1Y,2018,0.86384791,NA
KAZ,13_T013,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,13_T013,PERCENTAGE,SE,P1Y,2018,0.93090737,NA
KAZ,13_T037,PERCENTAGE,SE,P1Y,2018,3.8714442,NA
KAZ,13_T038,PERCENTAGE,SE,P1Y,2018,1.240329,NA
KAZ,13_T039,PERCENTAGE,SE,P1Y,2018,1.0294614,NA
KAZ,13_T040,PERCENTAGE,SE,P1Y,2018,0.98921776,NA
KAZ,14_T042,PERCENTAGE,SE,P1Y,2018,1.5626454,NA
KAZ,14_T043,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,14_T043,PERCENTAGE,SE,P1Y,2018,0.50429732,NA
KAZ,14_T044,PERCENTAGE,SE,P1Y,2018,1.0976793,NA
KAZ,14_T045,PERCENTAGE,SE,P1Y,2018,1.1604402,NA
KAZ,14_T046,PERCENTAGE,SE,P1Y,2018,1.0296746,NA
KAZ,15_T014,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,15_T014,PERCENTAGE,SE,P1Y,2018,0.62264215999999994,NA
KAZ,15_T048,PERCENTAGE,SE,P1Y,2018,3.3597481,NA
KAZ,15_T049,PERCENTAGE,SE,P1Y,2018,0.40290144,NA
KAZ,15_T050,PERCENTAGE,SE,P1Y,2018,0.96041554,NA
KAZ,15_T051,PERCENTAGE,SE,P1Y,2018,1.039811,NA
KAZ,16_T027,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,16_T027,PERCENTAGE,SE,P1Y,2018,1.0645173000000001,NA
KAZ,16_T028,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,16_T028,PERCENTAGE,SE,P1Y,2018,0.53581822,NA
KAZ,16_T166,PERCENTAGE,SE,P1Y,2018,1.3115937,NA
KAZ,16_T167,PERCENTAGE,SE,P1Y,2018,1.2394452,NA
KAZ,17_T007,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,17_T007,PERCENTAGE,SE,P1Y,2018,2.938077,NA
KAZ,17_T008,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,17_T008,PERCENTAGE,SE,P1Y,2018,1.7715287,NA
KAZ,17_T185,PERCENTAGE,SE,P1Y,2018,3.5828116,NA
KAZ,17_T186,PERCENTAGE,SE,P1Y,2018,3.4815698,NA
KAZ,18_T168,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,18_T168,PERCENTAGE,SE,P1Y,2018,0.90802395,NA
KAZ,18_T169,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,18_T169,PERCENTAGE,SE,P1Y,2018,0.48152259,NA
KAZ,18_T170,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,18_T170,PERCENTAGE,SE,P1Y,2018,0.74442625,NA
KAZ,18_T171,PERCENTAGE,SE,P1Y,2018,0.32328501,NA
KAZ,18_T172,PERCENTAGE,SE,P1Y,2018,1.0813,NA
KAZ,18_T173,PERCENTAGE,SE,P1Y,2018,0.81592023,NA
KAZ,19_T174,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,19_T174,PERCENTAGE,SE,P1Y,2018,0.48340961,NA
KAZ,19_T175,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,19_T175,PERCENTAGE,SE,P1Y,2018,1.0724432,NA
KAZ,19_T177,PERCENTAGE,SE,P1Y,2018,0.48508039,NA
KAZ,19_T179,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,19_T179,PERCENTAGE,SE,P1Y,2018,0.7842409,NA
KAZ,19_T187,PERCENTAGE,SE,P1Y,2018,3.0467887,NA
KAZ,19_T188,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,19_T188,PERCENTAGE,SE,P1Y,2018,0.84898126,NA
KAZ,20_T016,PERCENTAGE,SE,P1Y,2018,0.57590431,NA
KAZ,20_T176,PERCENTAGE,SE,P1Y,2018,0.57199657,NA
KAZ,20_T180,PERCENTAGE,SE,P1Y,2013,NA,a
KAZ,20_T180,PERCENTAGE,SE,P1Y,2018,0.37098074,NA
KAZ,20_T189,PERCENTAGE,SE,P1Y,2018,0.29435748,NA
KAZ,1_T001,YEARS,SE,P1Y,2018,0.21333921,NA
KAZ,1_T002,YEARS,SE,P1Y,2018,0.23527129,NA
KAZ,2_T005,YEARS,SE,P1Y,2018,0.66040277,NA
KAZ,2_T006,YEARS,SE,P1Y,2018,0.67091209,NA
KOR,1_T000,PERCENTAGE,VAL,P1Y,2013,68.199997,NA
KOR,1_T000,PERCENTAGE,VAL,P1Y,2018,67.300003,NA
KOR,1_T029,PERCENTAGE,VAL,P1Y,2013,27.299999,NA
KOR,1_T029,PERCENTAGE,VAL,P1Y,2018,33.599998,NA
KOR,2_T004,PERCENTAGE,VAL,P1Y,2013,13.3,NA
KOR,2_T004,PERCENTAGE,VAL,P1Y,2018,19.6,NA
KOR,2_T030,PERCENTAGE,VAL,P1Y,2013,45.599998,NA
KOR,2_T030,PERCENTAGE,VAL,P1Y,2018,43.700001,NA
KOR,3_T022,PERCENTAGE,VAL,P1Y,2018,9,NA
KOR,3_T023,PERCENTAGE,VAL,P1Y,2018,14.2,NA
KOR,3_T024,PERCENTAGE,VAL,P1Y,2013,76.900002,NA
KOR,3_T024,PERCENTAGE,VAL,P1Y,2018,76,NA
KOR,3_T078,PERCENTAGE,VAL,P1Y,2018,38.099998,NA
KOR,3_T079,PERCENTAGE,VAL,P1Y,2018,44.799999,NA
KOR,4_T072,PERCENTAGE,VAL,P1Y,2018,28.1,NA
KOR,4_T073,PERCENTAGE,VAL,P1Y,2018,15.8,NA
KOR,5_T032,PERCENTAGE,VAL,P1Y,2018,89.900002,NA
KOR,5_T033,PERCENTAGE,VAL,P1Y,2018,74,NA
KOR,5_T034,PERCENTAGE,VAL,P1Y,2018,16.299999,NA
KOR,6_T035,PERCENTAGE,VAL,P1Y,2018,1.5,NA
KOR,6_T092,PERCENTAGE,VAL,P1Y,2018,48.299999,NA
KOR,6_T094,PERCENTAGE,VAL,P1Y,2018,61.900002,NA
KOR,7_T012,PERCENTAGE,VAL,P1Y,2018,97.800003,NA
KOR,7_T105,PERCENTAGE,VAL,P1Y,2018,75.699997,NA
KOR,7_T106,PERCENTAGE,VAL,P1Y,2018,68.199997,NA
KOR,7_T107,PERCENTAGE,VAL,P1Y,2018,86.800003,NA
KOR,8_T031,PERCENTAGE,VAL,P1Y,2018,99.300003,NA
KOR,8_T036,PERCENTAGE,VAL,P1Y,2018,2.3,NA
KOR,9_T025,PERCENTAGE,VAL,P1Y,2018,87.400002,NA
KOR,9_T026,PERCENTAGE,VAL,P1Y,2018,76.099998,NA
KOR,10_T101,PERCENTAGE,VAL,P1Y,2018,80.099998,NA
KOR,10_T102,PERCENTAGE,VAL,P1Y,2018,88.400002,NA
KOR,10_T103,PERCENTAGE,VAL,P1Y,2018,79.699997,NA
KOR,11_T096,PERCENTAGE,VAL,P1Y,2018,94.300003,NA
KOR,11_T097,PERCENTAGE,VAL,P1Y,2018,0.40000001,NA
KOR,12_T053,PERCENTAGE,VAL,P1Y,2018,27.799999,NA
KOR,12_T054,PERCENTAGE,VAL,P1Y,2018,38.5,NA
KOR,12_T055,PERCENTAGE,VAL,P1Y,2018,65.900002,NA
KOR,12_T056,PERCENTAGE,VAL,P1Y,2018,56.400002,NA
KOR,12_T058,PERCENTAGE,VAL,P1Y,2018,82.199997,NA
KOR,13_T013,PERCENTAGE,VAL,P1Y,2013,24.9,NA
KOR,13_T013,PERCENTAGE,VAL,P1Y,2018,21,NA
KOR,13_T037,PERCENTAGE,VAL,P1Y,2018,24.299999,NA
KOR,13_T038,PERCENTAGE,VAL,P1Y,2018,29.6,NA
KOR,13_T039,PERCENTAGE,VAL,P1Y,2018,59,NA
KOR,13_T040,PERCENTAGE,VAL,P1Y,2018,48,NA
KOR,14_T042,PERCENTAGE,VAL,P1Y,2018,30.9,NA
KOR,14_T043,PERCENTAGE,VAL,P1Y,2013,18.9,NA
KOR,14_T043,PERCENTAGE,VAL,P1Y,2018,14.5,NA
KOR,14_T044,PERCENTAGE,VAL,P1Y,2018,3.7,NA
KOR,14_T045,PERCENTAGE,VAL,P1Y,2018,28.799999,NA
KOR,14_T046,PERCENTAGE,VAL,P1Y,2018,24.4,NA
KOR,15_T014,PERCENTAGE,VAL,P1Y,2013,36,NA
KOR,15_T014,PERCENTAGE,VAL,P1Y,2018,13.5,NA
KOR,15_T048,PERCENTAGE,VAL,P1Y,2018,20.1,NA
KOR,15_T049,PERCENTAGE,VAL,P1Y,2018,5.9000001,NA
KOR,15_T050,PERCENTAGE,VAL,P1Y,2018,64.300003,NA
KOR,15_T051,PERCENTAGE,VAL,P1Y,2018,49.599998,NA
KOR,16_T027,PERCENTAGE,VAL,P1Y,2013,66.5,NA
KOR,16_T027,PERCENTAGE,VAL,P1Y,2018,67,NA
KOR,16_T028,PERCENTAGE,VAL,P1Y,2013,86.599998,NA
KOR,16_T028,PERCENTAGE,VAL,P1Y,2018,89.099998,NA
KOR,16_T166,PERCENTAGE,VAL,P1Y,2018,48.799999,NA
KOR,16_T167,PERCENTAGE,VAL,P1Y,2018,53.700001,NA
KOR,17_T007,PERCENTAGE,VAL,P1Y,2013,89.599998,NA
KOR,17_T007,PERCENTAGE,VAL,P1Y,2018,68.699997,NA
KOR,17_T008,PERCENTAGE,VAL,P1Y,2013,96.800003,NA
KOR,17_T008,PERCENTAGE,VAL,P1Y,2018,96.199997,NA
KOR,17_T185,PERCENTAGE,VAL,P1Y,2018,59,NA
KOR,17_T186,PERCENTAGE,VAL,P1Y,2018,62.5,NA
KOR,18_T168,PERCENTAGE,VAL,P1Y,2013,82.599998,NA
KOR,18_T168,PERCENTAGE,VAL,P1Y,2018,88.099998,NA
KOR,18_T169,PERCENTAGE,VAL,P1Y,2013,5.4000001,NA
KOR,18_T169,PERCENTAGE,VAL,P1Y,2018,6.1999998,NA
KOR,18_T170,PERCENTAGE,VAL,P1Y,2013,31.200001,NA
KOR,18_T170,PERCENTAGE,VAL,P1Y,2018,35.099998,NA
KOR,18_T171,PERCENTAGE,VAL,P1Y,2018,17.9,NA
KOR,18_T172,PERCENTAGE,VAL,P1Y,2018,48.700001,NA
KOR,18_T173,PERCENTAGE,VAL,P1Y,2018,7.0999999,NA
KOR,19_T174,PERCENTAGE,VAL,P1Y,2013,73.400002,NA
KOR,19_T174,PERCENTAGE,VAL,P1Y,2018,78.699997,NA
KOR,19_T175,PERCENTAGE,VAL,P1Y,2013,8.3999996,NA
KOR,19_T175,PERCENTAGE,VAL,P1Y,2018,12.8,NA
KOR,19_T177,PERCENTAGE,VAL,P1Y,2018,96.199997,NA
KOR,19_T179,PERCENTAGE,VAL,P1Y,2013,64.099998,NA
KOR,19_T179,PERCENTAGE,VAL,P1Y,2018,76,NA
KOR,19_T187,PERCENTAGE,VAL,P1Y,2018,26.1,NA
KOR,19_T188,PERCENTAGE,VAL,P1Y,2013,15.8,NA
KOR,19_T188,PERCENTAGE,VAL,P1Y,2018,18.700001,NA
KOR,20_T016,PERCENTAGE,VAL,P1Y,2018,77.599998,NA
KOR,20_T176,PERCENTAGE,VAL,P1Y,2018,74.900002,NA
KOR,20_T180,PERCENTAGE,VAL,P1Y,2013,0,NA
KOR,20_T180,PERCENTAGE,VAL,P1Y,2018,0.69999999,NA
KOR,20_T189,PERCENTAGE,VAL,P1Y,2018,4.5999999,NA
KOR,1_T001,YEARS,VAL,P1Y,2018,43.400002,NA
KOR,1_T002,YEARS,VAL,P1Y,2018,16.4,NA
KOR,2_T005,YEARS,VAL,P1Y,2018,58.700001,NA
KOR,2_T006,YEARS,VAL,P1Y,2018,3.4000001,NA
KOR,1_T000,PERCENTAGE,SE,P1Y,2013,1.0698178,NA
KOR,1_T000,PERCENTAGE,SE,P1Y,2018,1.0561626,NA
KOR,1_T029,PERCENTAGE,SE,P1Y,2013,1.2896638,NA
KOR,1_T029,PERCENTAGE,SE,P1Y,2018,1.1280483,NA
KOR,2_T004,PERCENTAGE,SE,P1Y,2013,2.2462947,NA
KOR,2_T004,PERCENTAGE,SE,P1Y,2018,2.6149633,NA
KOR,2_T030,PERCENTAGE,SE,P1Y,2013,4.2469721,NA
KOR,2_T030,PERCENTAGE,SE,P1Y,2018,4.7749796,NA
KOR,3_T022,PERCENTAGE,SE,P1Y,2018,0.23951854,NA
KOR,3_T023,PERCENTAGE,SE,P1Y,2018,0.29802382,NA
KOR,3_T024,PERCENTAGE,SE,P1Y,2013,0.42865998,NA
KOR,3_T024,PERCENTAGE,SE,P1Y,2018,0.46183887,NA
KOR,3_T078,PERCENTAGE,SE,P1Y,2018,0.99155688,NA
KOR,3_T079,PERCENTAGE,SE,P1Y,2018,1.13562,NA
KOR,4_T072,PERCENTAGE,SE,P1Y,2018,1.8673946,NA
KOR,4_T073,PERCENTAGE,SE,P1Y,2018,0.69232965,NA
KOR,5_T032,PERCENTAGE,SE,P1Y,2018,0.71669573,NA
KOR,5_T033,PERCENTAGE,SE,P1Y,2018,1.0863787,NA
KOR,5_T034,PERCENTAGE,SE,P1Y,2018,1.8276604,NA
KOR,6_T035,PERCENTAGE,SE,P1Y,2018,1.4946551,NA
KOR,6_T092,PERCENTAGE,SE,P1Y,2018,4.4947648,NA
KOR,6_T094,PERCENTAGE,SE,P1Y,2018,4.762331,NA
KOR,7_T012,PERCENTAGE,SE,P1Y,2018,0.27925631,NA
KOR,7_T105,PERCENTAGE,SE,P1Y,2018,0.91437608,NA
KOR,7_T106,PERCENTAGE,SE,P1Y,2018,1.1494312,NA
KOR,7_T107,PERCENTAGE,SE,P1Y,2018,0.62288392,NA
KOR,8_T031,PERCENTAGE,SE,P1Y,2018,0.68424553,NA
KOR,8_T036,PERCENTAGE,SE,P1Y,2018,1.600806,NA
KOR,9_T025,PERCENTAGE,SE,P1Y,2018,0.7556811,NA
KOR,9_T026,PERCENTAGE,SE,P1Y,2018,1.0537642,NA
KOR,10_T101,PERCENTAGE,SE,P1Y,2018,0.69821084,NA
KOR,10_T102,PERCENTAGE,SE,P1Y,2018,0.61669707,NA
KOR,10_T103,PERCENTAGE,SE,P1Y,2018,0.87227684,NA
KOR,11_T096,PERCENTAGE,SE,P1Y,2018,0.72171271,NA
KOR,11_T097,PERCENTAGE,SE,P1Y,2018,0.35048661,NA
KOR,12_T053,PERCENTAGE,SE,P1Y,2018,0.97784144,NA
KOR,12_T054,PERCENTAGE,SE,P1Y,2018,1.6298876,NA
KOR,12_T055,PERCENTAGE,SE,P1Y,2018,0.94439787,NA
KOR,12_T056,PERCENTAGE,SE,P1Y,2018,1.131312,NA
KOR,12_T058,PERCENTAGE,SE,P1Y,2018,0.78818047,NA
KOR,13_T013,PERCENTAGE,SE,P1Y,2013,1.0639868,NA
KOR,13_T013,PERCENTAGE,SE,P1Y,2018,0.78825092,NA
KOR,13_T037,PERCENTAGE,SE,P1Y,2018,3.8268874,NA
KOR,13_T038,PERCENTAGE,SE,P1Y,2018,1.0874114,NA
KOR,13_T039,PERCENTAGE,SE,P1Y,2018,1.0534508,NA
KOR,13_T040,PERCENTAGE,SE,P1Y,2018,1.3222941,NA
KOR,14_T042,PERCENTAGE,SE,P1Y,2018,2.0579593,NA
KOR,14_T043,PERCENTAGE,SE,P1Y,2013,0.88437253,NA
KOR,14_T043,PERCENTAGE,SE,P1Y,2018,0.87348276,NA
KOR,14_T044,PERCENTAGE,SE,P1Y,2018,0.41835809,NA
KOR,14_T045,PERCENTAGE,SE,P1Y,2018,0.93747771,NA
KOR,14_T046,PERCENTAGE,SE,P1Y,2018,0.99266779,NA
KOR,15_T014,PERCENTAGE,SE,P1Y,2013,1.0451199,NA
KOR,15_T014,PERCENTAGE,SE,P1Y,2018,0.78728098,NA
KOR,15_T048,PERCENTAGE,SE,P1Y,2018,3.3538866,NA
KOR,15_T049,PERCENTAGE,SE,P1Y,2018,0.55933279,NA
KOR,15_T050,PERCENTAGE,SE,P1Y,2018,0.90785664,NA
KOR,15_T051,PERCENTAGE,SE,P1Y,2018,0.97165149,NA
KOR,16_T027,PERCENTAGE,SE,P1Y,2013,1.059785,NA
KOR,16_T027,PERCENTAGE,SE,P1Y,2018,1.1882738,NA
KOR,16_T028,PERCENTAGE,SE,P1Y,2013,0.82059211,NA
KOR,16_T028,PERCENTAGE,SE,P1Y,2018,0.78681588,NA
KOR,16_T166,PERCENTAGE,SE,P1Y,2018,1.1801335,NA
KOR,16_T167,PERCENTAGE,SE,P1Y,2018,0.94211912,NA
KOR,17_T007,PERCENTAGE,SE,P1Y,2013,2.0133314,NA
KOR,17_T007,PERCENTAGE,SE,P1Y,2018,4.3461137,NA
KOR,17_T008,PERCENTAGE,SE,P1Y,2013,1.3814888,NA
KOR,17_T008,PERCENTAGE,SE,P1Y,2018,1.9486212,NA
