COU,SEX,IND,TIME_FORMAT,UNIT,POWERCODE,obsTime,obsValue
CZE,TOTAL,FAM8A,P1Y,PC,0,2006,59.1
CZE,TOTAL,FAM8A,P1Y,PC,0,2007,57.7
CZE,TOTAL,FAM8A,P1Y,PC,0,2008,57.6
CZE,TOTAL,FAM8A,P1Y,PC,0,2009,56.8
CZE,TOTAL,FAM8A,P1Y,PC,0,2010,57.3
CZE,TOTAL,FAM8A,P1Y,PC,0,2011,58.8
CZE,TOTAL,FAM8A,P1Y,PC,0,2012,59.2
CZE,TOTAL,FAM8A,P1Y,PC,0,2013,60.6
CZE,TOTAL,FAM8A,P1Y,PC,0,2014,61.6
NLD,TOTAL,FAM19C,P1Y,PC,0,2004,8.9
NLD,TOTAL,FAM19C,P1Y,PC,0,2005,8.1
NLD,TOTAL,FAM19C,P1Y,PC,0,2006,6
NLD,TOTAL,FAM19C,P1Y,PC,0,2007,6.9
NLD,TOTAL,FAM19C,P1Y,PC,0,2008,5.6
NLD,TOTAL,FAM19C,P1Y,PC,0,2009,7.9
NLD,TOTAL,FAM19C,P1Y,PC,0,2010,7.4
NLD,TOTAL,FAM19C,P1Y,PC,0,2011,6.9
NLD,TOTAL,FAM19C,P1Y,PC,0,2012,7.1
NLD,TOTAL,FAM19C,P1Y,PC,0,2013,9.5
NLD,TOTAL,FAM19C,P1Y,PC,0,2014,10.4
NLD,TOTAL,FAM19C,P1Y,PC,0,2015,8.8
NLD,TOTAL,FAM19C,P1Y,PC,0,2016,8.5
NLD,TOTAL,FAM19C,P1Y,PC,0,2017,7.7
NLD,TOTAL,FAM19C,P1Y,PC,0,2018,7.7
CYP,TOTAL,FAM10B,P1Y,PC,0,2004,7.6
CYP,TOTAL,FAM10B,P1Y,PC,0,2005,6.1
CYP,TOTAL,FAM10B,P1Y,PC,0,2006,8.1
CYP,TOTAL,FAM10B,P1Y,PC,0,2007,7.5
CYP,TOTAL,FAM10B,P1Y,PC,0,2008,11.9
CYP,TOTAL,FAM10B,P1Y,PC,0,2009,14
CYP,TOTAL,FAM10B,P1Y,PC,0,2010,10.6
CYP,TOTAL,FAM10B,P1Y,PC,0,2011,6
CYP,TOTAL,FAM10B,P1Y,PC,0,2012,6.4
CYP,TOTAL,FAM10B,P1Y,PC,0,2013,11.9
CYP,TOTAL,FAM10B,P1Y,PC,0,2014,12.1
CYP,TOTAL,FAM10B,P1Y,PC,0,2015,13.1
CYP,TOTAL,FAM10B,P1Y,PC,0,2016,11.4
CYP,TOTAL,FAM10B,P1Y,PC,0,2017,5.4
CYP,TOTAL,FAM10B,P1Y,PC,0,2018,10.1
SVN,TOTAL,FAM19C,P1Y,PC,0,2004,11.2
SVN,TOTAL,FAM19C,P1Y,PC,0,2005,13
SVN,TOTAL,FAM19C,P1Y,PC,0,2006,13.7
SVN,TOTAL,FAM19C,P1Y,PC,0,2007,10.4
SVN,TOTAL,FAM19C,P1Y,PC,0,2008,10.3
SVN,TOTAL,FAM19C,P1Y,PC,0,2009,11.4
SVN,TOTAL,FAM19C,P1Y,PC,0,2010,9.3
SVN,TOTAL,FAM19C,P1Y,PC,0,2011,11.3
SVN,TOTAL,FAM19C,P1Y,PC,0,2012,11.4
SVN,TOTAL,FAM19C,P1Y,PC,0,2013,13.7
SVN,TOTAL,FAM19C,P1Y,PC,0,2014,13.4
SVN,TOTAL,FAM19C,P1Y,PC,0,2015,17.2
SVN,TOTAL,FAM19C,P1Y,PC,0,2016,12.1
SVN,TOTAL,FAM19C,P1Y,PC,0,2017,10.5
SVN,TOTAL,FAM19C,P1Y,PC,0,2018,12
AUT,TOTAL,FAM2,P1Y,YR,0,2004,28.8
AUT,TOTAL,FAM2,P1Y,YR,0,2005,29
AUT,TOTAL,FAM2,P1Y,YR,0,2006,29.2
AUT,TOTAL,FAM2,P1Y,YR,0,2007,29.4
AUT,TOTAL,FAM2,P1Y,YR,0,2008,29.5
AUT,TOTAL,FAM2,P1Y,YR,0,2009,29.7
AUT,TOTAL,FAM2,P1Y,YR,0,2010,29.8
AUT,TOTAL,FAM2,P1Y,YR,0,2011,30
AUT,TOTAL,FAM2,P1Y,YR,0,2012,30.2
AUT,TOTAL,FAM2,P1Y,YR,0,2013,30.3
AUT,TOTAL,FAM2,P1Y,YR,0,2014,30.4
AUT,TOTAL,FAM2,P1Y,YR,0,2015,30.6
AUT,TOTAL,FAM2,P1Y,YR,0,2016,30.6
AUT,TOTAL,FAM2,P1Y,YR,0,2017,30.7
PRT,TOTAL,FAM10B,P1Y,PC,0,2004,10.2
PRT,TOTAL,FAM10B,P1Y,PC,0,2005,7.8
PRT,TOTAL,FAM10B,P1Y,PC,0,2006,7.1
PRT,TOTAL,FAM10B,P1Y,PC,0,2007,7.7
PRT,TOTAL,FAM10B,P1Y,PC,0,2008,7.6
PRT,TOTAL,FAM10B,P1Y,PC,0,2009,4.3
PRT,TOTAL,FAM10B,P1Y,PC,0,2010,4.8
PRT,TOTAL,FAM10B,P1Y,PC,0,2011,7.4
PRT,TOTAL,FAM10B,P1Y,PC,0,2012,7.2
PRT,TOTAL,FAM10B,P1Y,PC,0,2013,7.6
PRT,TOTAL,FAM10B,P1Y,PC,0,2014,6.3
PRT,TOTAL,FAM10B,P1Y,PC,0,2015,6.1
PRT,TOTAL,FAM10B,P1Y,PC,0,2016,6.1
PRT,TOTAL,FAM10B,P1Y,PC,0,2017,5.1
PRT,TOTAL,FAM10B,P1Y,PC,0,2018,6.3
FIN,TOTAL,FAM6A,P1Y,PC_PNT,0,2004,4.5
FIN,TOTAL,FAM6A,P1Y,PC_PNT,0,2005,4
FIN,TOTAL,FAM6A,P1Y,PC_PNT,0,2006,4.5
FIN,TOTAL,FAM6A,P1Y,PC_PNT,0,2007,3.9
FIN,TOTAL,FAM6A,P1Y,PC_PNT,0,2008,4.4
FIN,TOTAL,FAM6A,P1Y,PC_PNT,0,2009,2
FIN,TOTAL,FAM6A,P1Y,PC_PNT,0,2010,2.8
FIN,TOTAL,FAM6A,P1Y,PC_PNT,0,2011,3.4
FIN,TOTAL,FAM6A,P1Y,PC_PNT,0,2012,2.7
FIN,TOTAL,FAM6A,P1Y,PC_PNT,0,2013,2.4
FIN,TOTAL,FAM6A,P1Y,PC_PNT,0,2014,1.9
FIN,TOTAL,FAM6A,P1Y,PC_PNT,0,2015,2
FIN,TOTAL,FAM6A,P1Y,PC_PNT,0,2016,3.2
FIN,TOTAL,FAM6A,P1Y,PC_PNT,0,2017,3.1
FIN,TOTAL,FAM6A,P1Y,PC_PNT,0,2018,3.1
ITA,TOTAL,FAM10B,P1Y,PC,0,2004,20.3
ITA,TOTAL,FAM10B,P1Y,PC,0,2005,23.5
ITA,TOTAL,FAM10B,P1Y,PC,0,2006,23.1
ITA,TOTAL,FAM10B,P1Y,PC,0,2007,22.1
ITA,TOTAL,FAM10B,P1Y,PC,0,2008,20.4
ITA,TOTAL,FAM10B,P1Y,PC,0,2009,20.4
ITA,TOTAL,FAM10B,P1Y,PC,0,2010,22.3
ITA,TOTAL,FAM10B,P1Y,PC,0,2011,22.3
ITA,TOTAL,FAM10B,P1Y,PC,0,2012,23.6
ITA,TOTAL,FAM10B,P1Y,PC,0,2013,23.1
ITA,TOTAL,FAM10B,P1Y,PC,0,2014,22.8
ITA,TOTAL,FAM10B,P1Y,PC,0,2015,21.8
ITA,TOTAL,FAM10B,P1Y,PC,0,2016,23.3
ITA,TOTAL,FAM10B,P1Y,PC,0,2017,23.6
ITA,TOTAL,FAM10B,P1Y,PC,0,2018,22.9
HUN,TOTAL,FAM9A,P1Y,PC,0,2004,38.4
HUN,TOTAL,FAM9A,P1Y,PC,0,2005,36.8
HUN,TOTAL,FAM9A,P1Y,PC,0,2006,38.7
HUN,TOTAL,FAM9A,P1Y,PC,0,2007,38.3
HUN,TOTAL,FAM9A,P1Y,PC,0,2008,38.3
HUN,TOTAL,FAM9A,P1Y,PC,0,2009,36.8
HUN,TOTAL,FAM9A,P1Y,PC,0,2010,36.9
HUN,TOTAL,FAM9A,P1Y,PC,0,2011,36.6
HUN,TOTAL,FAM9A,P1Y,PC,0,2012,38
HUN,TOTAL,FAM9A,P1Y,PC,0,2013,40.1
HUN,TOTAL,FAM9A,P1Y,PC,0,2014,45.2
HUN,TOTAL,FAM9A,P1Y,PC,0,2015,46.1
HUN,TOTAL,FAM9A,P1Y,PC,0,2016,47.2
HUN,TOTAL,FAM9A,P1Y,PC,0,2017,49.9
HUN,TOTAL,FAM9A,P1Y,PC,0,2018,50.1
LUX,TOTAL,FAM19A,P1Y,PC,0,2004,8.7
LUX,TOTAL,FAM19A,P1Y,PC,0,2005,7.3
LUX,TOTAL,FAM19A,P1Y,PC,0,2006,8.6
LUX,TOTAL,FAM19A,P1Y,PC,0,2007,8.9
LUX,TOTAL,FAM19A,P1Y,PC,0,2008,8.5
LUX,TOTAL,FAM19A,P1Y,PC,0,2009,7.9
LUX,TOTAL,FAM19A,P1Y,PC,0,2010,7.1
LUX,TOTAL,FAM19A,P1Y,PC,0,2011,7.2
LUX,TOTAL,FAM19A,P1Y,PC,0,2012,8.2
LUX,TOTAL,FAM19A,P1Y,PC,0,2013,6.1
LUX,TOTAL,FAM19A,P1Y,PC,0,2014,8.2
LUX,TOTAL,FAM19A,P1Y,PC,0,2015,8.4
LUX,TOTAL,FAM19A,P1Y,PC,0,2017,7.7
LUX,TOTAL,FAM19A,P1Y,PC,0,2018,8.4
GBR,TOTAL,FAM11B,P1Y,PC,0,2004,2
GBR,TOTAL,FAM11B,P1Y,PC,0,2005,1.9
GBR,TOTAL,FAM11B,P1Y,PC,0,2006,1.9
GBR,TOTAL,FAM11B,P1Y,PC,0,2007,2
GBR,TOTAL,FAM11B,P1Y,PC,0,2008,2.3
GBR,TOTAL,FAM11B,P1Y,PC,0,2009,2.5
GBR,TOTAL,FAM11B,P1Y,PC,0,2010,2.6
GBR,TOTAL,FAM11B,P1Y,PC,0,2011,2.5
GBR,TOTAL,FAM11B,P1Y,PC,0,2012,2.5
GBR,TOTAL,FAM11B,P1Y,PC,0,2013,2.4
GBR,TOTAL,FAM11B,P1Y,PC,0,2014,2.3
GBR,TOTAL,FAM11B,P1Y,PC,0,2015,2.2
KOR,TOTAL,FAM6A,P1Y,PC_PNT,0,2004,23
KOR,TOTAL,FAM6A,P1Y,PC_PNT,0,2005,22.4
KOR,TOTAL,FAM6A,P1Y,PC_PNT,0,2006,21.6
KOR,TOTAL,FAM6A,P1Y,PC_PNT,0,2007,21.5
KOR,TOTAL,FAM6A,P1Y,PC_PNT,0,2008,21.3
KOR,TOTAL,FAM6A,P1Y,PC_PNT,0,2009,21.4
KOR,TOTAL,FAM6A,P1Y,PC_PNT,0,2010,21.3
KOR,TOTAL,FAM6A,P1Y,PC_PNT,0,2011,21.5
KOR,TOTAL,FAM6A,P1Y,PC_PNT,0,2012,21.5
KOR,TOTAL,FAM6A,P1Y,PC_PNT,0,2013,21.2
KOR,TOTAL,FAM6A,P1Y,PC_PNT,0,2014,21
KOR,TOTAL,FAM6A,P1Y,PC_PNT,0,2015,20.2
KOR,TOTAL,FAM6A,P1Y,PC_PNT,0,2016,19.7
KOR,TOTAL,FAM6A,P1Y,PC_PNT,0,2017,19.4
KOR,TOTAL,FAM6A,P1Y,PC_PNT,0,2018,18.8
ISR,TOTAL,FAM8C,P1Y,PC,0,2012,75.8
ISR,TOTAL,FAM8C,P1Y,PC,0,2013,75.2
ISR,TOTAL,FAM8C,P1Y,PC,0,2014,76
LUX,TOTAL,FAM9B,P1Y,PC,0,2004,45.3
LUX,TOTAL,FAM9B,P1Y,PC,0,2005,42.1
LUX,TOTAL,FAM9B,P1Y,PC,0,2006,40.7
LUX,TOTAL,FAM9B,P1Y,PC,0,2007,39.5
LUX,TOTAL,FAM9B,P1Y,PC,0,2008,39.6
LUX,TOTAL,FAM9B,P1Y,PC,0,2009,36.4
LUX,TOTAL,FAM9B,P1Y,PC,0,2010,36.1
LUX,TOTAL,FAM9B,P1Y,PC,0,2011,36
LUX,TOTAL,FAM9B,P1Y,PC,0,2012,33.6
LUX,TOTAL,FAM9B,P1Y,PC,0,2013,32.1
LUX,TOTAL,FAM9B,P1Y,PC,0,2014,29.6
LUX,TOTAL,FAM9B,P1Y,PC,0,2015,42.3
LUX,TOTAL,FAM9B,P1Y,PC,0,2016,28.8
LUX,TOTAL,FAM9B,P1Y,PC,0,2017,27
LUX,TOTAL,FAM9B,P1Y,PC,0,2018,29.6
ESP,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2004,3.9
ESP,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2005,3.7
ESP,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2006,3.5
ESP,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2007,3.4
ESP,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2008,3.3
ESP,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2009,3.2
ESP,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2010,3.2
ESP,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2011,3.1
ESP,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2012,3.1
ESP,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2013,2.7
ESP,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2014,2.8
ESP,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2015,2.7
ESP,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2016,2.7
ESP,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2017,2.7
ESP,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2018,2.7
ITA,TOTAL,FAM20,P1Y,CHLD,0,2004,7.2
ITA,TOTAL,FAM20,P1Y,CHLD,0,2005,7
ITA,TOTAL,FAM20,P1Y,CHLD,0,2006,6.8
ITA,TOTAL,FAM20,P1Y,CHLD,0,2007,6.8
ITA,TOTAL,FAM20,P1Y,CHLD,0,2008,7.2
ITA,TOTAL,FAM20,P1Y,CHLD,0,2009,6.9
ITA,TOTAL,FAM20,P1Y,CHLD,0,2010,6.7
ITA,TOTAL,FAM20,P1Y,CHLD,0,2011,6.5
ITA,TOTAL,FAM20,P1Y,CHLD,0,2012,6.4
ITA,TOTAL,FAM20,P1Y,CHLD,0,2013,5.9
ITA,TOTAL,FAM20,P1Y,CHLD,0,2014,5.6
ITA,TOTAL,FAM20,P1Y,CHLD,0,2015,5.1
ITA,TOTAL,FAM20,P1Y,CHLD,0,2016,4.8
ITA,TOTAL,FAM20,P1Y,CHLD,0,2017,4.3
MLT,TOTAL,FAM10C,P1Y,PC,0,2014,52.2
MLT,TOTAL,FAM10C,P1Y,PC,0,2015,51.7
MLT,TOTAL,FAM10C,P1Y,PC,0,2016,56.8
MLT,TOTAL,FAM10C,P1Y,PC,0,2017,49
MLT,TOTAL,FAM10C,P1Y,PC,0,2018,45.1
SVN,TOTAL,FAM3,P1Y,PC,0,2004,44.8
SVN,TOTAL,FAM3,P1Y,PC,0,2005,46.7
SVN,TOTAL,FAM3,P1Y,PC,0,2006,47.2
SVN,TOTAL,FAM3,P1Y,PC,0,2007,50.8
SVN,TOTAL,FAM3,P1Y,PC,0,2008,52.8
SVN,TOTAL,FAM3,P1Y,PC,0,2009,53.6
SVN,TOTAL,FAM3,P1Y,PC,0,2010,55.7
SVN,TOTAL,FAM3,P1Y,PC,0,2011,56.8
SVN,TOTAL,FAM3,P1Y,PC,0,2012,57.6
SVN,TOTAL,FAM3,P1Y,PC,0,2013,58
SVN,TOTAL,FAM3,P1Y,PC,0,2014,58.3
SVN,TOTAL,FAM3,P1Y,PC,0,2015,57.9
SVN,TOTAL,FAM3,P1Y,PC,0,2016,58.6
SVN,TOTAL,FAM3,P1Y,PC,0,2017,57.5
SVN,TOTAL,FAM3,P1Y,PC,0,2018,57.7
HUN,TOTAL,FAM2,P1Y,YR,0,2004,28.2
HUN,TOTAL,FAM2,P1Y,YR,0,2005,28.4
HUN,TOTAL,FAM2,P1Y,YR,0,2006,28.7
HUN,TOTAL,FAM2,P1Y,YR,0,2007,28.8
HUN,TOTAL,FAM2,P1Y,YR,0,2008,28.9
HUN,TOTAL,FAM2,P1Y,YR,0,2009,29.1
HUN,TOTAL,FAM2,P1Y,YR,0,2010,29.3
HUN,TOTAL,FAM2,P1Y,YR,0,2011,29.4
HUN,TOTAL,FAM2,P1Y,YR,0,2012,29.4
HUN,TOTAL,FAM2,P1Y,YR,0,2013,29.5
HUN,TOTAL,FAM2,P1Y,YR,0,2014,29.5
HUN,TOTAL,FAM2,P1Y,YR,0,2015,29.6
HUN,TOTAL,FAM2,P1Y,YR,0,2016,29.6
HUN,TOTAL,FAM2,P1Y,YR,0,2017,29.8
GRC,TOTAL,FAM4A,P1Y,_1000,0,2004,4.6
GRC,TOTAL,FAM4A,P1Y,_1000,0,2005,5.5
GRC,TOTAL,FAM4A,P1Y,_1000,0,2006,5.2
GRC,TOTAL,FAM4A,P1Y,_1000,0,2007,5.5
GRC,TOTAL,FAM4A,P1Y,_1000,0,2008,4.8
GRC,TOTAL,FAM4A,P1Y,_1000,0,2009,5.3
GRC,TOTAL,FAM4A,P1Y,_1000,0,2010,5.1
GRC,TOTAL,FAM4A,P1Y,_1000,0,2011,5
GRC,TOTAL,FAM4A,P1Y,_1000,0,2012,4.5
GRC,TOTAL,FAM4A,P1Y,_1000,0,2013,4.7
GRC,TOTAL,FAM4A,P1Y,_1000,0,2014,4.9
GRC,TOTAL,FAM4A,P1Y,_1000,0,2015,5
GRC,TOTAL,FAM4A,P1Y,_1000,0,2016,4.6
GRC,TOTAL,FAM4A,P1Y,_1000,0,2017,4.7
POL,TOTAL,FAM12B,P1Y,WEEK,0,2004,0
POL,TOTAL,FAM12B,P1Y,WEEK,0,2005,0
POL,TOTAL,FAM12B,P1Y,WEEK,0,2006,0
POL,TOTAL,FAM12B,P1Y,WEEK,0,2007,0
POL,TOTAL,FAM12B,P1Y,WEEK,0,2008,0
POL,TOTAL,FAM12B,P1Y,WEEK,0,2009,0
POL,TOTAL,FAM12B,P1Y,WEEK,0,2010,1
POL,TOTAL,FAM12B,P1Y,WEEK,0,2011,1
POL,TOTAL,FAM12B,P1Y,WEEK,0,2012,2
POL,TOTAL,FAM12B,P1Y,WEEK,0,2013,2
POL,TOTAL,FAM12B,P1Y,WEEK,0,2014,2
POL,TOTAL,FAM12B,P1Y,WEEK,0,2015,2
POL,TOTAL,FAM12B,P1Y,WEEK,0,2016,2
POL,TOTAL,FAM12B,P1Y,WEEK,0,2017,2
POL,TOTAL,FAM12B,P1Y,WEEK,0,2018,2
SVK,TOTAL,FAM12A,P1Y,WEEK,0,2004,164
SVK,TOTAL,FAM12A,P1Y,WEEK,0,2005,164
SVK,TOTAL,FAM12A,P1Y,WEEK,0,2006,164
SVK,TOTAL,FAM12A,P1Y,WEEK,0,2007,164
SVK,TOTAL,FAM12A,P1Y,WEEK,0,2008,164
SVK,TOTAL,FAM12A,P1Y,WEEK,0,2009,164
SVK,TOTAL,FAM12A,P1Y,WEEK,0,2010,164
SVK,TOTAL,FAM12A,P1Y,WEEK,0,2011,164
SVK,TOTAL,FAM12A,P1Y,WEEK,0,2012,164
SVK,TOTAL,FAM12A,P1Y,WEEK,0,2013,164
SVK,TOTAL,FAM12A,P1Y,WEEK,0,2014,164
SVK,TOTAL,FAM12A,P1Y,WEEK,0,2015,164
SVK,TOTAL,FAM12A,P1Y,WEEK,0,2016,164
SVK,TOTAL,FAM12A,P1Y,WEEK,0,2017,164
SVK,TOTAL,FAM12A,P1Y,WEEK,0,2018,164
PRT,TOTAL,FAM14,P1Y,PC,0,2005,76.6
PRT,TOTAL,FAM14,P1Y,PC,0,2010,85.7
PRT,TOTAL,FAM14,P1Y,PC,0,2011,88.5
PRT,TOTAL,FAM14,P1Y,PC,0,2012,89.4
PRT,TOTAL,FAM14,P1Y,PC,0,2013,88.7
PRT,TOTAL,FAM14,P1Y,PC,0,2014,87.9
PRT,TOTAL,FAM14,P1Y,PC,0,2015,88.7
PRT,TOTAL,FAM14,P1Y,PC,0,2016,88.5
PRT,TOTAL,FAM14,P1Y,PC,0,2017,90.9
NOR,TOTAL,FAM5B,P1Y,PC,0,2004,16.3
NOR,TOTAL,FAM5B,P1Y,PC,0,2005,17.2
NOR,TOTAL,FAM5B,P1Y,PC,0,2006,19.9
NOR,TOTAL,FAM5B,P1Y,PC,0,2007,20.6
NOR,TOTAL,FAM5B,P1Y,PC,0,2008,17.4
NOR,TOTAL,FAM5B,P1Y,PC,0,2009,19.5
NOR,TOTAL,FAM5B,P1Y,PC,0,2010,20.6
NOR,TOTAL,FAM5B,P1Y,PC,0,2011,18.2
NOR,TOTAL,FAM5B,P1Y,PC,0,2012,16.8
NOR,TOTAL,FAM5B,P1Y,PC,0,2013,18.2
NOR,TOTAL,FAM5B,P1Y,PC,0,2014,15.9
NOR,TOTAL,FAM5B,P1Y,PC,0,2015,19.8
NOR,TOTAL,FAM5B,P1Y,PC,0,2016,21.6
NOR,TOTAL,FAM5B,P1Y,PC,0,2017,20.8
NOR,TOTAL,FAM5B,P1Y,PC,0,2018,19.4
TUR,TOTAL,FAM19A,P1Y,PC,0,2004,41.9
TUR,TOTAL,FAM19A,P1Y,PC,0,2005,43.6
TUR,TOTAL,FAM19A,P1Y,PC,0,2006,42.6
TUR,TOTAL,FAM19A,P1Y,PC,0,2007,41.3
TUR,TOTAL,FAM19A,P1Y,PC,0,2008,42
TUR,TOTAL,FAM19A,P1Y,PC,0,2009,39.6
TUR,TOTAL,FAM19A,P1Y,PC,0,2010,36.6
TUR,TOTAL,FAM19A,P1Y,PC,0,2011,34.6
TUR,TOTAL,FAM19A,P1Y,PC,0,2013,31.3
TUR,TOTAL,FAM19A,P1Y,PC,0,2014,31.6
TUR,TOTAL,FAM19A,P1Y,PC,0,2015,28.8
TUR,TOTAL,FAM19A,P1Y,PC,0,2016,28.2
TUR,TOTAL,FAM19A,P1Y,PC,0,2017,27.2
TUR,TOTAL,FAM19A,P1Y,PC,0,2018,26.5
DNK,TOTAL,FAM12A,P1Y,WEEK,0,2004,50
DNK,TOTAL,FAM12A,P1Y,WEEK,0,2005,50
DNK,TOTAL,FAM12A,P1Y,WEEK,0,2006,50
DNK,TOTAL,FAM12A,P1Y,WEEK,0,2007,50
DNK,TOTAL,FAM12A,P1Y,WEEK,0,2008,50
DNK,TOTAL,FAM12A,P1Y,WEEK,0,2009,50
DNK,TOTAL,FAM12A,P1Y,WEEK,0,2010,50
DNK,TOTAL,FAM12A,P1Y,WEEK,0,2011,50
DNK,TOTAL,FAM12A,P1Y,WEEK,0,2012,50
DNK,TOTAL,FAM12A,P1Y,WEEK,0,2013,50
DNK,TOTAL,FAM12A,P1Y,WEEK,0,2014,50
DNK,TOTAL,FAM12A,P1Y,WEEK,0,2015,50
DNK,TOTAL,FAM12A,P1Y,WEEK,0,2016,50
DNK,TOTAL,FAM12A,P1Y,WEEK,0,2017,50
DNK,TOTAL,FAM12A,P1Y,WEEK,0,2018,50
FIN,TOTAL,FAM1,P1Y,CHLD,0,2004,1.8
FIN,TOTAL,FAM1,P1Y,CHLD,0,2005,1.8
FIN,TOTAL,FAM1,P1Y,CHLD,0,2006,1.8
FIN,TOTAL,FAM1,P1Y,CHLD,0,2007,1.8
FIN,TOTAL,FAM1,P1Y,CHLD,0,2008,1.9
FIN,TOTAL,FAM1,P1Y,CHLD,0,2009,1.9
FIN,TOTAL,FAM1,P1Y,CHLD,0,2010,1.9
FIN,TOTAL,FAM1,P1Y,CHLD,0,2011,1.8
FIN,TOTAL,FAM1,P1Y,CHLD,0,2012,1.8
FIN,TOTAL,FAM1,P1Y,CHLD,0,2013,1.8
FIN,TOTAL,FAM1,P1Y,CHLD,0,2014,1.7
FIN,TOTAL,FAM1,P1Y,CHLD,0,2015,1.7
FIN,TOTAL,FAM1,P1Y,CHLD,0,2016,1.6
FIN,TOTAL,FAM1,P1Y,CHLD,0,2017,1.5
FIN,TOTAL,FAM1,P1Y,CHLD,0,2018,1.4
LTU,TOTAL,FAM2,P1Y,YR,0,2004,27.3
LTU,TOTAL,FAM2,P1Y,YR,0,2005,27.5
LTU,TOTAL,FAM2,P1Y,YR,0,2006,27.6
LTU,TOTAL,FAM2,P1Y,YR,0,2007,27.8
LTU,TOTAL,FAM2,P1Y,YR,0,2008,28.1
LTU,TOTAL,FAM2,P1Y,YR,0,2009,28.5
LTU,TOTAL,FAM2,P1Y,YR,0,2010,28.9
LTU,TOTAL,FAM2,P1Y,YR,0,2011,28.9
LTU,TOTAL,FAM2,P1Y,YR,0,2012,29
LTU,TOTAL,FAM2,P1Y,YR,0,2013,29.2
LTU,TOTAL,FAM2,P1Y,YR,0,2014,29.4
LTU,TOTAL,FAM2,P1Y,YR,0,2015,29.5
LTU,TOTAL,FAM2,P1Y,YR,0,2016,29.7
LTU,TOTAL,FAM2,P1Y,YR,0,2017,29.8
GRC,TOTAL,FAM12B,P1Y,WEEK,0,2004,0.4
GRC,TOTAL,FAM12B,P1Y,WEEK,0,2005,0.4
GRC,TOTAL,FAM12B,P1Y,WEEK,0,2006,0.4
GRC,TOTAL,FAM12B,P1Y,WEEK,0,2007,0.4
GRC,TOTAL,FAM12B,P1Y,WEEK,0,2008,0.4
GRC,TOTAL,FAM12B,P1Y,WEEK,0,2009,0.4
GRC,TOTAL,FAM12B,P1Y,WEEK,0,2010,0.4
GRC,TOTAL,FAM12B,P1Y,WEEK,0,2011,0.4
GRC,TOTAL,FAM12B,P1Y,WEEK,0,2012,0.4
GRC,TOTAL,FAM12B,P1Y,WEEK,0,2013,0.4
GRC,TOTAL,FAM12B,P1Y,WEEK,0,2014,0.4
GRC,TOTAL,FAM12B,P1Y,WEEK,0,2015,0.4
GRC,TOTAL,FAM12B,P1Y,WEEK,0,2016,0.4
GRC,TOTAL,FAM12B,P1Y,WEEK,0,2017,0.4
GRC,TOTAL,FAM12B,P1Y,WEEK,0,2018,0.4
GBR,TOTAL,FAM8C,P1Y,PC,0,2004,49.1
GBR,TOTAL,FAM8C,P1Y,PC,0,2005,51.3
GBR,TOTAL,FAM8C,P1Y,PC,0,2006,51.5
GBR,TOTAL,FAM8C,P1Y,PC,0,2007,51.2
GBR,TOTAL,FAM8C,P1Y,PC,0,2008,53
GBR,TOTAL,FAM8C,P1Y,PC,0,2009,52.4
GBR,TOTAL,FAM8C,P1Y,PC,0,2010,51.7
GBR,TOTAL,FAM8C,P1Y,PC,0,2011,51.6
GBR,TOTAL,FAM8C,P1Y,PC,0,2012,54.5
GBR,TOTAL,FAM8C,P1Y,PC,0,2013,57.1
GBR,TOTAL,FAM8C,P1Y,PC,0,2014,58.5
LVA,TOTAL,FAM8A,P1Y,PC,0,2004,68.1
LVA,TOTAL,FAM8A,P1Y,PC,0,2005,67
LVA,TOTAL,FAM8A,P1Y,PC,0,2006,70.5
LVA,TOTAL,FAM8A,P1Y,PC,0,2007,70.7
LVA,TOTAL,FAM8A,P1Y,PC,0,2008,73.6
LVA,TOTAL,FAM8A,P1Y,PC,0,2009,68.4
LVA,TOTAL,FAM8A,P1Y,PC,0,2010,68.1
LVA,TOTAL,FAM8A,P1Y,PC,0,2011,68.2
LVA,TOTAL,FAM8A,P1Y,PC,0,2012,68.1
LVA,TOTAL,FAM8A,P1Y,PC,0,2013,71.7
LVA,TOTAL,FAM8A,P1Y,PC,0,2014,70.1
HUN,TOTAL,FAM11D,P1Y,PC,0,2010,0
HUN,TOTAL,FAM11D,P1Y,PC,0,2011,0.6
HUN,TOTAL,FAM11D,P1Y,PC,0,2012,0.6
