COU,SEX,IND,TIME_FORMAT,UNIT,POWERCODE,obsTime,obsValue
GBR,TOTAL,FAM19B,P1Y,PC,0,2004,9
GBR,TOTAL,FAM19B,P1Y,PC,0,2005,9.3
GBR,TOTAL,FAM19B,P1Y,PC,0,2006,10.9
GBR,TOTAL,FAM19B,P1Y,PC,0,2007,10.7
GBR,TOTAL,FAM19B,P1Y,PC,0,2008,9.8
GBR,TOTAL,FAM19B,P1Y,PC,0,2009,9.6
GBR,TOTAL,FAM19B,P1Y,PC,0,2010,10
GBR,TOTAL,FAM19B,P1Y,PC,0,2011,9.5
GBR,TOTAL,FAM19B,P1Y,PC,0,2012,9.6
GBR,TOTAL,FAM19B,P1Y,PC,0,2013,9.1
GBR,TOTAL,FAM19B,P1Y,PC,0,2014,8.4
GBR,TOTAL,FAM19B,P1Y,PC,0,2015,8.7
GBR,TOTAL,FAM19B,P1Y,PC,0,2016,8.4
GBR,TOTAL,FAM19B,P1Y,PC,0,2017,8.8
GBR,TOTAL,FAM19B,P1Y,PC,0,2018,8.9
FRA,TOTAL,FAM5A,P1Y,PC,0,2004,78.8
FRA,TOTAL,FAM5A,P1Y,PC,0,2005,80.1
FRA,TOTAL,FAM5A,P1Y,PC,0,2006,82.2
FRA,TOTAL,FAM5A,P1Y,PC,0,2007,79.4
FRA,TOTAL,FAM5A,P1Y,PC,0,2008,78
FRA,TOTAL,FAM5A,P1Y,PC,0,2009,77.6
FRA,TOTAL,FAM5A,P1Y,PC,0,2010,75.9
FRA,TOTAL,FAM5A,P1Y,PC,0,2011,77.5
FRA,TOTAL,FAM5A,P1Y,PC,0,2012,77.3
FRA,TOTAL,FAM5A,P1Y,PC,0,2013,77.9
FRA,TOTAL,FAM5A,P1Y,PC,0,2014,77.8
FRA,TOTAL,FAM5A,P1Y,PC,0,2015,77.1
FRA,TOTAL,FAM5A,P1Y,PC,0,2016,76.6
FRA,TOTAL,FAM5A,P1Y,PC,0,2017,77.1
NZL,TOTAL,FAM12A,P1Y,WEEK,0,2004,12
NZL,TOTAL,FAM12A,P1Y,WEEK,0,2005,13
NZL,TOTAL,FAM12A,P1Y,WEEK,0,2006,13
NZL,TOTAL,FAM12A,P1Y,WEEK,0,2007,14
NZL,TOTAL,FAM12A,P1Y,WEEK,0,2008,14
NZL,TOTAL,FAM12A,P1Y,WEEK,0,2009,14
NZL,TOTAL,FAM12A,P1Y,WEEK,0,2010,14
NZL,TOTAL,FAM12A,P1Y,WEEK,0,2011,14
NZL,TOTAL,FAM12A,P1Y,WEEK,0,2012,14
NZL,TOTAL,FAM12A,P1Y,WEEK,0,2013,14
NZL,TOTAL,FAM12A,P1Y,WEEK,0,2014,14
NZL,TOTAL,FAM12A,P1Y,WEEK,0,2015,16
NZL,TOTAL,FAM12A,P1Y,WEEK,0,2016,18
NZL,TOTAL,FAM12A,P1Y,WEEK,0,2017,18
NZL,TOTAL,FAM12A,P1Y,WEEK,0,2018,18
ESP,TOTAL,FAM5B,P1Y,PC,0,2004,13
ESP,TOTAL,FAM5B,P1Y,PC,0,2005,10.8
ESP,TOTAL,FAM5B,P1Y,PC,0,2006,10.2
ESP,TOTAL,FAM5B,P1Y,PC,0,2007,11
ESP,TOTAL,FAM5B,P1Y,PC,0,2008,11.1
ESP,TOTAL,FAM5B,P1Y,PC,0,2009,11.5
ESP,TOTAL,FAM5B,P1Y,PC,0,2010,13.8
ESP,TOTAL,FAM5B,P1Y,PC,0,2011,12.7
ESP,TOTAL,FAM5B,P1Y,PC,0,2012,13.3
ESP,TOTAL,FAM5B,P1Y,PC,0,2013,14.3
ESP,TOTAL,FAM5B,P1Y,PC,0,2014,15.6
ESP,TOTAL,FAM5B,P1Y,PC,0,2015,16.3
ESP,TOTAL,FAM5B,P1Y,PC,0,2016,16.5
ESP,TOTAL,FAM5B,P1Y,PC,0,2017,15.3
ESP,TOTAL,FAM5B,P1Y,PC,0,2018,15.6
BGR,TOTAL,FAM5B,P1Y,PC,0,2005,14.8
BGR,TOTAL,FAM5B,P1Y,PC,0,2006,14.8
BGR,TOTAL,FAM5B,P1Y,PC,0,2007,15.5
BGR,TOTAL,FAM5B,P1Y,PC,0,2008,16.6
BGR,TOTAL,FAM5B,P1Y,PC,0,2009,14.5
BGR,TOTAL,FAM5B,P1Y,PC,0,2010,16.1
BGR,TOTAL,FAM5B,P1Y,PC,0,2011,16.9
BGR,TOTAL,FAM5B,P1Y,PC,0,2012,15.6
BGR,TOTAL,FAM5B,P1Y,PC,0,2013,16.7
BGR,TOTAL,FAM5B,P1Y,PC,0,2014,16.6
BGR,TOTAL,FAM5B,P1Y,PC,0,2015,16.5
BGR,TOTAL,FAM5B,P1Y,PC,0,2016,16.1
BGR,TOTAL,FAM5B,P1Y,PC,0,2017,15.7
BGR,TOTAL,FAM5B,P1Y,PC,0,2018,15.2
ISL,TOTAL,FAM6A,P1Y,PC_PNT,0,2004,6.7
ISL,TOTAL,FAM6A,P1Y,PC_PNT,0,2005,6.2
ISL,TOTAL,FAM6A,P1Y,PC_PNT,0,2006,7.1
ISL,TOTAL,FAM6A,P1Y,PC_PNT,0,2007,7.8
ISL,TOTAL,FAM6A,P1Y,PC_PNT,0,2008,7.5
ISL,TOTAL,FAM6A,P1Y,PC_PNT,0,2009,3.4
ISL,TOTAL,FAM6A,P1Y,PC_PNT,0,2010,3.6
ISL,TOTAL,FAM6A,P1Y,PC_PNT,0,2011,3.5
ISL,TOTAL,FAM6A,P1Y,PC_PNT,0,2012,3.4
ISL,TOTAL,FAM6A,P1Y,PC_PNT,0,2013,3.7
ISL,TOTAL,FAM6A,P1Y,PC_PNT,0,2014,4.4
ISL,TOTAL,FAM6A,P1Y,PC_PNT,0,2015,4.8
ISL,TOTAL,FAM6A,P1Y,PC_PNT,0,2016,5.6
ISL,TOTAL,FAM6A,P1Y,PC_PNT,0,2017,4.8
ISL,TOTAL,FAM6A,P1Y,PC_PNT,0,2018,4.8
SVN,TOTAL,FAM11C,P1Y,PC,0,2004,0.6
SVN,TOTAL,FAM11C,P1Y,PC,0,2005,0.6
SVN,TOTAL,FAM11C,P1Y,PC,0,2006,0.5
SVN,TOTAL,FAM11C,P1Y,PC,0,2007,0.5
SVN,TOTAL,FAM11C,P1Y,PC,0,2008,0.5
SVN,TOTAL,FAM11C,P1Y,PC,0,2009,0.5
SVN,TOTAL,FAM11C,P1Y,PC,0,2010,0.5
SVN,TOTAL,FAM11C,P1Y,PC,0,2011,0.5
SVN,TOTAL,FAM11C,P1Y,PC,0,2012,0.5
SVN,TOTAL,FAM11C,P1Y,PC,0,2013,0.6
SVN,TOTAL,FAM11C,P1Y,PC,0,2014,0.5
SVN,TOTAL,FAM11C,P1Y,PC,0,2015,0.5
USA,TOTAL,FAM17,P1Y,PC,0,2013,20.5
USA,TOTAL,FAM17,P1Y,PC,0,2014,20.2
USA,TOTAL,FAM17,P1Y,PC,0,2015,19.9
USA,TOTAL,FAM17,P1Y,PC,0,2016,20.9
USA,TOTAL,FAM17,P1Y,PC,0,2017,21.2
CAN,TOTAL,FAM3,P1Y,PC,0,2004,28.8
CAN,TOTAL,FAM3,P1Y,PC,0,2005,29.1
CAN,TOTAL,FAM3,P1Y,PC,0,2006,30.6
CAN,TOTAL,FAM3,P1Y,PC,0,2007,31
CAN,TOTAL,FAM3,P1Y,PC,0,2008,32.1
CAN,TOTAL,FAM3,P1Y,PC,0,2009,32.2
CAN,TOTAL,FAM3,P1Y,PC,0,2010,32.3
CAN,TOTAL,FAM3,P1Y,PC,0,2011,33.4
CAN,TOTAL,FAM3,P1Y,PC,0,2012,33
CAN,TOTAL,FAM3,P1Y,PC,0,2013,32.7
CAN,TOTAL,FAM3,P1Y,PC,0,2014,33.2
CAN,TOTAL,FAM3,P1Y,PC,0,2015,35.6
CAN,TOTAL,FAM3,P1Y,PC,0,2016,33.9
CAN,TOTAL,FAM3,P1Y,PC,0,2017,33.5
CAN,TOTAL,FAM3,P1Y,PC,0,2018,33
PRT,TOTAL,FAM3,P1Y,PC,0,2004,29.1
PRT,TOTAL,FAM3,P1Y,PC,0,2005,30.7
PRT,TOTAL,FAM3,P1Y,PC,0,2006,31.6
PRT,TOTAL,FAM3,P1Y,PC,0,2007,33.6
PRT,TOTAL,FAM3,P1Y,PC,0,2008,36.2
PRT,TOTAL,FAM3,P1Y,PC,0,2009,38.1
PRT,TOTAL,FAM3,P1Y,PC,0,2010,41.3
PRT,TOTAL,FAM3,P1Y,PC,0,2011,42.8
PRT,TOTAL,FAM3,P1Y,PC,0,2012,45.6
PRT,TOTAL,FAM3,P1Y,PC,0,2013,47.6
PRT,TOTAL,FAM3,P1Y,PC,0,2014,49.3
PRT,TOTAL,FAM3,P1Y,PC,0,2015,50.7
PRT,TOTAL,FAM3,P1Y,PC,0,2016,52.8
PRT,TOTAL,FAM3,P1Y,PC,0,2017,54.9
PRT,TOTAL,FAM3,P1Y,PC,0,2018,55.9
AUT,TOTAL,FAM11B,P1Y,PC,0,2004,2.5
AUT,TOTAL,FAM11B,P1Y,PC,0,2005,2.5
AUT,TOTAL,FAM11B,P1Y,PC,0,2006,2.3
AUT,TOTAL,FAM11B,P1Y,PC,0,2007,2.2
AUT,TOTAL,FAM11B,P1Y,PC,0,2008,2.3
AUT,TOTAL,FAM11B,P1Y,PC,0,2009,2.4
AUT,TOTAL,FAM11B,P1Y,PC,0,2010,2.3
AUT,TOTAL,FAM11B,P1Y,PC,0,2011,2.1
AUT,TOTAL,FAM11B,P1Y,PC,0,2012,2
AUT,TOTAL,FAM11B,P1Y,PC,0,2013,2
AUT,TOTAL,FAM11B,P1Y,PC,0,2014,1.9
AUT,TOTAL,FAM11B,P1Y,PC,0,2015,2
NOR,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2004,3.2
NOR,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2005,2.8
NOR,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2006,3.3
NOR,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2007,3.1
NOR,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2008,3
NOR,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2009,3.2
NOR,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2010,2.5
NOR,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2011,2.4
NOR,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2012,2.6
NOR,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2013,2.4
NOR,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2014,2.5
NOR,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2015,2.2
NOR,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2016,2.2
NOR,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2017,2.2
NOR,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2018,2.3
ESP,TOTAL,FAM15A,P1Y,PC,0,2004,-21.5
ESP,TOTAL,FAM15A,P1Y,PC,0,2005,-19.8
ESP,TOTAL,FAM15A,P1Y,PC,0,2006,-19
ESP,TOTAL,FAM15A,P1Y,PC,0,2007,-22.8
ESP,TOTAL,FAM15A,P1Y,PC,0,2008,-31.8
ESP,TOTAL,FAM15A,P1Y,PC,0,2009,-30.4
ESP,TOTAL,FAM15A,P1Y,PC,0,2010,-21.2
ESP,TOTAL,FAM15A,P1Y,PC,0,2011,-20.7
ESP,TOTAL,FAM15A,P1Y,PC,0,2012,-21.8
ESP,TOTAL,FAM15A,P1Y,PC,0,2013,-21.7
ESP,TOTAL,FAM15A,P1Y,PC,0,2014,-21.6
TUR,TOTAL,FAM20,P1Y,CHLD,0,2007,37.7
TUR,TOTAL,FAM20,P1Y,CHLD,0,2008,35.9
TUR,TOTAL,FAM20,P1Y,CHLD,0,2009,36.8
TUR,TOTAL,FAM20,P1Y,CHLD,0,2010,32
TUR,TOTAL,FAM20,P1Y,CHLD,0,2011,31.3
TUR,TOTAL,FAM20,P1Y,CHLD,0,2012,29.6
TUR,TOTAL,FAM20,P1Y,CHLD,0,2013,28
TUR,TOTAL,FAM20,P1Y,CHLD,0,2014,26.9
ISR,TOTAL,FAM7,P1Y,PC,0,2004,25
ISR,TOTAL,FAM7,P1Y,PC,0,2005,21.9
ISR,TOTAL,FAM7,P1Y,PC,0,2006,22
ISR,TOTAL,FAM7,P1Y,PC,0,2007,20.4
ISR,TOTAL,FAM7,P1Y,PC,0,2008,22.1
ISR,TOTAL,FAM7,P1Y,PC,0,2009,21.1
ISR,TOTAL,FAM7,P1Y,PC,0,2010,20.4
ISR,TOTAL,FAM7,P1Y,PC,0,2011,19.7
ISR,TOTAL,FAM7,P1Y,PC,0,2012,20
ISR,TOTAL,FAM7,P1Y,PC,0,2013,20.3
ISR,TOTAL,FAM7,P1Y,PC,0,2014,20.1
ISR,TOTAL,FAM7,P1Y,PC,0,2015,20.4
ISR,TOTAL,FAM7,P1Y,PC,0,2016,21.6
ISR,TOTAL,FAM7,P1Y,PC,0,2017,21.8
ISR,TOTAL,FAM7,P1Y,PC,0,2018,22.7
NOR,TOTAL,FAM11C,P1Y,PC,0,2004,1.3
NOR,TOTAL,FAM11C,P1Y,PC,0,2005,1.2
NOR,TOTAL,FAM11C,P1Y,PC,0,2006,1.3
NOR,TOTAL,FAM11C,P1Y,PC,0,2007,1.4
NOR,TOTAL,FAM11C,P1Y,PC,0,2008,1.4
NOR,TOTAL,FAM11C,P1Y,PC,0,2009,1.7
NOR,TOTAL,FAM11C,P1Y,PC,0,2010,1.7
NOR,TOTAL,FAM11C,P1Y,PC,0,2011,1.7
NOR,TOTAL,FAM11C,P1Y,PC,0,2012,1.7
NOR,TOTAL,FAM11C,P1Y,PC,0,2013,1.8
NOR,TOTAL,FAM11C,P1Y,PC,0,2014,1.8
NOR,TOTAL,FAM11C,P1Y,PC,0,2015,1.9
KOR,TOTAL,FAM11A,P1Y,PC,0,2005,0.4
KOR,TOTAL,FAM11A,P1Y,PC,0,2007,0.6
KOR,TOTAL,FAM11A,P1Y,PC,0,2009,0.9
KOR,TOTAL,FAM11A,P1Y,PC,0,2010,0.9
KOR,TOTAL,FAM11A,P1Y,PC,0,2011,0.9
KOR,TOTAL,FAM11A,P1Y,PC,0,2012,1.1
KOR,TOTAL,FAM11A,P1Y,PC,0,2013,1.4
KOR,TOTAL,FAM11A,P1Y,PC,0,2014,1.4
KOR,TOTAL,FAM11A,P1Y,PC,0,2015,1.4
NLD,TOTAL,FAM1,P1Y,CHLD,0,2004,1.7
NLD,TOTAL,FAM1,P1Y,CHLD,0,2005,1.7
NLD,TOTAL,FAM1,P1Y,CHLD,0,2006,1.7
NLD,TOTAL,FAM1,P1Y,CHLD,0,2007,1.7
NLD,TOTAL,FAM1,P1Y,CHLD,0,2008,1.8
NLD,TOTAL,FAM1,P1Y,CHLD,0,2009,1.8
NLD,TOTAL,FAM1,P1Y,CHLD,0,2010,1.8
NLD,TOTAL,FAM1,P1Y,CHLD,0,2011,1.8
NLD,TOTAL,FAM1,P1Y,CHLD,0,2012,1.7
NLD,TOTAL,FAM1,P1Y,CHLD,0,2013,1.7
NLD,TOTAL,FAM1,P1Y,CHLD,0,2014,1.7
NLD,TOTAL,FAM1,P1Y,CHLD,0,2015,1.7
NLD,TOTAL,FAM1,P1Y,CHLD,0,2016,1.7
NLD,TOTAL,FAM1,P1Y,CHLD,0,2017,1.6
NLD,TOTAL,FAM1,P1Y,CHLD,0,2018,1.6
HRV,TOTAL,FAM1,P1Y,CHLD,0,2004,1.4
HRV,TOTAL,FAM1,P1Y,CHLD,0,2005,1.5
HRV,TOTAL,FAM1,P1Y,CHLD,0,2006,1.5
HRV,TOTAL,FAM1,P1Y,CHLD,0,2007,1.5
HRV,TOTAL,FAM1,P1Y,CHLD,0,2008,1.6
HRV,TOTAL,FAM1,P1Y,CHLD,0,2009,1.6
HRV,TOTAL,FAM1,P1Y,CHLD,0,2010,1.6
HRV,TOTAL,FAM1,P1Y,CHLD,0,2011,1.5
HRV,TOTAL,FAM1,P1Y,CHLD,0,2012,1.5
HRV,TOTAL,FAM1,P1Y,CHLD,0,2013,1.5
HRV,TOTAL,FAM1,P1Y,CHLD,0,2014,1.5
HRV,TOTAL,FAM1,P1Y,CHLD,0,2015,1.4
HRV,TOTAL,FAM1,P1Y,CHLD,0,2016,1.4
HRV,TOTAL,FAM1,P1Y,CHLD,0,2017,1.4
HRV,TOTAL,FAM1,P1Y,CHLD,0,2018,1.5
SWE,TOTAL,FAM11D,P1Y,PC,0,2005,0
SWE,TOTAL,FAM11D,P1Y,PC,0,2007,0
SWE,TOTAL,FAM11D,P1Y,PC,0,2009,0
SWE,TOTAL,FAM11D,P1Y,PC,0,2010,0
SWE,TOTAL,FAM11D,P1Y,PC,0,2011,0
SWE,TOTAL,FAM11D,P1Y,PC,0,2012,0
SWE,TOTAL,FAM11D,P1Y,PC,0,2013,0
SWE,TOTAL,FAM11D,P1Y,PC,0,2014,0
SWE,TOTAL,FAM11D,P1Y,PC,0,2015,0
IRL,TOTAL,FAM9B,P1Y,PC,0,2006,38.3
IRL,TOTAL,FAM9B,P1Y,PC,0,2007,36.8
IRL,TOTAL,FAM9B,P1Y,PC,0,2008,36.7
IRL,TOTAL,FAM9B,P1Y,PC,0,2009,36.4
IRL,TOTAL,FAM9B,P1Y,PC,0,2010,36.1
IRL,TOTAL,FAM9B,P1Y,PC,0,2011,35.7
IRL,TOTAL,FAM9B,P1Y,PC,0,2012,35.4
IRL,TOTAL,FAM9B,P1Y,PC,0,2013,34.5
IRL,TOTAL,FAM9B,P1Y,PC,0,2014,33.3
IRL,TOTAL,FAM9B,P1Y,PC,0,2015,32.9
IRL,TOTAL,FAM9B,P1Y,PC,0,2016,31.8
IRL,TOTAL,FAM9B,P1Y,PC,0,2017,30.4
IRL,TOTAL,FAM9B,P1Y,PC,0,2018,28.7
GRC,TOTAL,FAM1,P1Y,CHLD,0,2004,1.3
GRC,TOTAL,FAM1,P1Y,CHLD,0,2005,1.3
GRC,TOTAL,FAM1,P1Y,CHLD,0,2006,1.4
GRC,TOTAL,FAM1,P1Y,CHLD,0,2007,1.4
GRC,TOTAL,FAM1,P1Y,CHLD,0,2008,1.5
GRC,TOTAL,FAM1,P1Y,CHLD,0,2009,1.5
GRC,TOTAL,FAM1,P1Y,CHLD,0,2010,1.5
GRC,TOTAL,FAM1,P1Y,CHLD,0,2011,1.4
GRC,TOTAL,FAM1,P1Y,CHLD,0,2012,1.3
GRC,TOTAL,FAM1,P1Y,CHLD,0,2013,1.3
GRC,TOTAL,FAM1,P1Y,CHLD,0,2014,1.3
GRC,TOTAL,FAM1,P1Y,CHLD,0,2015,1.3
GRC,TOTAL,FAM1,P1Y,CHLD,0,2016,1.4
GRC,TOTAL,FAM1,P1Y,CHLD,0,2017,1.4
GRC,TOTAL,FAM1,P1Y,CHLD,0,2018,1.4
DNK,TOTAL,FAM11D,P1Y,PC,0,2005,0
DNK,TOTAL,FAM11D,P1Y,PC,0,2007,0
DNK,TOTAL,FAM11D,P1Y,PC,0,2009,0
DNK,TOTAL,FAM11D,P1Y,PC,0,2010,0
DNK,TOTAL,FAM11D,P1Y,PC,0,2011,0
DNK,TOTAL,FAM11D,P1Y,PC,0,2012,0
DNK,TOTAL,FAM11D,P1Y,PC,0,2013,0
DNK,TOTAL,FAM11D,P1Y,PC,0,2014,0
DNK,TOTAL,FAM11D,P1Y,PC,0,2015,0
POL,TOTAL,FAM10A,P1Y,PC,0,2006,44.5
POL,TOTAL,FAM10A,P1Y,PC,0,2007,46.7
POL,TOTAL,FAM10A,P1Y,PC,0,2008,50.9
POL,TOTAL,FAM10A,P1Y,PC,0,2009,51.5
POL,TOTAL,FAM10A,P1Y,PC,0,2011,52.9
POL,TOTAL,FAM10A,P1Y,PC,0,2012,52.1
POL,TOTAL,FAM10A,P1Y,PC,0,2013,53.7
POL,TOTAL,FAM10A,P1Y,PC,0,2014,55.2
POL,TOTAL,FAM10A,P1Y,PC,0,2015,53.4
POL,TOTAL,FAM10A,P1Y,PC,0,2016,56.1
POL,TOTAL,FAM10A,P1Y,PC,0,2017,58.3
POL,TOTAL,FAM10A,P1Y,PC,0,2018,61.1
AUS,TOTAL,FAM14,P1Y,PC,0,2005,53.5
AUS,TOTAL,FAM14,P1Y,PC,0,2010,52.8
AUS,TOTAL,FAM14,P1Y,PC,0,2011,59.2
AUS,TOTAL,FAM14,P1Y,PC,0,2012,64.8
AUS,TOTAL,FAM14,P1Y,PC,0,2013,81.9
AUS,TOTAL,FAM14,P1Y,PC,0,2014,85.3
AUS,TOTAL,FAM14,P1Y,PC,0,2015,86.5
AUS,TOTAL,FAM14,P1Y,PC,0,2016,84.7
AUS,TOTAL,FAM14,P1Y,PC,0,2017,84
FIN,TOTAL,FAM11A,P1Y,PC,0,2005,2.8
FIN,TOTAL,FAM11A,P1Y,PC,0,2007,2.7
FIN,TOTAL,FAM11A,P1Y,PC,0,2009,3.1
FIN,TOTAL,FAM11A,P1Y,PC,0,2010,3.1
FIN,TOTAL,FAM11A,P1Y,PC,0,2011,3.1
FIN,TOTAL,FAM11A,P1Y,PC,0,2012,3.2
FIN,TOTAL,FAM11A,P1Y,PC,0,2013,3.2
FIN,TOTAL,FAM11A,P1Y,PC,0,2014,3.2
FIN,TOTAL,FAM11A,P1Y,PC,0,2015,3.1
ISL,TOTAL,FAM1,P1Y,CHLD,0,2004,2
ISL,TOTAL,FAM1,P1Y,CHLD,0,2005,2.1
ISL,TOTAL,FAM1,P1Y,CHLD,0,2006,2.1
ISL,TOTAL,FAM1,P1Y,CHLD,0,2007,2.1
ISL,TOTAL,FAM1,P1Y,CHLD,0,2008,2.1
ISL,TOTAL,FAM1,P1Y,CHLD,0,2009,2.2
ISL,TOTAL,FAM1,P1Y,CHLD,0,2010,2.2
ISL,TOTAL,FAM1,P1Y,CHLD,0,2011,2
ISL,TOTAL,FAM1,P1Y,CHLD,0,2012,2
ISL,TOTAL,FAM1,P1Y,CHLD,0,2013,1.9
ISL,TOTAL,FAM1,P1Y,CHLD,0,2014,1.9
ISL,TOTAL,FAM1,P1Y,CHLD,0,2015,1.8
ISL,TOTAL,FAM1,P1Y,CHLD,0,2016,1.7
ISL,TOTAL,FAM1,P1Y,CHLD,0,2017,1.7
ISL,TOTAL,FAM1,P1Y,CHLD,0,2018,1.7
BEL,TOTAL,FAM5B,P1Y,PC,0,2004,22.9
BEL,TOTAL,FAM5B,P1Y,PC,0,2005,22.9
BEL,TOTAL,FAM5B,P1Y,PC,0,2006,25
BEL,TOTAL,FAM5B,P1Y,PC,0,2007,22.5
BEL,TOTAL,FAM5B,P1Y,PC,0,2008,20.9
BEL,TOTAL,FAM5B,P1Y,PC,0,2009,21.9
BEL,TOTAL,FAM5B,P1Y,PC,0,2010,22.1
BEL,TOTAL,FAM5B,P1Y,PC,0,2011,26.2
BEL,TOTAL,FAM5B,P1Y,PC,0,2012,23.5
BEL,TOTAL,FAM5B,P1Y,PC,0,2013,22.8
BEL,TOTAL,FAM5B,P1Y,PC,0,2014,23.6
BEL,TOTAL,FAM5B,P1Y,PC,0,2015,25
BEL,TOTAL,FAM5B,P1Y,PC,0,2016,22.9
BEL,TOTAL,FAM5B,P1Y,PC,0,2017,24.6
BEL,TOTAL,FAM5B,P1Y,PC,0,2018,24.9
USA,TOTAL,FAM12A,P1Y,WEEK,0,2004,0
USA,TOTAL,FAM12A,P1Y,WEEK,0,2005,0
USA,TOTAL,FAM12A,P1Y,WEEK,0,2006,0
USA,TOTAL,FAM12A,P1Y,WEEK,0,2007,0
USA,TOTAL,FAM12A,P1Y,WEEK,0,2008,0
USA,TOTAL,FAM12A,P1Y,WEEK,0,2009,0
USA,TOTAL,FAM12A,P1Y,WEEK,0,2010,0
USA,TOTAL,FAM12A,P1Y,WEEK,0,2011,0
USA,TOTAL,FAM12A,P1Y,WEEK,0,2012,0
USA,TOTAL,FAM12A,P1Y,WEEK,0,2013,0
USA,TOTAL,FAM12A,P1Y,WEEK,0,2014,0
USA,TOTAL,FAM12A,P1Y,WEEK,0,2015,0
USA,TOTAL,FAM12A,P1Y,WEEK,0,2016,0
USA,TOTAL,FAM12A,P1Y,WEEK,0,2017,0
USA,TOTAL,FAM12A,P1Y,WEEK,0,2018,0
PRT,TOTAL,FAM19C,P1Y,PC,0,2004,13.5
PRT,TOTAL,FAM19C,P1Y,PC,0,2005,14.1
PRT,TOTAL,FAM19C,P1Y,PC,0,2006,13.3
PRT,TOTAL,FAM19C,P1Y,PC,0,2007,15.2
PRT,TOTAL,FAM19C,P1Y,PC,0,2008,13.5
PRT,TOTAL,FAM19C,P1Y,PC,0,2009,15.7
PRT,TOTAL,FAM19C,P1Y,PC,0,2010,16.4
PRT,TOTAL,FAM19C,P1Y,PC,0,2011,18.7
PRT,TOTAL,FAM19C,P1Y,PC,0,2012,22.7
PRT,TOTAL,FAM19C,P1Y,PC,0,2013,22
PRT,TOTAL,FAM19C,P1Y,PC,0,2014,23.9
PRT,TOTAL,FAM19C,P1Y,PC,0,2015,20.9
PRT,TOTAL,FAM19C,P1Y,PC,0,2016,20.8
PRT,TOTAL,FAM19C,P1Y,PC,0,2017,17.1
PRT,TOTAL,FAM19C,P1Y,PC,0,2018,16.8
ISL,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2004,2.8
ISL,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2005,2.3
ISL,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2006,1.4
ISL,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2007,2
ISL,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2008,2.5
ISL,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2009,1.8
ISL,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2010,2.2
ISL,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2011,0.9
ISL,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2012,1.1
ISL,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2013,1.8
ISL,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2014,2.1
ISL,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2015,2.2
ISL,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2016,0.7
ISL,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2017,2.7
ISL,TOTAL,FAM16A,P1Y,DEATH_1000BIRTH,0,2018,1.7
SWE,TOTAL,FAM6B,P1Y,PC_PNT,0,2004,11.3
SWE,TOTAL,FAM6B,P1Y,PC_PNT,0,2005,12.1
SWE,TOTAL,FAM6B,P1Y,PC_PNT,0,2006,12.6
SWE,TOTAL,FAM6B,P1Y,PC_PNT,0,2007,12
SWE,TOTAL,FAM6B,P1Y,PC_PNT,0,2008,12.2
SWE,TOTAL,FAM6B,P1Y,PC_PNT,0,2009,11
SWE,TOTAL,FAM6B,P1Y,PC_PNT,0,2010,11.5
SWE,TOTAL,FAM6B,P1Y,PC_PNT,0,2011,11.1
SWE,TOTAL,FAM6B,P1Y,PC_PNT,0,2012,10.2
SWE,TOTAL,FAM6B,P1Y,PC_PNT,0,2013,10
SWE,TOTAL,FAM6B,P1Y,PC_PNT,0,2014,9.3
SWE,TOTAL,FAM6B,P1Y,PC_PNT,0,2015,8.9
SWE,TOTAL,FAM6B,P1Y,PC_PNT,0,2016,8.8
SWE,TOTAL,FAM6B,P1Y,PC_PNT,0,2017,8.5
SWE,TOTAL,FAM6B,P1Y,PC_PNT,0,2018,8.6
