LOCATION,VAR,TIME_FORMAT,UNIT,POWERCODE,obsTime,obsValue
FIN,BB-P100-CAB,P1Y,100HAB,0,2013,6.527
FIN,BB-P100-CAB,P1Y,100HAB,0,2013-Q2,6.243
FIN,BB-P100-CAB,P1Y,100HAB,0,2013-Q4,6.527
FIN,BB-P100-CAB,P1Y,100HAB,0,2014,7.158
FIN,BB-P100-CAB,P1Y,100HAB,0,2014-Q2,6.453
FIN,BB-P100-CAB,P1Y,100HAB,0,2014-Q4,7.158
FIN,BB-P100-CAB,P1Y,100HAB,0,2015,7.372
FIN,BB-P100-CAB,P1Y,100HAB,0,2015-Q2,7.323
FIN,BB-P100-CAB,P1Y,100HAB,0,2015-Q4,7.372
FIN,BB-P100-CAB,P1Y,100HAB,0,2016,7.497
FIN,BB-P100-CAB,P1Y,100HAB,0,2016-Q2,7.463
FIN,BB-P100-CAB,P1Y,100HAB,0,2016-Q4,7.497
FIN,BB-P100-CAB,P1Y,100HAB,0,2017,7.462
FIN,BB-P100-CAB,P1Y,100HAB,0,2017-Q2,7.57
FIN,BB-P100-CAB,P1Y,100HAB,0,2017-Q4,7.462
FIN,BB-P100-CAB,P1Y,100HAB,0,2018,7.868
FIN,BB-P100-CAB,P1Y,100HAB,0,2018-Q2,7.698
FIN,BB-P100-CAB,P1Y,100HAB,0,2018-Q4,7.868
FIN,BB-P100-CAB,P1Y,100HAB,0,2019,8.295
FIN,BB-P100-CAB,P1Y,100HAB,0,2019-Q2,8.031
FIN,BB-P100-CAB,P1Y,100HAB,0,2019-Q4,8.295
FRA,BB-P100-CAB,P1Y,100HAB,0,2009,1.737
FRA,BB-P100-CAB,P1Y,100HAB,0,2009-Q4,1.737
FRA,BB-P100-CAB,P1Y,100HAB,0,2010,1.934
FRA,BB-P100-CAB,P1Y,100HAB,0,2010-Q2,1.832
FRA,BB-P100-CAB,P1Y,100HAB,0,2010-Q4,1.934
FRA,BB-P100-CAB,P1Y,100HAB,0,2011,2.148
FRA,BB-P100-CAB,P1Y,100HAB,0,2011-Q2,2.034
FRA,BB-P100-CAB,P1Y,100HAB,0,2011-Q4,2.148
FRA,BB-P100-CAB,P1Y,100HAB,0,2012,2.302
FRA,BB-P100-CAB,P1Y,100HAB,0,2012-Q2,2.204
FRA,BB-P100-CAB,P1Y,100HAB,0,2012-Q4,2.302
FRA,BB-P100-CAB,P1Y,100HAB,0,2013,2.629
FRA,BB-P100-CAB,P1Y,100HAB,0,2013-Q2,2.361
FRA,BB-P100-CAB,P1Y,100HAB,0,2013-Q4,2.629
FRA,BB-P100-CAB,P1Y,100HAB,0,2014,3.315
FRA,BB-P100-CAB,P1Y,100HAB,0,2014-Q2,2.8
FRA,BB-P100-CAB,P1Y,100HAB,0,2014-Q4,3.315
FRA,BB-P100-CAB,P1Y,100HAB,0,2015,4.465
FRA,BB-P100-CAB,P1Y,100HAB,0,2015-Q2,3.953
FRA,BB-P100-CAB,P1Y,100HAB,0,2015-Q4,4.465
FRA,BB-P100-CAB,P1Y,100HAB,0,2016,5.192
FRA,BB-P100-CAB,P1Y,100HAB,0,2016-Q2,4.824
FRA,BB-P100-CAB,P1Y,100HAB,0,2016-Q4,5.192
FRA,BB-P100-CAB,P1Y,100HAB,0,2017,5.756
FRA,BB-P100-CAB,P1Y,100HAB,0,2017-Q2,5.491
FRA,BB-P100-CAB,P1Y,100HAB,0,2017-Q4,5.756
FRA,BB-P100-CAB,P1Y,100HAB,0,2018,6.363
FRA,BB-P100-CAB,P1Y,100HAB,0,2018-Q2,6.017
FRA,BB-P100-CAB,P1Y,100HAB,0,2018-Q4,6.363
FRA,BB-P100-CAB,P1Y,100HAB,0,2019,6.548
FRA,BB-P100-CAB,P1Y,100HAB,0,2019-Q2,6.482
FRA,BB-P100-CAB,P1Y,100HAB,0,2019-Q4,6.548
DEU,BB-P100-CAB,P1Y,100HAB,0,2009,2.858
DEU,BB-P100-CAB,P1Y,100HAB,0,2009-Q4,2.858
DEU,BB-P100-CAB,P1Y,100HAB,0,2010,3.612
DEU,BB-P100-CAB,P1Y,100HAB,0,2010-Q2,3.218
DEU,BB-P100-CAB,P1Y,100HAB,0,2010-Q4,3.612
DEU,BB-P100-CAB,P1Y,100HAB,0,2011,4.406
DEU,BB-P100-CAB,P1Y,100HAB,0,2011-Q2,3.861
DEU,BB-P100-CAB,P1Y,100HAB,0,2011-Q4,4.406
DEU,BB-P100-CAB,P1Y,100HAB,0,2012,5.378
DEU,BB-P100-CAB,P1Y,100HAB,0,2012-Q2,4.923
DEU,BB-P100-CAB,P1Y,100HAB,0,2012-Q4,5.378
DEU,BB-P100-CAB,P1Y,100HAB,0,2013,6.288
DEU,BB-P100-CAB,P1Y,100HAB,0,2013-Q2,5.853
DEU,BB-P100-CAB,P1Y,100HAB,0,2013-Q4,6.288
DEU,BB-P100-CAB,P1Y,100HAB,0,2014,7.283
DEU,BB-P100-CAB,P1Y,100HAB,0,2014-Q2,6.797
DEU,BB-P100-CAB,P1Y,100HAB,0,2014-Q4,7.283
DEU,BB-P100-CAB,P1Y,100HAB,0,2015,8.089
DEU,BB-P100-CAB,P1Y,100HAB,0,2015-Q2,7.704
DEU,BB-P100-CAB,P1Y,100HAB,0,2015-Q4,8.089
DEU,BB-P100-CAB,P1Y,100HAB,0,2016,8.7
DEU,BB-P100-CAB,P1Y,100HAB,0,2016-Q2,8.464
DEU,BB-P100-CAB,P1Y,100HAB,0,2016-Q4,8.7
DEU,BB-P100-CAB,P1Y,100HAB,0,2017,9.331
DEU,BB-P100-CAB,P1Y,100HAB,0,2017-Q2,9.015
DEU,BB-P100-CAB,P1Y,100HAB,0,2017-Q4,9.331
DEU,BB-P100-CAB,P1Y,100HAB,0,2018,9.626
DEU,BB-P100-CAB,P1Y,100HAB,0,2018-Q2,9.492
DEU,BB-P100-CAB,P1Y,100HAB,0,2018-Q4,9.626
DEU,BB-P100-CAB,P1Y,100HAB,0,2019,9.996
DEU,BB-P100-CAB,P1Y,100HAB,0,2019-Q2,9.765
DEU,BB-P100-CAB,P1Y,100HAB,0,2019-Q4,9.996
HUN,BB-P100-CAB,P1Y,100HAB,0,2009,8.387
HUN,BB-P100-CAB,P1Y,100HAB,0,2009-Q4,8.387
HUN,BB-P100-CAB,P1Y,100HAB,0,2010,8.961
HUN,BB-P100-CAB,P1Y,100HAB,0,2010-Q2,8.686
HUN,BB-P100-CAB,P1Y,100HAB,0,2010-Q4,8.961
HUN,BB-P100-CAB,P1Y,100HAB,0,2011,9.917
HUN,BB-P100-CAB,P1Y,100HAB,0,2011-Q2,9.335
HUN,BB-P100-CAB,P1Y,100HAB,0,2011-Q4,9.917
HUN,BB-P100-CAB,P1Y,100HAB,0,2012,10.703
HUN,BB-P100-CAB,P1Y,100HAB,0,2012-Q2,10.279
HUN,BB-P100-CAB,P1Y,100HAB,0,2012-Q4,10.703
HUN,BB-P100-CAB,P1Y,100HAB,0,2013,11.608
HUN,BB-P100-CAB,P1Y,100HAB,0,2013-Q2,11.052
HUN,BB-P100-CAB,P1Y,100HAB,0,2013-Q4,11.608
HUN,BB-P100-CAB,P1Y,100HAB,0,2014,12.534
HUN,BB-P100-CAB,P1Y,100HAB,0,2014-Q2,12.078
HUN,BB-P100-CAB,P1Y,100HAB,0,2014-Q4,12.534
HUN,BB-P100-CAB,P1Y,100HAB,0,2015,13.373
HUN,BB-P100-CAB,P1Y,100HAB,0,2015-Q2,12.898
HUN,BB-P100-CAB,P1Y,100HAB,0,2015-Q4,13.373
HUN,BB-P100-CAB,P1Y,100HAB,0,2016,14.035
HUN,BB-P100-CAB,P1Y,100HAB,0,2016-Q2,13.703
HUN,BB-P100-CAB,P1Y,100HAB,0,2016-Q4,14.035
HUN,BB-P100-CAB,P1Y,100HAB,0,2017,14.779
HUN,BB-P100-CAB,P1Y,100HAB,0,2017-Q2,14.411
HUN,BB-P100-CAB,P1Y,100HAB,0,2017-Q4,14.779
HUN,BB-P100-CAB,P1Y,100HAB,0,2018,15.478
HUN,BB-P100-CAB,P1Y,100HAB,0,2018-Q2,15.089
HUN,BB-P100-CAB,P1Y,100HAB,0,2018-Q4,15.478
HUN,BB-P100-CAB,P1Y,100HAB,0,2019,15.969
HUN,BB-P100-CAB,P1Y,100HAB,0,2019-Q2,15.715
HUN,BB-P100-CAB,P1Y,100HAB,0,2019-Q4,15.969
ISL,BB-P100-CAB,P1Y,100HAB,0,2019,0.27
ISL,BB-P100-CAB,P1Y,100HAB,0,2019-Q4,0.27
IRL,BB-P100-CAB,P1Y,100HAB,0,2009,3.325
IRL,BB-P100-CAB,P1Y,100HAB,0,2009-Q4,3.325
IRL,BB-P100-CAB,P1Y,100HAB,0,2010,4.443
IRL,BB-P100-CAB,P1Y,100HAB,0,2010-Q2,3.815
IRL,BB-P100-CAB,P1Y,100HAB,0,2010-Q4,4.443
IRL,BB-P100-CAB,P1Y,100HAB,0,2011,5.674
IRL,BB-P100-CAB,P1Y,100HAB,0,2011-Q2,5.013
IRL,BB-P100-CAB,P1Y,100HAB,0,2011-Q4,5.674
IRL,BB-P100-CAB,P1Y,100HAB,0,2012,6.677
IRL,BB-P100-CAB,P1Y,100HAB,0,2012-Q2,6.256
IRL,BB-P100-CAB,P1Y,100HAB,0,2012-Q4,6.677
IRL,BB-P100-CAB,P1Y,100HAB,0,2013,7.386
IRL,BB-P100-CAB,P1Y,100HAB,0,2013-Q2,7.048
IRL,BB-P100-CAB,P1Y,100HAB,0,2013-Q4,7.386
IRL,BB-P100-CAB,P1Y,100HAB,0,2014,7.879
IRL,BB-P100-CAB,P1Y,100HAB,0,2014-Q2,7.693
IRL,BB-P100-CAB,P1Y,100HAB,0,2014-Q4,7.879
IRL,BB-P100-CAB,P1Y,100HAB,0,2015,7.964
IRL,BB-P100-CAB,P1Y,100HAB,0,2015-Q2,7.955
IRL,BB-P100-CAB,P1Y,100HAB,0,2015-Q4,7.964
IRL,BB-P100-CAB,P1Y,100HAB,0,2016,7.722
IRL,BB-P100-CAB,P1Y,100HAB,0,2016-Q2,7.806
IRL,BB-P100-CAB,P1Y,100HAB,0,2016-Q4,7.722
IRL,BB-P100-CAB,P1Y,100HAB,0,2017,7.778
IRL,BB-P100-CAB,P1Y,100HAB,0,2017-Q2,7.78
IRL,BB-P100-CAB,P1Y,100HAB,0,2017-Q4,7.778
IRL,BB-P100-CAB,P1Y,100HAB,0,2018,7.671
IRL,BB-P100-CAB,P1Y,100HAB,0,2018-Q2,7.734
IRL,BB-P100-CAB,P1Y,100HAB,0,2018-Q4,7.671
IRL,BB-P100-CAB,P1Y,100HAB,0,2019,7.54
IRL,BB-P100-CAB,P1Y,100HAB,0,2019-Q2,7.645
IRL,BB-P100-CAB,P1Y,100HAB,0,2019-Q4,7.54
JPN,BB-P100-CAB,P1Y,100HAB,0,2009,3.358
JPN,BB-P100-CAB,P1Y,100HAB,0,2009-Q4,3.358
JPN,BB-P100-CAB,P1Y,100HAB,0,2010,4.423
JPN,BB-P100-CAB,P1Y,100HAB,0,2010-Q2,4.198
JPN,BB-P100-CAB,P1Y,100HAB,0,2010-Q4,4.423
JPN,BB-P100-CAB,P1Y,100HAB,0,2011,4.62
JPN,BB-P100-CAB,P1Y,100HAB,0,2011-Q2,4.477
JPN,BB-P100-CAB,P1Y,100HAB,0,2011-Q4,4.62
JPN,BB-P100-CAB,P1Y,100HAB,0,2012,4.708
JPN,BB-P100-CAB,P1Y,100HAB,0,2012-Q2,4.659
JPN,BB-P100-CAB,P1Y,100HAB,0,2012-Q4,4.708
JPN,BB-P100-CAB,P1Y,100HAB,0,2013,4.761
JPN,BB-P100-CAB,P1Y,100HAB,0,2013-Q2,4.736
JPN,BB-P100-CAB,P1Y,100HAB,0,2013-Q4,4.761
JPN,BB-P100-CAB,P1Y,100HAB,0,2014,4.956
JPN,BB-P100-CAB,P1Y,100HAB,0,2014-Q2,4.889
JPN,BB-P100-CAB,P1Y,100HAB,0,2014-Q4,4.956
JPN,BB-P100-CAB,P1Y,100HAB,0,2015,5.275
JPN,BB-P100-CAB,P1Y,100HAB,0,2015-Q2,5.196
JPN,BB-P100-CAB,P1Y,100HAB,0,2015-Q4,5.275
JPN,BB-P100-CAB,P1Y,100HAB,0,2016,5.397
JPN,BB-P100-CAB,P1Y,100HAB,0,2016-Q2,5.34
JPN,BB-P100-CAB,P1Y,100HAB,0,2016-Q4,5.397
JPN,BB-P100-CAB,P1Y,100HAB,0,2017,5.439
JPN,BB-P100-CAB,P1Y,100HAB,0,2017-Q2,5.425
JPN,BB-P100-CAB,P1Y,100HAB,0,2017-Q4,5.439
JPN,BB-P100-CAB,P1Y,100HAB,0,2018,5.432
JPN,BB-P100-CAB,P1Y,100HAB,0,2018-Q2,5.441
JPN,BB-P100-CAB,P1Y,100HAB,0,2018-Q4,5.432
JPN,BB-P100-CAB,P1Y,100HAB,0,2019,5.355
JPN,BB-P100-CAB,P1Y,100HAB,0,2019-Q2,5.401
JPN,BB-P100-CAB,P1Y,100HAB,0,2019-Q4,5.355
KOR,BB-P100-CAB,P1Y,100HAB,0,2009,10.428
KOR,BB-P100-CAB,P1Y,100HAB,0,2009-Q4,10.428
KOR,BB-P100-CAB,P1Y,100HAB,0,2010,10.331
KOR,BB-P100-CAB,P1Y,100HAB,0,2010-Q2,10.461
KOR,BB-P100-CAB,P1Y,100HAB,0,2010-Q4,10.331
KOR,BB-P100-CAB,P1Y,100HAB,0,2011,10.014
KOR,BB-P100-CAB,P1Y,100HAB,0,2011-Q2,10.19
KOR,BB-P100-CAB,P1Y,100HAB,0,2011-Q4,10.014
KOR,BB-P100-CAB,P1Y,100HAB,0,2012,9.757
KOR,BB-P100-CAB,P1Y,100HAB,0,2012-Q2,9.87
KOR,BB-P100-CAB,P1Y,100HAB,0,2012-Q4,9.757
KOR,BB-P100-CAB,P1Y,100HAB,0,2013,9.402
KOR,BB-P100-CAB,P1Y,100HAB,0,2013-Q2,9.674
KOR,BB-P100-CAB,P1Y,100HAB,0,2013-Q4,9.402
KOR,BB-P100-CAB,P1Y,100HAB,0,2014,8.642
KOR,BB-P100-CAB,P1Y,100HAB,0,2014-Q2,8.993
KOR,BB-P100-CAB,P1Y,100HAB,0,2014-Q4,8.642
KOR,BB-P100-CAB,P1Y,100HAB,0,2015,8.213
KOR,BB-P100-CAB,P1Y,100HAB,0,2015-Q2,8.448
KOR,BB-P100-CAB,P1Y,100HAB,0,2015-Q4,8.213
KOR,BB-P100-CAB,P1Y,100HAB,0,2016,7.809
KOR,BB-P100-CAB,P1Y,100HAB,0,2016-Q2,8.135
KOR,BB-P100-CAB,P1Y,100HAB,0,2016-Q4,7.809
KOR,BB-P100-CAB,P1Y,100HAB,0,2017,7.502
KOR,BB-P100-CAB,P1Y,100HAB,0,2017-Q2,7.705
KOR,BB-P100-CAB,P1Y,100HAB,0,2017-Q4,7.502
KOR,BB-P100-CAB,P1Y,100HAB,0,2018,6.745
KOR,BB-P100-CAB,P1Y,100HAB,0,2018-Q2,7.357
KOR,BB-P100-CAB,P1Y,100HAB,0,2018-Q4,6.745
KOR,BB-P100-CAB,P1Y,100HAB,0,2019,6.12
KOR,BB-P100-CAB,P1Y,100HAB,0,2019-Q2,6.449
KOR,BB-P100-CAB,P1Y,100HAB,0,2019-Q4,6.12
LUX,BB-P100-CAB,P1Y,100HAB,0,2009,2.559
LUX,BB-P100-CAB,P1Y,100HAB,0,2009-Q4,2.559
LUX,BB-P100-CAB,P1Y,100HAB,0,2010,2.845
LUX,BB-P100-CAB,P1Y,100HAB,0,2010-Q2,2.751
LUX,BB-P100-CAB,P1Y,100HAB,0,2010-Q4,2.845
LUX,BB-P100-CAB,P1Y,100HAB,0,2011,3.005
LUX,BB-P100-CAB,P1Y,100HAB,0,2011-Q2,2.939
LUX,BB-P100-CAB,P1Y,100HAB,0,2011-Q4,3.005
LUX,BB-P100-CAB,P1Y,100HAB,0,2012,3.151
LUX,BB-P100-CAB,P1Y,100HAB,0,2012-Q2,3.077
LUX,BB-P100-CAB,P1Y,100HAB,0,2012-Q4,3.151
LUX,BB-P100-CAB,P1Y,100HAB,0,2013,3.393
LUX,BB-P100-CAB,P1Y,100HAB,0,2013-Q2,3.349
LUX,BB-P100-CAB,P1Y,100HAB,0,2013-Q4,3.393
LUX,BB-P100-CAB,P1Y,100HAB,0,2014,3.582
LUX,BB-P100-CAB,P1Y,100HAB,0,2014-Q2,3.613
LUX,BB-P100-CAB,P1Y,100HAB,0,2014-Q4,3.582
LUX,BB-P100-CAB,P1Y,100HAB,0,2015,3.811
LUX,BB-P100-CAB,P1Y,100HAB,0,2015-Q2,3.815
LUX,BB-P100-CAB,P1Y,100HAB,0,2015-Q4,3.811
LUX,BB-P100-CAB,P1Y,100HAB,0,2016,3.732
LUX,BB-P100-CAB,P1Y,100HAB,0,2016-Q2,3.894
LUX,BB-P100-CAB,P1Y,100HAB,0,2016-Q4,3.732
LUX,BB-P100-CAB,P1Y,100HAB,0,2017,3.702
LUX,BB-P100-CAB,P1Y,100HAB,0,2017-Q2,3.84
LUX,BB-P100-CAB,P1Y,100HAB,0,2017-Q4,3.702
LUX,BB-P100-CAB,P1Y,100HAB,0,2018,3.663
LUX,BB-P100-CAB,P1Y,100HAB,0,2018-Q2,3.735
LUX,BB-P100-CAB,P1Y,100HAB,0,2018-Q4,3.663
LUX,BB-P100-CAB,P1Y,100HAB,0,2019,3.604
LUX,BB-P100-CAB,P1Y,100HAB,0,2019-Q2,3.688
LUX,BB-P100-CAB,P1Y,100HAB,0,2019-Q4,3.604
MEX,BB-P100-CAB,P1Y,100HAB,0,2009,1.665
MEX,BB-P100-CAB,P1Y,100HAB,0,2009-Q4,1.665
MEX,BB-P100-CAB,P1Y,100HAB,0,2010,1.862
MEX,BB-P100-CAB,P1Y,100HAB,0,2010-Q2,1.775
MEX,BB-P100-CAB,P1Y,100HAB,0,2010-Q4,1.862
MEX,BB-P100-CAB,P1Y,100HAB,0,2011,2.05
MEX,BB-P100-CAB,P1Y,100HAB,0,2011-Q2,1.965
MEX,BB-P100-CAB,P1Y,100HAB,0,2011-Q4,2.05
MEX,BB-P100-CAB,P1Y,100HAB,0,2012,2.228
MEX,BB-P100-CAB,P1Y,100HAB,0,2012-Q2,2.152
MEX,BB-P100-CAB,P1Y,100HAB,0,2012-Q4,2.228
MEX,BB-P100-CAB,P1Y,100HAB,0,2013,2.339
MEX,BB-P100-CAB,P1Y,100HAB,0,2013-Q2,2.086
MEX,BB-P100-CAB,P1Y,100HAB,0,2013-Q4,2.339
MEX,BB-P100-CAB,P1Y,100HAB,0,2014,2.952
MEX,BB-P100-CAB,P1Y,100HAB,0,2014-Q2,2.622
MEX,BB-P100-CAB,P1Y,100HAB,0,2014-Q4,2.952
MEX,BB-P100-CAB,P1Y,100HAB,0,2015,4.05
MEX,BB-P100-CAB,P1Y,100HAB,0,2015-Q2,3.556
MEX,BB-P100-CAB,P1Y,100HAB,0,2015-Q4,4.05
MEX,BB-P100-CAB,P1Y,100HAB,0,2016,4.541
MEX,BB-P100-CAB,P1Y,100HAB,0,2016-Q2,4.263
MEX,BB-P100-CAB,P1Y,100HAB,0,2016-Q4,4.541
MEX,BB-P100-CAB,P1Y,100HAB,0,2017,5.06
MEX,BB-P100-CAB,P1Y,100HAB,0,2017-Q2,4.705
MEX,BB-P100-CAB,P1Y,100HAB,0,2017-Q4,5.06
MEX,BB-P100-CAB,P1Y,100HAB,0,2018,5.607
MEX,BB-P100-CAB,P1Y,100HAB,0,2018-Q2,5.451
MEX,BB-P100-CAB,P1Y,100HAB,0,2018-Q4,5.607
MEX,BB-P100-CAB,P1Y,100HAB,0,2019,5.999
MEX,BB-P100-CAB,P1Y,100HAB,0,2019-Q2,5.757
MEX,BB-P100-CAB,P1Y,100HAB,0,2019-Q4,5.999
NLD,BB-P100-CAB,P1Y,100HAB,0,2009,14.223
NLD,BB-P100-CAB,P1Y,100HAB,0,2009-Q4,14.223
NLD,BB-P100-CAB,P1Y,100HAB,0,2010,15.414
NLD,BB-P100-CAB,P1Y,100HAB,0,2010-Q2,14.834
NLD,BB-P100-CAB,P1Y,100HAB,0,2010-Q4,15.414
NLD,BB-P100-CAB,P1Y,100HAB,0,2011,16.732
NLD,BB-P100-CAB,P1Y,100HAB,0,2011-Q2,15.998
NLD,BB-P100-CAB,P1Y,100HAB,0,2011-Q4,16.732
NLD,BB-P100-CAB,P1Y,100HAB,0,2012,17.857
NLD,BB-P100-CAB,P1Y,100HAB,0,2012-Q2,17.516
NLD,BB-P100-CAB,P1Y,100HAB,0,2012-Q4,17.857
NLD,BB-P100-CAB,P1Y,100HAB,0,2013,18.68
NLD,BB-P100-CAB,P1Y,100HAB,0,2013-Q2,18.144
NLD,BB-P100-CAB,P1Y,100HAB,0,2013-Q4,18.68
NLD,BB-P100-CAB,P1Y,100HAB,0,2014,19.33
NLD,BB-P100-CAB,P1Y,100HAB,0,2014-Q2,19.21
NLD,BB-P100-CAB,P1Y,100HAB,0,2014-Q4,19.33
NLD,BB-P100-CAB,P1Y,100HAB,0,2015,19.044
NLD,BB-P100-CAB,P1Y,100HAB,0,2015-Q2,19.241
NLD,BB-P100-CAB,P1Y,100HAB,0,2015-Q4,19.044
NLD,BB-P100-CAB,P1Y,100HAB,0,2016,19.624
NLD,BB-P100-CAB,P1Y,100HAB,0,2016-Q2,19.392
NLD,BB-P100-CAB,P1Y,100HAB,0,2016-Q4,19.624
NLD,BB-P100-CAB,P1Y,100HAB,0,2017,19.847
NLD,BB-P100-CAB,P1Y,100HAB,0,2017-Q2,19.718
NLD,BB-P100-CAB,P1Y,100HAB,0,2017-Q4,19.847
NLD,BB-P100-CAB,P1Y,100HAB,0,2018,20.143
NLD,BB-P100-CAB,P1Y,100HAB,0,2018-Q2,20.168
NLD,BB-P100-CAB,P1Y,100HAB,0,2018-Q4,20.143
NLD,BB-P100-CAB,P1Y,100HAB,0,2019,20.26
NLD,BB-P100-CAB,P1Y,100HAB,0,2019-Q2,20.281
NLD,BB-P100-CAB,P1Y,100HAB,0,2019-Q4,20.26
NZL,BB-P100-CAB,P1Y,100HAB,0,2009,1.391
NZL,BB-P100-CAB,P1Y,100HAB,0,2009-Q4,1.391
NZL,BB-P100-CAB,P1Y,100HAB,0,2010,1.437
NZL,BB-P100-CAB,P1Y,100HAB,0,2010-Q2,1.445
NZL,BB-P100-CAB,P1Y,100HAB,0,2010-Q4,1.437
NZL,BB-P100-CAB,P1Y,100HAB,0,2011,1.434
NZL,BB-P100-CAB,P1Y,100HAB,0,2011-Q2,1.461
NZL,BB-P100-CAB,P1Y,100HAB,0,2011-Q4,1.434
NZL,BB-P100-CAB,P1Y,100HAB,0,2012,1.456
NZL,BB-P100-CAB,P1Y,100HAB,0,2012-Q2,1.483
NZL,BB-P100-CAB,P1Y,100HAB,0,2012-Q4,1.456
NZL,BB-P100-CAB,P1Y,100HAB,0,2013,1.458
NZL,BB-P100-CAB,P1Y,100HAB,0,2013-Q2,1.471
NZL,BB-P100-CAB,P1Y,100HAB,0,2013-Q4,1.458
NZL,BB-P100-CAB,P1Y,100HAB,0,2014,1.436
NZL,BB-P100-CAB,P1Y,100HAB,0,2014-Q2,1.458
NZL,BB-P100-CAB,P1Y,100HAB,0,2014-Q4,1.436
NZL,BB-P100-CAB,P1Y,100HAB,0,2015,1.366
NZL,BB-P100-CAB,P1Y,100HAB,0,2015-Q2,1.395
NZL,BB-P100-CAB,P1Y,100HAB,0,2015-Q4,1.366
NZL,BB-P100-CAB,P1Y,100HAB,0,2016,1.408
NZL,BB-P100-CAB,P1Y,100HAB,0,2016-Q2,1.348
NZL,BB-P100-CAB,P1Y,100HAB,0,2016-Q4,1.408
NZL,BB-P100-CAB,P1Y,100HAB,0,2017,1.421
NZL,BB-P100-CAB,P1Y,100HAB,0,2017-Q2,1.425
NZL,BB-P100-CAB,P1Y,100HAB,0,2017-Q4,1.421
NZL,BB-P100-CAB,P1Y,100HAB,0,2018,1.296
NZL,BB-P100-CAB,P1Y,100HAB,0,2018-Q2,1.379
NZL,BB-P100-CAB,P1Y,100HAB,0,2018-Q4,1.296
NZL,BB-P100-CAB,P1Y,100HAB,0,2019,1.114
NZL,BB-P100-CAB,P1Y,100HAB,0,2019-Q2,1.316
NZL,BB-P100-CAB,P1Y,100HAB,0,2019-Q4,1.114
NOR,BB-P100-CAB,P1Y,100HAB,0,2009,8.613
NOR,BB-P100-CAB,P1Y,100HAB,0,2009-Q4,8.613
NOR,BB-P100-CAB,P1Y,100HAB,0,2010,9.84
NOR,BB-P100-CAB,P1Y,100HAB,0,2010-Q2,9.213
NOR,BB-P100-CAB,P1Y,100HAB,0,2010-Q4,9.84
NOR,BB-P100-CAB,P1Y,100HAB,0,2011,10.597
NOR,BB-P100-CAB,P1Y,100HAB,0,2011-Q2,10.309
NOR,BB-P100-CAB,P1Y,100HAB,0,2011-Q4,10.597
NOR,BB-P100-CAB,P1Y,100HAB,0,2012,11.183
NOR,BB-P100-CAB,P1Y,100HAB,0,2012-Q2,10.921
NOR,BB-P100-CAB,P1Y,100HAB,0,2012-Q4,11.183
NOR,BB-P100-CAB,P1Y,100HAB,0,2013,11.604
NOR,BB-P100-CAB,P1Y,100HAB,0,2013-Q2,11.498
NOR,BB-P100-CAB,P1Y,100HAB,0,2013-Q4,11.604
NOR,BB-P100-CAB,P1Y,100HAB,0,2014,11.904
NOR,BB-P100-CAB,P1Y,100HAB,0,2014-Q2,11.764
NOR,BB-P100-CAB,P1Y,100HAB,0,2014-Q4,11.904
NOR,BB-P100-CAB,P1Y,100HAB,0,2015,12.233
NOR,BB-P100-CAB,P1Y,100HAB,0,2015-Q2,12.133
NOR,BB-P100-CAB,P1Y,100HAB,0,2015-Q4,12.233
NOR,BB-P100-CAB,P1Y,100HAB,0,2016,12.15
NOR,BB-P100-CAB,P1Y,100HAB,0,2016-Q2,12.317
NOR,BB-P100-CAB,P1Y,100HAB,0,2016-Q4,12.15
NOR,BB-P100-CAB,P1Y,100HAB,0,2017,11.816
NOR,BB-P100-CAB,P1Y,100HAB,0,2017-Q2,11.988
NOR,BB-P100-CAB,P1Y,100HAB,0,2017-Q4,11.816
NOR,BB-P100-CAB,P1Y,100HAB,0,2018,11.423
NOR,BB-P100-CAB,P1Y,100HAB,0,2018-Q2,11.663
NOR,BB-P100-CAB,P1Y,100HAB,0,2018-Q4,11.423
NOR,BB-P100-CAB,P1Y,100HAB,0,2019,11.183
NOR,BB-P100-CAB,P1Y,100HAB,0,2019-Q2,11.344
NOR,BB-P100-CAB,P1Y,100HAB,0,2019-Q4,11.183
POL,BB-P100-CAB,P1Y,100HAB,0,2009,3.612
POL,BB-P100-CAB,P1Y,100HAB,0,2009-Q4,3.612
POL,BB-P100-CAB,P1Y,100HAB,0,2010,4.339
POL,BB-P100-CAB,P1Y,100HAB,0,2010-Q2,4
POL,BB-P100-CAB,P1Y,100HAB,0,2010-Q4,4.339
POL,BB-P100-CAB,P1Y,100HAB,0,2011,4.659
POL,BB-P100-CAB,P1Y,100HAB,0,2011-Q2,4.471
POL,BB-P100-CAB,P1Y,100HAB,0,2011-Q4,4.659
POL,BB-P100-CAB,P1Y,100HAB,0,2012,5.262
POL,BB-P100-CAB,P1Y,100HAB,0,2012-Q2,4.291
POL,BB-P100-CAB,P1Y,100HAB,0,2012-Q4,5.262
POL,BB-P100-CAB,P1Y,100HAB,0,2013,5.718
POL,BB-P100-CAB,P1Y,100HAB,0,2013-Q2,5.487
POL,BB-P100-CAB,P1Y,100HAB,0,2013-Q4,5.718
POL,BB-P100-CAB,P1Y,100HAB,0,2014,6.044
POL,BB-P100-CAB,P1Y,100HAB,0,2014-Q2,5.93
POL,BB-P100-CAB,P1Y,100HAB,0,2014-Q4,6.044
