LOCATION,VAR,TIME_FORMAT,UNIT,POWERCODE,obsTime,obsValue
AUT,BBW-P100-STAN,P1Y,100HAB,0,2010-Q2,4.678
AUT,BBW-P100-STAN,P1Y,100HAB,0,2010-Q4,9.843
AUT,BBW-P100-STAN,P1Y,100HAB,0,2011,21.378
AUT,BBW-P100-STAN,P1Y,100HAB,0,2011-Q2,14.698
AUT,BBW-P100-STAN,P1Y,100HAB,0,2011-Q4,21.378
AUT,BBW-P100-STAN,P1Y,100HAB,0,2012,31.872
AUT,BBW-P100-STAN,P1Y,100HAB,0,2012-Q2,26.416
AUT,BBW-P100-STAN,P1Y,100HAB,0,2012-Q4,31.872
AUT,BBW-P100-STAN,P1Y,100HAB,0,2013,38.538
AUT,BBW-P100-STAN,P1Y,100HAB,0,2013-Q2,37.086
AUT,BBW-P100-STAN,P1Y,100HAB,0,2013-Q4,38.538
AUT,BBW-P100-STAN,P1Y,100HAB,0,2014,41.65
AUT,BBW-P100-STAN,P1Y,100HAB,0,2014-Q2,40.38
AUT,BBW-P100-STAN,P1Y,100HAB,0,2014-Q4,41.65
AUT,BBW-P100-STAN,P1Y,100HAB,0,2015,44.366
AUT,BBW-P100-STAN,P1Y,100HAB,0,2015-Q2,42.344
AUT,BBW-P100-STAN,P1Y,100HAB,0,2015-Q4,44.366
AUT,BBW-P100-STAN,P1Y,100HAB,0,2016,53.331
AUT,BBW-P100-STAN,P1Y,100HAB,0,2016-Q2,49.619
AUT,BBW-P100-STAN,P1Y,100HAB,0,2016-Q4,53.331
AUT,BBW-P100-STAN,P1Y,100HAB,0,2017,62.177
AUT,BBW-P100-STAN,P1Y,100HAB,0,2017-Q2,55.139
AUT,BBW-P100-STAN,P1Y,100HAB,0,2017-Q4,62.177
AUT,BBW-P100-STAN,P1Y,100HAB,0,2018,64.02
AUT,BBW-P100-STAN,P1Y,100HAB,0,2018-Q2,62.22
AUT,BBW-P100-STAN,P1Y,100HAB,0,2018-Q4,64.02
AUT,BBW-P100-STAN,P1Y,100HAB,0,2019,79.598
AUT,BBW-P100-STAN,P1Y,100HAB,0,2019-Q2,66.007
AUT,BBW-P100-STAN,P1Y,100HAB,0,2019-Q4,79.598
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2009,18.749
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2009-Q4,18.749
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2010,23.172
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2010-Q2,21.359
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2010-Q4,23.172
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2011,24.625
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2011-Q2,23.333
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2011-Q4,24.625
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2012,26.184
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2012-Q2,25.022
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2012-Q4,26.184
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2013,25.941
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2013-Q2,25.824
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2013-Q4,25.941
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2014,25.406
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2014-Q2,25.096
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2014-Q4,25.406
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2015,25.531
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2015-Q2,24.948
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2015-Q4,25.531
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2016,28.188
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2016-Q2,28.531
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2016-Q4,28.188
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2017,25.644
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2017-Q2,28.066
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2017-Q4,25.644
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2018,24.458
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2018-Q2,24.331
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2018-Q4,24.458
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2019,28.748
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2019-Q2,24.672
AUT,BBW-P100-DEDI,P1Y,100HAB,0,2019-Q4,28.748
AUT,BBW-P100-TOT,P1Y,100HAB,0,2009,21.305
AUT,BBW-P100-TOT,P1Y,100HAB,0,2009-Q4,21.305
AUT,BBW-P100-TOT,P1Y,100HAB,0,2010,33.015
AUT,BBW-P100-TOT,P1Y,100HAB,0,2010-Q2,26.036
AUT,BBW-P100-TOT,P1Y,100HAB,0,2010-Q4,33.015
AUT,BBW-P100-TOT,P1Y,100HAB,0,2011,46.003
AUT,BBW-P100-TOT,P1Y,100HAB,0,2011-Q2,38.031
AUT,BBW-P100-TOT,P1Y,100HAB,0,2011-Q4,46.003
AUT,BBW-P100-TOT,P1Y,100HAB,0,2012,58.056
AUT,BBW-P100-TOT,P1Y,100HAB,0,2012-Q2,51.438
AUT,BBW-P100-TOT,P1Y,100HAB,0,2012-Q4,58.056
AUT,BBW-P100-TOT,P1Y,100HAB,0,2013,64.479
AUT,BBW-P100-TOT,P1Y,100HAB,0,2013-Q2,62.91
AUT,BBW-P100-TOT,P1Y,100HAB,0,2013-Q4,64.479
AUT,BBW-P100-TOT,P1Y,100HAB,0,2014,67.056
AUT,BBW-P100-TOT,P1Y,100HAB,0,2014-Q2,65.476
AUT,BBW-P100-TOT,P1Y,100HAB,0,2014-Q4,67.056
AUT,BBW-P100-TOT,P1Y,100HAB,0,2015,69.897
AUT,BBW-P100-TOT,P1Y,100HAB,0,2015-Q2,67.291
AUT,BBW-P100-TOT,P1Y,100HAB,0,2015-Q4,69.897
AUT,BBW-P100-TOT,P1Y,100HAB,0,2016,81.519
AUT,BBW-P100-TOT,P1Y,100HAB,0,2016-Q2,78.151
AUT,BBW-P100-TOT,P1Y,100HAB,0,2016-Q4,81.519
AUT,BBW-P100-TOT,P1Y,100HAB,0,2017,87.82
AUT,BBW-P100-TOT,P1Y,100HAB,0,2017-Q2,83.204
AUT,BBW-P100-TOT,P1Y,100HAB,0,2017-Q4,87.82
AUT,BBW-P100-TOT,P1Y,100HAB,0,2018,88.478
AUT,BBW-P100-TOT,P1Y,100HAB,0,2018-Q2,86.551
AUT,BBW-P100-TOT,P1Y,100HAB,0,2018-Q4,88.478
AUT,BBW-P100-TOT,P1Y,100HAB,0,2019,108.345
AUT,BBW-P100-TOT,P1Y,100HAB,0,2019-Q2,90.679
AUT,BBW-P100-TOT,P1Y,100HAB,0,2019-Q4,108.345
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2009,32924
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2009-Q4,32924
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2010,24117
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2010-Q2,29713
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2010-Q4,24117
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2011,19671
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2011-Q2,21377
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2011-Q4,19671
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2012,18190
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2012-Q2,19565
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2012-Q4,18190
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2013,15764
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2013-Q2,17151
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2013-Q4,15764
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2014,16200
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2014-Q2,16000
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2014-Q4,16200
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2015,16600
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2015-Q2,16300
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2015-Q4,16600
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2016,28700
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2016-Q2,29100
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2016-Q4,28700
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2017,28400
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2017-Q2,28600
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2017-Q4,28400
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2018,28242
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2018-Q2,28400
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2018-Q4,28242
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2019,27859
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2019-Q2,28066
AUT,BBW-SUBS-FIXW,P1Y,SUBS,0,2019-Q4,27859
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2009,213172
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2009-Q4,213172
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2010,823001
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2010-Q2,390185
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2010-Q4,823001
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2011,1793300
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2011-Q2,1228900
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2011-Q4,1793300
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2012,2685591
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2012-Q2,2215933
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2012-Q4,2685591
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2013,3266973
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2013-Q2,3125017
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2013-Q4,3266973
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2014,3558500
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2014-Q2,3423100
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2014-Q4,3558500
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2015,3828600
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2015-Q2,3617800
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2015-Q4,3828600
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2016,4661000
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2016-Q2,4281900
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2016-Q4,4661000
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2017,5468500
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2017-Q2,4819000
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2017-Q4,5468500
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2018,5657891
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2018-Q2,5472307
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2018-Q4,5657891
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2019,7064778
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2019-Q2,5833505
AUT,BBW-SUBS-STAN,P1Y,SUBS,0,2019-Q4,7064778
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2009,1563944
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2009-Q4,1563944
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2010,1937408
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2010-Q2,1781623
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2010-Q4,1937408
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2011,2065641
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2011-Q2,1950907
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2011-Q4,2065641
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2012,2206340
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2012-Q2,2098970
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2012-Q4,2206340
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2013,2199081
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2013-Q2,2175993
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2013-Q4,2199081
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2014,2170700
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2014-Q2,2127400
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2014-Q4,2170700
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2015,2203200
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2015-Q2,2131500
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2015-Q4,2203200
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2016,2463600
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2016-Q2,2462100
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2016-Q4,2463600
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2017,2255400
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2017-Q2,2452900
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2017-Q4,2255400
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2018,2161508
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2018-Q2,2139968
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2018-Q4,2161508
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2019,2551531
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2019-Q2,2180408
AUT,BBW-SUBS-DEDI,P1Y,SUBS,0,2019-Q4,2551531
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2009,1777116
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2009-Q4,1777116
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2010,2760409
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2010-Q2,2171808
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2010-Q4,2760409
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2011,3858941
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2011-Q2,3179807
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2011-Q4,3858941
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2012,4891931
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2012-Q2,4314903
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2012-Q4,4891931
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2013,5466054
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2013-Q2,5301010
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2013-Q4,5466054
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2014,5729200
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2014-Q2,5550500
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2014-Q4,5729200
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2015,6031800
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2015-Q2,5749300
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2015-Q4,6031800
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2016,7124600
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2016-Q2,6744000
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2016-Q4,7124600
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2017,7723900
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2017-Q2,7271900
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2017-Q4,7723900
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2018,7819399
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2018-Q2,7612275
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2018-Q4,7819399
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2019,9616309
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2019-Q2,8013913
AUT,BBW-SUBS-TOT,P1Y,SUBS,0,2019-Q4,9616309
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2009,0.178
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2009-Q4,0.178
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2010,0.152
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2010-Q2,0.164
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2010-Q4,0.152
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2011,0.135
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2011-Q2,0.143
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2011-Q4,0.135
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2012,0.115
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2012-Q2,0.123
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2012-Q4,0.115
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2013,0.085
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2013-Q2,0.095
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2013-Q4,0.085
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2014,0.002
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2014-Q2,0.002
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2014-Q4,0.002
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2015,0.002
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2015-Q2,0.002
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2015-Q4,0.002
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2016,0.002
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2016-Q2,0.002
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2016-Q4,0.002
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2017,0
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2017-Q2,0
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2017-Q4,0
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2018,0
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2018-Q2,0
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2018-Q4,0
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2019,0
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2019-Q2,0
BEL,BBW-P100-FIXW,P1Y,100HAB,0,2019-Q4,0
BEL,BBW-P100-STAN,P1Y,100HAB,0,2009,4.003
BEL,BBW-P100-STAN,P1Y,100HAB,0,2009-Q4,4.003
BEL,BBW-P100-STAN,P1Y,100HAB,0,2010,7.274
BEL,BBW-P100-STAN,P1Y,100HAB,0,2010-Q2,4.618
BEL,BBW-P100-STAN,P1Y,100HAB,0,2010-Q4,7.274
BEL,BBW-P100-STAN,P1Y,100HAB,0,2011,15.564
BEL,BBW-P100-STAN,P1Y,100HAB,0,2011-Q2,10.093
BEL,BBW-P100-STAN,P1Y,100HAB,0,2011-Q4,15.564
BEL,BBW-P100-STAN,P1Y,100HAB,0,2012,28.499
BEL,BBW-P100-STAN,P1Y,100HAB,0,2012-Q2,21.953
BEL,BBW-P100-STAN,P1Y,100HAB,0,2012-Q4,28.499
BEL,BBW-P100-STAN,P1Y,100HAB,0,2013,47.056
BEL,BBW-P100-STAN,P1Y,100HAB,0,2013-Q2,41.319
BEL,BBW-P100-STAN,P1Y,100HAB,0,2013-Q4,47.056
BEL,BBW-P100-STAN,P1Y,100HAB,0,2014,47.646
BEL,BBW-P100-STAN,P1Y,100HAB,0,2014-Q2,48.149
BEL,BBW-P100-STAN,P1Y,100HAB,0,2014-Q4,47.646
BEL,BBW-P100-STAN,P1Y,100HAB,0,2015,55.762
BEL,BBW-P100-STAN,P1Y,100HAB,0,2015-Q2,51.015
BEL,BBW-P100-STAN,P1Y,100HAB,0,2015-Q4,55.762
BEL,BBW-P100-STAN,P1Y,100HAB,0,2016,60.628
BEL,BBW-P100-STAN,P1Y,100HAB,0,2016-Q2,58.539
BEL,BBW-P100-STAN,P1Y,100HAB,0,2016-Q4,60.628
BEL,BBW-P100-STAN,P1Y,100HAB,0,2017,70.341
BEL,BBW-P100-STAN,P1Y,100HAB,0,2017-Q2,66.544
BEL,BBW-P100-STAN,P1Y,100HAB,0,2017-Q4,70.341
BEL,BBW-P100-STAN,P1Y,100HAB,0,2018,72.423
BEL,BBW-P100-STAN,P1Y,100HAB,0,2018-Q2,70.412
BEL,BBW-P100-STAN,P1Y,100HAB,0,2018-Q4,72.423
BEL,BBW-P100-STAN,P1Y,100HAB,0,2019,83.98
BEL,BBW-P100-STAN,P1Y,100HAB,0,2019-Q2,74.627
BEL,BBW-P100-STAN,P1Y,100HAB,0,2019-Q4,83.98
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2009,1.691
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2009-Q4,1.691
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2010,2.276
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2010-Q2,2.163
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2010-Q4,2.276
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2011,3.292
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2011-Q2,2.845
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2011-Q4,3.292
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2012,4.259
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2012-Q2,3.691
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2012-Q4,4.259
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2013,4.202
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2013-Q2,4.246
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2013-Q4,4.202
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2014,5.813
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2014-Q2,5.782
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2014-Q4,5.813
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2015,5.798
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2015-Q2,5.893
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2015-Q4,5.798
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2016,5.389
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2016-Q2,5.594
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2016-Q4,5.389
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2017,5.165
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2017-Q2,5.279
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2017-Q4,5.165
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2018,3.682
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2018-Q2,4.985
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2018-Q4,3.682
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2019,3.421
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2019-Q2,3.643
BEL,BBW-P100-DEDI,P1Y,100HAB,0,2019-Q4,3.421
BEL,BBW-P100-TOT,P1Y,100HAB,0,2009,5.695
BEL,BBW-P100-TOT,P1Y,100HAB,0,2009-Q4,5.695
BEL,BBW-P100-TOT,P1Y,100HAB,0,2010,9.55
BEL,BBW-P100-TOT,P1Y,100HAB,0,2010-Q2,6.78
BEL,BBW-P100-TOT,P1Y,100HAB,0,2010-Q4,9.55
BEL,BBW-P100-TOT,P1Y,100HAB,0,2011,18.856
BEL,BBW-P100-TOT,P1Y,100HAB,0,2011-Q2,12.939
BEL,BBW-P100-TOT,P1Y,100HAB,0,2011-Q4,18.856
BEL,BBW-P100-TOT,P1Y,100HAB,0,2012,32.758
BEL,BBW-P100-TOT,P1Y,100HAB,0,2012-Q2,25.644
BEL,BBW-P100-TOT,P1Y,100HAB,0,2012-Q4,32.758
BEL,BBW-P100-TOT,P1Y,100HAB,0,2013,51.258
BEL,BBW-P100-TOT,P1Y,100HAB,0,2013-Q2,45.565
BEL,BBW-P100-TOT,P1Y,100HAB,0,2013-Q4,51.258
BEL,BBW-P100-TOT,P1Y,100HAB,0,2014,53.459
BEL,BBW-P100-TOT,P1Y,100HAB,0,2014-Q2,53.931
BEL,BBW-P100-TOT,P1Y,100HAB,0,2014-Q4,53.459
BEL,BBW-P100-TOT,P1Y,100HAB,0,2015,61.56
BEL,BBW-P100-TOT,P1Y,100HAB,0,2015-Q2,56.908
BEL,BBW-P100-TOT,P1Y,100HAB,0,2015-Q4,61.56
BEL,BBW-P100-TOT,P1Y,100HAB,0,2016,66.017
BEL,BBW-P100-TOT,P1Y,100HAB,0,2016-Q2,64.133
BEL,BBW-P100-TOT,P1Y,100HAB,0,2016-Q4,66.017
BEL,BBW-P100-TOT,P1Y,100HAB,0,2017,75.506
BEL,BBW-P100-TOT,P1Y,100HAB,0,2017-Q2,71.823
BEL,BBW-P100-TOT,P1Y,100HAB,0,2017-Q4,75.506
BEL,BBW-P100-TOT,P1Y,100HAB,0,2018,76.105
BEL,BBW-P100-TOT,P1Y,100HAB,0,2018-Q2,75.397
BEL,BBW-P100-TOT,P1Y,100HAB,0,2018-Q4,76.105
BEL,BBW-P100-TOT,P1Y,100HAB,0,2019,87.402
BEL,BBW-P100-TOT,P1Y,100HAB,0,2019-Q2,78.27
BEL,BBW-P100-TOT,P1Y,100HAB,0,2019-Q4,87.402
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2009,19186
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2009-Q4,19186
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2010,16544
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2010-Q2,17759
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2010-Q4,16544
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2011,14920
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2011-Q2,15582
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2011-Q4,14920
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2012,12813
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2012-Q2,13549
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2012-Q4,12813
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2013,9525
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2013-Q2,10515
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2013-Q4,9525
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2014,271
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2014-Q2,267
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2014-Q4,271
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2015,231
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2015-Q2,270
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2015-Q4,231
BEL,BBW-SUBS-FIXW,P1Y,SUBS,0,2016,214
