LOCATION,SUBJECT,MEASURE,ACTIVITY,TIME_FORMAT,obsTime,obsValue
IRL,I3_HRSTO,GRW,C40T41,P1Y,2009,-12.6
ITA,I3_LCOST,PCT,C40T41,P1Y,2004,29
ITA,I3_LCOST,PCT,C40T41,P1Y,2005,29.2
ITA,I3_LCOST,PCT,C40T41,P1Y,2006,29.5
ITA,I3_LCOST,PCT,C40T41,P1Y,2007,29.5
ITA,I3_GVA,GRW,C40T41,P1Y,2004,3.8
ITA,I3_GVA,GRW,C40T41,P1Y,2005,0.2
ITA,I3_GVA,GRW,C40T41,P1Y,2006,2.3
ITA,I3_GVA,GRW,C40T41,P1Y,2007,-0.8
ITA,I3_GVA,GRW,C40T41,P1Y,2008,8.2
ITA,I3_GVA,GRW,C40T41,P1Y,2009,-10.9
ITA,I3_GVAHRS,GRW,C40T41,P1Y,2004,3.6
ITA,I3_GVAHRS,GRW,C40T41,P1Y,2005,2.2
ITA,I3_GVAHRS,GRW,C40T41,P1Y,2006,0
ITA,I3_GVAHRS,GRW,C40T41,P1Y,2007,-0.1
ITA,I3_GVAHRS,GRW,C40T41,P1Y,2008,8.9
ITA,I3_GVAHRS,GRW,C40T41,P1Y,2009,-10.1
ITA,I3_TOTK,GRW,C40T41,P1Y,2004,0.7
ITA,I3_TOTK,GRW,C40T41,P1Y,2005,1
ITA,I3_TOTK,GRW,C40T41,P1Y,2006,1.3
ITA,I3_TOTK,GRW,C40T41,P1Y,2007,2
ITA,I3_HRSTO,GRW,C40T41,P1Y,2004,0.1
ITA,I3_HRSTO,GRW,C40T41,P1Y,2005,-1.9
ITA,I3_HRSTO,GRW,C40T41,P1Y,2006,2.3
ITA,I3_HRSTO,GRW,C40T41,P1Y,2007,-0.7
ITA,I3_HRSTO,GRW,C40T41,P1Y,2008,-0.8
ITA,I3_HRSTO,GRW,C40T41,P1Y,2009,-0.7
ITA,I3_MFP,GRW,C40T41,P1Y,2004,3.2
ITA,I3_MFP,GRW,C40T41,P1Y,2005,0.1
ITA,I3_MFP,GRW,C40T41,P1Y,2006,0.6
ITA,I3_MFP,GRW,C40T41,P1Y,2007,-2
KOR,I3_LCOST,PCT,C40T41,P1Y,2004,24.8
KOR,I3_LCOST,PCT,C40T41,P1Y,2005,26
KOR,I3_LCOST,PCT,C40T41,P1Y,2006,26.6
KOR,I3_GVA,GRW,C40T41,P1Y,2004,6.6
KOR,I3_GVA,GRW,C40T41,P1Y,2005,7.2
KOR,I3_GVA,GRW,C40T41,P1Y,2006,4
KOR,I3_GVA,GRW,C40T41,P1Y,2007,3.7
KOR,I3_GVA,GRW,C40T41,P1Y,2008,6
KOR,I3_GVA,GRW,C40T41,P1Y,2009,4.8
KOR,I3_GVAHRS,GRW,C40T41,P1Y,2004,13.2
KOR,I3_GVAHRS,GRW,C40T41,P1Y,2005,12.4
KOR,I3_GVAHRS,GRW,C40T41,P1Y,2006,-2.9
KOR,I3_GVAHRS,GRW,C40T41,P1Y,2007,-6.3
KOR,I3_GVAHRS,GRW,C40T41,P1Y,2008,3.1
KOR,I3_GVAHRS,GRW,C40T41,P1Y,2009,-2.7
KOR,I3_TOTK,GRW,C40T41,P1Y,2004,2
KOR,I3_TOTK,GRW,C40T41,P1Y,2005,2.7
KOR,I3_TOTK,GRW,C40T41,P1Y,2006,3.1
KOR,I3_HRSTO,GRW,C40T41,P1Y,2004,-6.6
KOR,I3_HRSTO,GRW,C40T41,P1Y,2005,-5.2
KOR,I3_HRSTO,GRW,C40T41,P1Y,2006,6.9
KOR,I3_HRSTO,GRW,C40T41,P1Y,2007,10
KOR,I3_HRSTO,GRW,C40T41,P1Y,2008,2.9
KOR,I3_HRSTO,GRW,C40T41,P1Y,2009,7.4
KOR,I3_MFP,GRW,C40T41,P1Y,2004,6.7
KOR,I3_MFP,GRW,C40T41,P1Y,2005,6.5
KOR,I3_MFP,GRW,C40T41,P1Y,2006,-0.1
NLD,I3_LCOST,PCT,C40T41,P1Y,2004,30.5
NLD,I3_LCOST,PCT,C40T41,P1Y,2005,31.6
NLD,I3_LCOST,PCT,C40T41,P1Y,2006,32.4
NLD,I3_LCOST,PCT,C40T41,P1Y,2007,33.2
NLD,I3_LCOST,PCT,C40T41,P1Y,2008,34.5
NLD,I3_GVA,GRW,C40T41,P1Y,2004,0.4
NLD,I3_GVA,GRW,C40T41,P1Y,2005,14.1
NLD,I3_GVA,GRW,C40T41,P1Y,2006,-2.9
NLD,I3_GVA,GRW,C40T41,P1Y,2007,-2
NLD,I3_GVA,GRW,C40T41,P1Y,2008,5.2
NLD,I3_GVA,GRW,C40T41,P1Y,2009,0.3
NLD,I3_GVAHRS,GRW,C40T41,P1Y,2004,5.6
NLD,I3_GVAHRS,GRW,C40T41,P1Y,2005,15.3
NLD,I3_GVAHRS,GRW,C40T41,P1Y,2006,-0.3
NLD,I3_GVAHRS,GRW,C40T41,P1Y,2007,-3.8
NLD,I3_GVAHRS,GRW,C40T41,P1Y,2008,0.9
NLD,I3_GVAHRS,GRW,C40T41,P1Y,2009,-5.5
NLD,I3_TOTK,GRW,C40T41,P1Y,2004,-2
NLD,I3_TOTK,GRW,C40T41,P1Y,2005,-2.1
NLD,I3_TOTK,GRW,C40T41,P1Y,2006,-0.5
NLD,I3_TOTK,GRW,C40T41,P1Y,2007,0.2
NLD,I3_TOTK,GRW,C40T41,P1Y,2008,-0.2
NLD,I3_HRSTO,GRW,C40T41,P1Y,2004,-5.2
NLD,I3_HRSTO,GRW,C40T41,P1Y,2005,-1.2
NLD,I3_HRSTO,GRW,C40T41,P1Y,2006,-2.6
NLD,I3_HRSTO,GRW,C40T41,P1Y,2007,1.8
NLD,I3_HRSTO,GRW,C40T41,P1Y,2008,4.3
NLD,I3_HRSTO,GRW,C40T41,P1Y,2009,5.7
NLD,I3_MFP,GRW,C40T41,P1Y,2004,3.4
NLD,I3_MFP,GRW,C40T41,P1Y,2005,15.9
NLD,I3_MFP,GRW,C40T41,P1Y,2006,-1.7
NLD,I3_MFP,GRW,C40T41,P1Y,2007,-2.8
NLD,I3_MFP,GRW,C40T41,P1Y,2008,3.8
NOR,I3_LCOST,PCT,C40T41,P1Y,2004,34.5
NOR,I3_LCOST,PCT,C40T41,P1Y,2005,35.8
NOR,I3_LCOST,PCT,C40T41,P1Y,2006,38.7
NOR,I3_LCOST,PCT,C40T41,P1Y,2007,38.7
NOR,I3_GVA,GRW,C40T41,P1Y,2004,-5.3
NOR,I3_GVA,GRW,C40T41,P1Y,2005,26.4
NOR,I3_GVA,GRW,C40T41,P1Y,2006,-7.7
NOR,I3_GVA,GRW,C40T41,P1Y,2007,7.3
NOR,I3_GVA,GRW,C40T41,P1Y,2008,3.3
NOR,I3_GVA,GRW,C40T41,P1Y,2009,-7.2
NOR,I3_GVAHRS,GRW,C40T41,P1Y,2004,-0.9
NOR,I3_GVAHRS,GRW,C40T41,P1Y,2005,30.5
NOR,I3_GVAHRS,GRW,C40T41,P1Y,2006,-7.7
NOR,I3_GVAHRS,GRW,C40T41,P1Y,2007,12.1
NOR,I3_GVAHRS,GRW,C40T41,P1Y,2008,1.8
NOR,I3_GVAHRS,GRW,C40T41,P1Y,2009,-8.2
NOR,I3_TOTK,GRW,C40T41,P1Y,2004,0.7
NOR,I3_TOTK,GRW,C40T41,P1Y,2005,1.2
NOR,I3_TOTK,GRW,C40T41,P1Y,2006,1.7
NOR,I3_TOTK,GRW,C40T41,P1Y,2007,3.7
NOR,I3_TOTK,GRW,C40T41,P1Y,2008,4.7
NOR,I3_TOTK,GRW,C40T41,P1Y,2009,2.7
NOR,I3_HRSTO,GRW,C40T41,P1Y,2004,-4.4
NOR,I3_HRSTO,GRW,C40T41,P1Y,2005,-4.1
NOR,I3_HRSTO,GRW,C40T41,P1Y,2006,0
NOR,I3_HRSTO,GRW,C40T41,P1Y,2007,-4.8
NOR,I3_HRSTO,GRW,C40T41,P1Y,2008,1.5
NOR,I3_HRSTO,GRW,C40T41,P1Y,2009,1
NOR,I3_MFP,GRW,C40T41,P1Y,2004,-4.3
NOR,I3_MFP,GRW,C40T41,P1Y,2005,27.1
NOR,I3_MFP,GRW,C40T41,P1Y,2006,-8.8
NOR,I3_MFP,GRW,C40T41,P1Y,2007,6.9
POL,I3_LCOST,PCT,C40T41,P1Y,2004,35.2
POL,I3_LCOST,PCT,C40T41,P1Y,2005,37
POL,I3_LCOST,PCT,C40T41,P1Y,2006,38.3
POL,I3_GVA,GRW,C40T41,P1Y,2004,8.5
POL,I3_GVA,GRW,C40T41,P1Y,2005,3.6
POL,I3_GVA,GRW,C40T41,P1Y,2006,-9.3
POL,I3_GVA,GRW,C40T41,P1Y,2007,0.1
POL,I3_GVA,GRW,C40T41,P1Y,2008,-0.9
POL,I3_GVAHRS,GRW,C40T41,P1Y,2004,20.5
POL,I3_GVAHRS,GRW,C40T41,P1Y,2005,0.1
POL,I3_GVAHRS,GRW,C40T41,P1Y,2006,-7.2
POL,I3_GVAHRS,GRW,C40T41,P1Y,2007,3.6
POL,I3_GVAHRS,GRW,C40T41,P1Y,2008,-9
POL,I3_TOTK,GRW,C40T41,P1Y,2004,-2.3
POL,I3_TOTK,GRW,C40T41,P1Y,2005,-2
POL,I3_TOTK,GRW,C40T41,P1Y,2006,-1
POL,I3_HRSTO,GRW,C40T41,P1Y,2004,-12
POL,I3_HRSTO,GRW,C40T41,P1Y,2005,3.5
POL,I3_HRSTO,GRW,C40T41,P1Y,2006,-2.1
POL,I3_HRSTO,GRW,C40T41,P1Y,2007,-3.5
POL,I3_HRSTO,GRW,C40T41,P1Y,2008,8.1
POL,I3_MFP,GRW,C40T41,P1Y,2004,14.2
POL,I3_MFP,GRW,C40T41,P1Y,2005,3.5
POL,I3_MFP,GRW,C40T41,P1Y,2006,-7.9
ESP,I3_LCOST,PCT,C40T41,P1Y,2004,32.5
ESP,I3_LCOST,PCT,C40T41,P1Y,2005,32.7
ESP,I3_LCOST,PCT,C40T41,P1Y,2006,31.4
ESP,I3_LCOST,PCT,C40T41,P1Y,2007,29.9
ESP,I3_LCOST,PCT,C40T41,P1Y,2008,29.2
ESP,I3_LCOST,PCT,C40T41,P1Y,2009,28.7
ESP,I3_GVA,GRW,C40T41,P1Y,2004,4.2
ESP,I3_GVA,GRW,C40T41,P1Y,2005,3
ESP,I3_GVA,GRW,C40T41,P1Y,2006,1.5
ESP,I3_GVA,GRW,C40T41,P1Y,2007,2.1
ESP,I3_GVA,GRW,C40T41,P1Y,2008,7.3
ESP,I3_GVA,GRW,C40T41,P1Y,2009,-4.7
ESP,I3_GVAHRS,GRW,C40T41,P1Y,2004,-2.5
ESP,I3_GVAHRS,GRW,C40T41,P1Y,2005,6.9
ESP,I3_GVAHRS,GRW,C40T41,P1Y,2006,-0.4
ESP,I3_GVAHRS,GRW,C40T41,P1Y,2007,-1.8
ESP,I3_GVAHRS,GRW,C40T41,P1Y,2008,9
ESP,I3_GVAHRS,GRW,C40T41,P1Y,2009,-10
ESP,I3_TOTK,GRW,C40T41,P1Y,2004,5.2
ESP,I3_TOTK,GRW,C40T41,P1Y,2005,5.1
ESP,I3_TOTK,GRW,C40T41,P1Y,2006,6.3
ESP,I3_TOTK,GRW,C40T41,P1Y,2007,4.5
ESP,I3_TOTK,GRW,C40T41,P1Y,2008,4
ESP,I3_TOTK,GRW,C40T41,P1Y,2009,1.8
ESP,I3_HRSTO,GRW,C40T41,P1Y,2004,6.7
ESP,I3_HRSTO,GRW,C40T41,P1Y,2005,-3.8
ESP,I3_HRSTO,GRW,C40T41,P1Y,2006,1.9
ESP,I3_HRSTO,GRW,C40T41,P1Y,2007,3.8
ESP,I3_HRSTO,GRW,C40T41,P1Y,2008,-1.7
ESP,I3_HRSTO,GRW,C40T41,P1Y,2009,5.4
ESP,I3_MFP,GRW,C40T41,P1Y,2004,-1.5
ESP,I3_MFP,GRW,C40T41,P1Y,2005,0.8
ESP,I3_MFP,GRW,C40T41,P1Y,2006,-3.4
ESP,I3_MFP,GRW,C40T41,P1Y,2007,-2.3
ESP,I3_MFP,GRW,C40T41,P1Y,2008,4.9
ESP,I3_MFP,GRW,C40T41,P1Y,2009,-7.5
SWE,I3_LCOST,PCT,C40T41,P1Y,2004,29.4
SWE,I3_LCOST,PCT,C40T41,P1Y,2005,30.1
SWE,I3_LCOST,PCT,C40T41,P1Y,2006,30.5
SWE,I3_LCOST,PCT,C40T41,P1Y,2007,31.1
SWE,I3_LCOST,PCT,C40T41,P1Y,2008,30.7
SWE,I3_LCOST,PCT,C40T41,P1Y,2009,30
SWE,I3_GVA,GRW,C40T41,P1Y,2004,10.6
SWE,I3_GVA,GRW,C40T41,P1Y,2005,2.6
SWE,I3_GVA,GRW,C40T41,P1Y,2006,-14.6
SWE,I3_GVA,GRW,C40T41,P1Y,2007,8.6
SWE,I3_GVA,GRW,C40T41,P1Y,2008,-3
SWE,I3_GVA,GRW,C40T41,P1Y,2009,-3.1
SWE,I3_GVAHRS,GRW,C40T41,P1Y,2004,5.2
SWE,I3_GVAHRS,GRW,C40T41,P1Y,2005,4
SWE,I3_GVAHRS,GRW,C40T41,P1Y,2006,-17.9
SWE,I3_GVAHRS,GRW,C40T41,P1Y,2007,6.4
SWE,I3_GVAHRS,GRW,C40T41,P1Y,2008,-6.7
SWE,I3_GVAHRS,GRW,C40T41,P1Y,2009,-6.4
SWE,I3_TOTK,GRW,C40T41,P1Y,2004,-1.3
SWE,I3_TOTK,GRW,C40T41,P1Y,2005,0.5
SWE,I3_TOTK,GRW,C40T41,P1Y,2006,2.3
SWE,I3_TOTK,GRW,C40T41,P1Y,2007,3.1
SWE,I3_TOTK,GRW,C40T41,P1Y,2008,2.5
SWE,I3_TOTK,GRW,C40T41,P1Y,2009,1.6
SWE,I3_HRSTO,GRW,C40T41,P1Y,2004,5.4
SWE,I3_HRSTO,GRW,C40T41,P1Y,2005,-1.4
SWE,I3_HRSTO,GRW,C40T41,P1Y,2006,3.3
SWE,I3_HRSTO,GRW,C40T41,P1Y,2007,2.2
SWE,I3_HRSTO,GRW,C40T41,P1Y,2008,3.7
SWE,I3_HRSTO,GRW,C40T41,P1Y,2009,3.2
SWE,I3_MFP,GRW,C40T41,P1Y,2004,9.9
SWE,I3_MFP,GRW,C40T41,P1Y,2005,2.7
SWE,I3_MFP,GRW,C40T41,P1Y,2006,-17.2
SWE,I3_MFP,GRW,C40T41,P1Y,2007,5.8
SWE,I3_MFP,GRW,C40T41,P1Y,2008,-5.8
SWE,I3_MFP,GRW,C40T41,P1Y,2009,-5.2
GBR,I3_LCOST,PCT,C40T41,P1Y,2004,35.9
GBR,I3_LCOST,PCT,C40T41,P1Y,2005,36.6
GBR,I3_LCOST,PCT,C40T41,P1Y,2006,37.3
GBR,I3_LCOST,PCT,C40T41,P1Y,2007,37.9
GBR,I3_GVA,GRW,C40T41,P1Y,2004,1
GBR,I3_GVA,GRW,C40T41,P1Y,2005,-0.3
GBR,I3_GVA,GRW,C40T41,P1Y,2006,-0.3
GBR,I3_GVA,GRW,C40T41,P1Y,2007,0
GBR,I3_GVA,GRW,C40T41,P1Y,2008,0.2
GBR,I3_GVAHRS,GRW,C40T41,P1Y,2004,12.7
GBR,I3_GVAHRS,GRW,C40T41,P1Y,2005,8.8
GBR,I3_GVAHRS,GRW,C40T41,P1Y,2006,-3
GBR,I3_GVAHRS,GRW,C40T41,P1Y,2007,-12.6
GBR,I3_GVAHRS,GRW,C40T41,P1Y,2008,-7.3
GBR,I3_TOTK,GRW,C40T41,P1Y,2004,-3.1
GBR,I3_TOTK,GRW,C40T41,P1Y,2005,-0.7
GBR,I3_TOTK,GRW,C40T41,P1Y,2006,1.9
GBR,I3_TOTK,GRW,C40T41,P1Y,2007,5
GBR,I3_TOTK,GRW,C40T41,P1Y,2008,6.5
GBR,I3_HRSTO,GRW,C40T41,P1Y,2004,-11.7
GBR,I3_HRSTO,GRW,C40T41,P1Y,2005,-9
GBR,I3_HRSTO,GRW,C40T41,P1Y,2006,2.6
GBR,I3_HRSTO,GRW,C40T41,P1Y,2007,12.6
GBR,I3_HRSTO,GRW,C40T41,P1Y,2008,7.5
GBR,I3_MFP,GRW,C40T41,P1Y,2004,7.2
GBR,I3_MFP,GRW,C40T41,P1Y,2005,3.5
GBR,I3_MFP,GRW,C40T41,P1Y,2006,-2.5
GBR,I3_MFP,GRW,C40T41,P1Y,2007,-7.9
USA,I3_LCOST,PCT,C40T41,P1Y,2004,40.3
USA,I3_LCOST,PCT,C40T41,P1Y,2005,41.3
USA,I3_LCOST,PCT,C40T41,P1Y,2006,42.7
USA,I3_LCOST,PCT,C40T41,P1Y,2007,43.2
USA,I3_LCOST,PCT,C40T41,P1Y,2008,42.1
USA,I3_LCOST,PCT,C40T41,P1Y,2009,41.4
USA,I3_GVA,GRW,C40T41,P1Y,2004,3.9
USA,I3_GVA,GRW,C40T41,P1Y,2005,-4.8
USA,I3_GVA,GRW,C40T41,P1Y,2006,0.7
USA,I3_GVA,GRW,C40T41,P1Y,2007,3.4
USA,I3_GVA,GRW,C40T41,P1Y,2008,5.8
USA,I3_GVA,GRW,C40T41,P1Y,2009,-9.4
USA,I3_GVAHRS,GRW,C40T41,P1Y,2004,4.8
USA,I3_GVAHRS,GRW,C40T41,P1Y,2005,-2.6
USA,I3_GVAHRS,GRW,C40T41,P1Y,2006,0.5
USA,I3_GVAHRS,GRW,C40T41,P1Y,2007,3.2
USA,I3_GVAHRS,GRW,C40T41,P1Y,2008,4.5
USA,I3_GVAHRS,GRW,C40T41,P1Y,2009,-9.1
USA,I3_TOTK,GRW,C40T41,P1Y,2004,0.3
USA,I3_TOTK,GRW,C40T41,P1Y,2005,0.5
USA,I3_TOTK,GRW,C40T41,P1Y,2006,1.8
USA,I3_TOTK,GRW,C40T41,P1Y,2007,4
USA,I3_TOTK,GRW,C40T41,P1Y,2008,5
USA,I3_TOTK,GRW,C40T41,P1Y,2009,4
USA,I3_HRSTO,GRW,C40T41,P1Y,2004,-0.9
USA,I3_HRSTO,GRW,C40T41,P1Y,2005,-2.2
USA,I3_HRSTO,GRW,C40T41,P1Y,2006,0.2
USA,I3_HRSTO,GRW,C40T41,P1Y,2007,0.2
USA,I3_HRSTO,GRW,C40T41,P1Y,2008,1.3
USA,I3_HRSTO,GRW,C40T41,P1Y,2009,-0.3
USA,I3_MFP,GRW,C40T41,P1Y,2004,4
USA,I3_MFP,GRW,C40T41,P1Y,2005,-4.2
USA,I3_MFP,GRW,C40T41,P1Y,2006,-0.4
USA,I3_MFP,GRW,C40T41,P1Y,2007,1
USA,I3_MFP,GRW,C40T41,P1Y,2008,2.4
USA,I3_MFP,GRW,C40T41,P1Y,2009,-11.6
AUT,I3_LCOST,PCT,C45,P1Y,2004,86.1
AUT,I3_LCOST,PCT,C45,P1Y,2005,86.3
AUT,I3_LCOST,PCT,C45,P1Y,2006,86.6
AUT,I3_LCOST,PCT,C45,P1Y,2007,87.4
AUT,I3_LCOST,PCT,C45,P1Y,2008,88.1
AUT,I3_LCOST,PCT,C45,P1Y,2009,88.5
AUT,I3_GVA,GRW,C45,P1Y,2004,1.4
AUT,I3_GVA,GRW,C45,P1Y,2005,1.3
AUT,I3_GVA,GRW,C45,P1Y,2006,-1
AUT,I3_GVA,GRW,C45,P1Y,2007,2.6
AUT,I3_GVA,GRW,C45,P1Y,2008,0.5
AUT,I3_GVA,GRW,C45,P1Y,2009,-5.6
AUT,I3_GVAHRS,GRW,C45,P1Y,2004,1.5
AUT,I3_GVAHRS,GRW,C45,P1Y,2005,0.8
AUT,I3_GVAHRS,GRW,C45,P1Y,2006,-1.3
AUT,I3_GVAHRS,GRW,C45,P1Y,2007,1.7
AUT,I3_GVAHRS,GRW,C45,P1Y,2008,-3.8
AUT,I3_GVAHRS,GRW,C45,P1Y,2009,-1.9
AUT,I3_TOTK,GRW,C45,P1Y,2004,-0.5
AUT,I3_TOTK,GRW,C45,P1Y,2005,1.2
AUT,I3_TOTK,GRW,C45,P1Y,2006,0.3
AUT,I3_TOTK,GRW,C45,P1Y,2007,0.6
AUT,I3_TOTK,GRW,C45,P1Y,2008,0.4
AUT,I3_TOTK,GRW,C45,P1Y,2009,-0.7
AUT,I3_HRSTO,GRW,C45,P1Y,2004,-0.2
AUT,I3_HRSTO,GRW,C45,P1Y,2005,0.5
AUT,I3_HRSTO,GRW,C45,P1Y,2006,0.2
AUT,I3_HRSTO,GRW,C45,P1Y,2007,0.9
AUT,I3_HRSTO,GRW,C45,P1Y,2008,4.3
AUT,I3_HRSTO,GRW,C45,P1Y,2009,-3.6
AUT,I3_MFP,GRW,C45,P1Y,2004,1.6
AUT,I3_MFP,GRW,C45,P1Y,2005,0.7
AUT,I3_MFP,GRW,C45,P1Y,2006,-1.3
AUT,I3_MFP,GRW,C45,P1Y,2007,1.7
AUT,I3_MFP,GRW,C45,P1Y,2008,-3.3
AUT,I3_MFP,GRW,C45,P1Y,2009,-2.3
BEL,I3_LCOST,PCT,C45,P1Y,2004,82.6
BEL,I3_LCOST,PCT,C45,P1Y,2005,83.1
BEL,I3_LCOST,PCT,C45,P1Y,2006,83
BEL,I3_LCOST,PCT,C45,P1Y,2007,82.4
BEL,I3_LCOST,PCT,C45,P1Y,2008,82.2
BEL,I3_LCOST,PCT,C45,P1Y,2009,81.7
BEL,I3_GVA,GRW,C45,P1Y,2004,3.9
BEL,I3_GVA,GRW,C45,P1Y,2005,3.4
BEL,I3_GVA,GRW,C45,P1Y,2006,8.2
BEL,I3_GVA,GRW,C45,P1Y,2007,2.3
BEL,I3_GVA,GRW,C45,P1Y,2008,-0.1
BEL,I3_GVA,GRW,C45,P1Y,2009,-3.4
BEL,I3_GVAHRS,GRW,C45,P1Y,2004,3.5
BEL,I3_GVAHRS,GRW,C45,P1Y,2005,3.8
BEL,I3_GVAHRS,GRW,C45,P1Y,2006,3.5
BEL,I3_GVAHRS,GRW,C45,P1Y,2007,-1.6
BEL,I3_GVAHRS,GRW,C45,P1Y,2008,-2.8
BEL,I3_GVAHRS,GRW,C45,P1Y,2009,-0.5
BEL,I3_TOTK,GRW,C45,P1Y,2004,2
BEL,I3_TOTK,GRW,C45,P1Y,2005,3.2
BEL,I3_TOTK,GRW,C45,P1Y,2006,4.3
BEL,I3_TOTK,GRW,C45,P1Y,2007,5
BEL,I3_TOTK,GRW,C45,P1Y,2008,5
BEL,I3_TOTK,GRW,C45,P1Y,2009,3.7
BEL,I3_HRSTO,GRW,C45,P1Y,2004,0.4
BEL,I3_HRSTO,GRW,C45,P1Y,2005,-0.4
BEL,I3_HRSTO,GRW,C45,P1Y,2006,4.7
BEL,I3_HRSTO,GRW,C45,P1Y,2007,3.9
BEL,I3_HRSTO,GRW,C45,P1Y,2008,2.6
BEL,I3_HRSTO,GRW,C45,P1Y,2009,-2.9
BEL,I3_MFP,GRW,C45,P1Y,2004,3.3
BEL,I3_MFP,GRW,C45,P1Y,2005,3.2
BEL,I3_MFP,GRW,C45,P1Y,2006,3.5
BEL,I3_MFP,GRW,C45,P1Y,2007,-1.8
BEL,I3_MFP,GRW,C45,P1Y,2008,-3.2
BEL,I3_MFP,GRW,C45,P1Y,2009,-1.7
CAN,I3_LCOST,PCT,C45,P1Y,2004,90.9
CAN,I3_LCOST,PCT,C45,P1Y,2005,91.2
CAN,I3_LCOST,PCT,C45,P1Y,2006,92.1
CAN,I3_LCOST,PCT,C45,P1Y,2007,93.3
CAN,I3_GVA,GRW,C45,P1Y,2004,5.8
CAN,I3_GVA,GRW,C45,P1Y,2005,5
CAN,I3_GVA,GRW,C45,P1Y,2006,4.4
CAN,I3_GVA,GRW,C45,P1Y,2007,3.8
CAN,I3_GVAHRS,GRW,C45,P1Y,2004,-1.7
CAN,I3_GVAHRS,GRW,C45,P1Y,2005,-1.2
CAN,I3_GVAHRS,GRW,C45,P1Y,2006,0.7
CAN,I3_GVAHRS,GRW,C45,P1Y,2007,-1.5
CAN,I3_TOTK,GRW,C45,P1Y,2004,5
CAN,I3_TOTK,GRW,C45,P1Y,2005,5.4
CAN,I3_TOTK,GRW,C45,P1Y,2006,6.3
CAN,I3_TOTK,GRW,C45,P1Y,2007,7.3
CAN,I3_TOTK,GRW,C45,P1Y,2008,7
CAN,I3_HRSTO,GRW,C45,P1Y,2004,7.5
CAN,I3_HRSTO,GRW,C45,P1Y,2005,6.2
CAN,I3_HRSTO,GRW,C45,P1Y,2006,3.6
CAN,I3_HRSTO,GRW,C45,P1Y,2007,5.3
CAN,I3_HRSTO,GRW,C45,P1Y,2008,6.6
CAN,I3_MFP,GRW,C45,P1Y,2004,-1.5
CAN,I3_MFP,GRW,C45,P1Y,2005,-1.1
CAN,I3_MFP,GRW,C45,P1Y,2006,0.5
CAN,I3_MFP,GRW,C45,P1Y,2007,-1.6
CZE,I3_LCOST,PCT,C45,P1Y,2004,81.2
CZE,I3_LCOST,PCT,C45,P1Y,2005,82.1
CZE,I3_LCOST,PCT,C45,P1Y,2006,81.9
CZE,I3_LCOST,PCT,C45,P1Y,2007,81.9
CZE,I3_LCOST,PCT,C45,P1Y,2008,83.3
CZE,I3_LCOST,PCT,C45,P1Y,2009,83.4
CZE,I3_GVA,GRW,C45,P1Y,2004,5.6
CZE,I3_GVA,GRW,C45,P1Y,2005,-1.2
CZE,I3_GVA,GRW,C45,P1Y,2006,6.7
CZE,I3_GVA,GRW,C45,P1Y,2007,4.6
CZE,I3_GVA,GRW,C45,P1Y,2008,0.1
CZE,I3_GVA,GRW,C45,P1Y,2009,3.2
CZE,I3_GVAHRS,GRW,C45,P1Y,2004,4.3
CZE,I3_GVAHRS,GRW,C45,P1Y,2005,-2.3
CZE,I3_GVAHRS,GRW,C45,P1Y,2006,5.6
CZE,I3_GVAHRS,GRW,C45,P1Y,2007,-0.2
CZE,I3_GVAHRS,GRW,C45,P1Y,2008,-4.3
CZE,I3_TOTK,GRW,C45,P1Y,2004,3.7
CZE,I3_TOTK,GRW,C45,P1Y,2005,2.4
CZE,I3_TOTK,GRW,C45,P1Y,2006,3.1
CZE,I3_TOTK,GRW,C45,P1Y,2007,5.4
CZE,I3_TOTK,GRW,C45,P1Y,2008,4.7
CZE,I3_TOTK,GRW,C45,P1Y,2009,5
CZE,I3_HRSTO,GRW,C45,P1Y,2004,1.3
CZE,I3_HRSTO,GRW,C45,P1Y,2005,1.2
CZE,I3_HRSTO,GRW,C45,P1Y,2006,1.1
CZE,I3_HRSTO,GRW,C45,P1Y,2007,4.8
CZE,I3_HRSTO,GRW,C45,P1Y,2008,4.4
CZE,I3_MFP,GRW,C45,P1Y,2004,3.8
CZE,I3_MFP,GRW,C45,P1Y,2005,-2.6
CZE,I3_MFP,GRW,C45,P1Y,2006,5.3
CZE,I3_MFP,GRW,C45,P1Y,2007,-0.3
CZE,I3_MFP,GRW,C45,P1Y,2008,-4.4
DNK,I3_LCOST,PCT,C45,P1Y,2004,86.6
DNK,I3_LCOST,PCT,C45,P1Y,2005,88.1
DNK,I3_LCOST,PCT,C45,P1Y,2006,89.4
DNK,I3_LCOST,PCT,C45,P1Y,2007,89.2
DNK,I3_GVA,GRW,C45,P1Y,2004,0.1
DNK,I3_GVA,GRW,C45,P1Y,2005,3.6
DNK,I3_GVA,GRW,C45,P1Y,2006,5.8
DNK,I3_GVA,GRW,C45,P1Y,2007,-2.5
DNK,I3_GVA,GRW,C45,P1Y,2008,-6.2
DNK,I3_GVA,GRW,C45,P1Y,2009,-13.5
DNK,I3_GVAHRS,GRW,C45,P1Y,2004,-2.3
DNK,I3_GVAHRS,GRW,C45,P1Y,2005,-2.3
DNK,I3_GVAHRS,GRW,C45,P1Y,2006,0.2
DNK,I3_GVAHRS,GRW,C45,P1Y,2007,-5.2
DNK,I3_GVAHRS,GRW,C45,P1Y,2008,-6.3
