LOCATION,SUBJECT,MEASURE,ACTIVITY,TIME_FORMAT,obsTime,obsValue
AUT,I3_LCOST,PCT,CTOTALX,P1Y,2004,77.5
AUT,I3_LCOST,PCT,CTOTALX,P1Y,2005,77.9
AUT,I3_LCOST,PCT,CTOTALX,P1Y,2006,78.4
AUT,I3_LCOST,PCT,CTOTALX,P1Y,2007,78.9
AUT,I3_LCOST,PCT,CTOTALX,P1Y,2008,79.3
AUT,I3_LCOST,PCT,CTOTALX,P1Y,2009,79.3
AUT,I3_GVA,GRW,CTOTALX,P1Y,2004,2.6
AUT,I3_GVA,GRW,CTOTALX,P1Y,2005,2.6
AUT,I3_GVA,GRW,CTOTALX,P1Y,2006,4
AUT,I3_GVA,GRW,CTOTALX,P1Y,2007,4
AUT,I3_GVA,GRW,CTOTALX,P1Y,2008,2.5
AUT,I3_GVA,GRW,CTOTALX,P1Y,2009,-4.8
AUT,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,1.9
AUT,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,2.3
AUT,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,3.2
AUT,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,2.9
AUT,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,1
AUT,I3_GVAHRS,GRW,CTOTALX,P1Y,2009,-1.5
AUT,I3_TOTK,GRW,CTOTALX,P1Y,2004,1.9
AUT,I3_TOTK,GRW,CTOTALX,P1Y,2005,1.7
AUT,I3_TOTK,GRW,CTOTALX,P1Y,2006,1.8
AUT,I3_TOTK,GRW,CTOTALX,P1Y,2007,2.2
AUT,I3_TOTK,GRW,CTOTALX,P1Y,2008,2.6
AUT,I3_TOTK,GRW,CTOTALX,P1Y,2009,1.2
AUT,I3_HRSTO,GRW,CTOTALX,P1Y,2004,0.7
AUT,I3_HRSTO,GRW,CTOTALX,P1Y,2005,0.4
AUT,I3_HRSTO,GRW,CTOTALX,P1Y,2006,0.8
AUT,I3_HRSTO,GRW,CTOTALX,P1Y,2007,1
AUT,I3_HRSTO,GRW,CTOTALX,P1Y,2008,1.5
AUT,I3_HRSTO,GRW,CTOTALX,P1Y,2009,-3.2
AUT,I3_MFP,GRW,CTOTALX,P1Y,2004,1.6
AUT,I3_MFP,GRW,CTOTALX,P1Y,2005,2
AUT,I3_MFP,GRW,CTOTALX,P1Y,2006,3
AUT,I3_MFP,GRW,CTOTALX,P1Y,2007,2.7
AUT,I3_MFP,GRW,CTOTALX,P1Y,2008,0.8
AUT,I3_MFP,GRW,CTOTALX,P1Y,2009,-2.4
BEL,I3_GVA,GRW,CTOTALX,P1Y,2004,2.8
BEL,I3_GVA,GRW,CTOTALX,P1Y,2005,1.9
BEL,I3_GVA,GRW,CTOTALX,P1Y,2006,2.6
BEL,I3_GVA,GRW,CTOTALX,P1Y,2007,3.1
BEL,I3_GVA,GRW,CTOTALX,P1Y,2008,1.1
BEL,I3_GVA,GRW,CTOTALX,P1Y,2009,-4
BEL,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,2.4
BEL,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,1.2
BEL,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,1.8
BEL,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,1.9
BEL,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,0.2
BEL,I3_GVAHRS,GRW,CTOTALX,P1Y,2009,-2.3
BEL,I3_HRSTO,GRW,CTOTALX,P1Y,2004,0.4
BEL,I3_HRSTO,GRW,CTOTALX,P1Y,2005,0.7
BEL,I3_HRSTO,GRW,CTOTALX,P1Y,2006,0.9
BEL,I3_HRSTO,GRW,CTOTALX,P1Y,2007,1.2
BEL,I3_HRSTO,GRW,CTOTALX,P1Y,2008,0.9
BEL,I3_HRSTO,GRW,CTOTALX,P1Y,2009,-1.7
CAN,I3_LCOST,PCT,CTOTALX,P1Y,2004,77.1
CAN,I3_LCOST,PCT,CTOTALX,P1Y,2005,77.9
CAN,I3_GVA,GRW,CTOTALX,P1Y,2004,3.1
CAN,I3_GVA,GRW,CTOTALX,P1Y,2005,2.8
CAN,I3_GVA,GRW,CTOTALX,P1Y,2006,2.8
CAN,I3_GVA,GRW,CTOTALX,P1Y,2007,2.5
CAN,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,0.3
CAN,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,2
CAN,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,1
CAN,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,0.5
CAN,I3_TOTK,GRW,CTOTALX,P1Y,2004,4.7
CAN,I3_TOTK,GRW,CTOTALX,P1Y,2005,5.7
CAN,I3_TOTK,GRW,CTOTALX,P1Y,2006,6.2
CAN,I3_TOTK,GRW,CTOTALX,P1Y,2007,5.5
CAN,I3_TOTK,GRW,CTOTALX,P1Y,2008,5.2
CAN,I3_HRSTO,GRW,CTOTALX,P1Y,2004,2.8
CAN,I3_HRSTO,GRW,CTOTALX,P1Y,2005,0.8
CAN,I3_HRSTO,GRW,CTOTALX,P1Y,2006,1.8
CAN,I3_HRSTO,GRW,CTOTALX,P1Y,2007,2
CAN,I3_HRSTO,GRW,CTOTALX,P1Y,2008,1
CAN,I3_MFP,GRW,CTOTALX,P1Y,2004,-0.1
CAN,I3_MFP,GRW,CTOTALX,P1Y,2005,1
CZE,I3_LCOST,PCT,CTOTALX,P1Y,2004,60.6
CZE,I3_LCOST,PCT,CTOTALX,P1Y,2005,62.7
CZE,I3_LCOST,PCT,CTOTALX,P1Y,2006,63.4
CZE,I3_LCOST,PCT,CTOTALX,P1Y,2007,63.9
CZE,I3_LCOST,PCT,CTOTALX,P1Y,2008,65.6
CZE,I3_LCOST,PCT,CTOTALX,P1Y,2009,65.8
CZE,I3_GVA,GRW,CTOTALX,P1Y,2004,4.3
CZE,I3_GVA,GRW,CTOTALX,P1Y,2005,6.2
CZE,I3_GVA,GRW,CTOTALX,P1Y,2006,7.6
CZE,I3_GVA,GRW,CTOTALX,P1Y,2007,5.7
CZE,I3_GVA,GRW,CTOTALX,P1Y,2008,3.7
CZE,I3_GVA,GRW,CTOTALX,P1Y,2009,-4.6
CZE,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,3.6
CZE,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,4.7
CZE,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,6
CZE,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,3.7
CZE,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,1.9
CZE,I3_TOTK,GRW,CTOTALX,P1Y,2004,0.4
CZE,I3_TOTK,GRW,CTOTALX,P1Y,2005,0.7
CZE,I3_TOTK,GRW,CTOTALX,P1Y,2006,1.3
CZE,I3_TOTK,GRW,CTOTALX,P1Y,2007,2.1
CZE,I3_TOTK,GRW,CTOTALX,P1Y,2008,1.9
CZE,I3_TOTK,GRW,CTOTALX,P1Y,2009,0.5
CZE,I3_HRSTO,GRW,CTOTALX,P1Y,2004,0.7
CZE,I3_HRSTO,GRW,CTOTALX,P1Y,2005,1.5
CZE,I3_HRSTO,GRW,CTOTALX,P1Y,2006,1.6
CZE,I3_HRSTO,GRW,CTOTALX,P1Y,2007,1.9
CZE,I3_HRSTO,GRW,CTOTALX,P1Y,2008,1.8
CZE,I3_MFP,GRW,CTOTALX,P1Y,2004,3.7
CZE,I3_MFP,GRW,CTOTALX,P1Y,2005,5
CZE,I3_MFP,GRW,CTOTALX,P1Y,2006,6.1
CZE,I3_MFP,GRW,CTOTALX,P1Y,2007,3.7
CZE,I3_MFP,GRW,CTOTALX,P1Y,2008,1.9
DNK,I3_LCOST,PCT,CTOTALX,P1Y,2004,76.2
DNK,I3_LCOST,PCT,CTOTALX,P1Y,2005,76.3
DNK,I3_LCOST,PCT,CTOTALX,P1Y,2006,76.8
DNK,I3_LCOST,PCT,CTOTALX,P1Y,2007,77
DNK,I3_GVA,GRW,CTOTALX,P1Y,2004,1.6
DNK,I3_GVA,GRW,CTOTALX,P1Y,2005,1.7
DNK,I3_GVA,GRW,CTOTALX,P1Y,2006,3.5
DNK,I3_GVA,GRW,CTOTALX,P1Y,2007,1.4
DNK,I3_GVA,GRW,CTOTALX,P1Y,2008,-1
DNK,I3_GVA,GRW,CTOTALX,P1Y,2009,-7.7
DNK,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,2
DNK,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,0.7
DNK,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,1.2
DNK,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,-0.2
DNK,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,-2.6
DNK,I3_GVAHRS,GRW,CTOTALX,P1Y,2009,-3.6
DNK,I3_TOTK,GRW,CTOTALX,P1Y,2004,1.9
DNK,I3_TOTK,GRW,CTOTALX,P1Y,2005,1.4
DNK,I3_TOTK,GRW,CTOTALX,P1Y,2006,2.8
DNK,I3_TOTK,GRW,CTOTALX,P1Y,2007,2.9
DNK,I3_HRSTO,GRW,CTOTALX,P1Y,2004,-0.4
DNK,I3_HRSTO,GRW,CTOTALX,P1Y,2005,1
DNK,I3_HRSTO,GRW,CTOTALX,P1Y,2006,2.3
DNK,I3_HRSTO,GRW,CTOTALX,P1Y,2007,1.7
DNK,I3_HRSTO,GRW,CTOTALX,P1Y,2008,1.6
DNK,I3_HRSTO,GRW,CTOTALX,P1Y,2009,-4.1
DNK,I3_MFP,GRW,CTOTALX,P1Y,2004,1.5
DNK,I3_MFP,GRW,CTOTALX,P1Y,2005,0.6
DNK,I3_MFP,GRW,CTOTALX,P1Y,2006,1.1
DNK,I3_MFP,GRW,CTOTALX,P1Y,2007,-0.5
FIN,I3_LCOST,PCT,CTOTALX,P1Y,2004,80.5
FIN,I3_LCOST,PCT,CTOTALX,P1Y,2005,81.3
FIN,I3_LCOST,PCT,CTOTALX,P1Y,2006,81.9
FIN,I3_LCOST,PCT,CTOTALX,P1Y,2007,81.8
FIN,I3_LCOST,PCT,CTOTALX,P1Y,2008,81.7
FIN,I3_LCOST,PCT,CTOTALX,P1Y,2009,81.4
FIN,I3_GVA,GRW,CTOTALX,P1Y,2004,4.2
FIN,I3_GVA,GRW,CTOTALX,P1Y,2005,2.9
FIN,I3_GVA,GRW,CTOTALX,P1Y,2006,4.3
FIN,I3_GVA,GRW,CTOTALX,P1Y,2007,6.4
FIN,I3_GVA,GRW,CTOTALX,P1Y,2008,0.3
FIN,I3_GVA,GRW,CTOTALX,P1Y,2009,-9.7
FIN,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,3.5
FIN,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,2
FIN,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,2.9
FIN,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,4.3
FIN,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,-1.1
FIN,I3_GVAHRS,GRW,CTOTALX,P1Y,2009,-4.8
FIN,I3_TOTK,GRW,CTOTALX,P1Y,2004,1.7
FIN,I3_TOTK,GRW,CTOTALX,P1Y,2005,1.4
FIN,I3_TOTK,GRW,CTOTALX,P1Y,2006,1.3
FIN,I3_TOTK,GRW,CTOTALX,P1Y,2007,2.6
FIN,I3_TOTK,GRW,CTOTALX,P1Y,2008,2.5
FIN,I3_TOTK,GRW,CTOTALX,P1Y,2009,1.3
FIN,I3_HRSTO,GRW,CTOTALX,P1Y,2004,0.7
FIN,I3_HRSTO,GRW,CTOTALX,P1Y,2005,0.9
FIN,I3_HRSTO,GRW,CTOTALX,P1Y,2006,1.4
FIN,I3_HRSTO,GRW,CTOTALX,P1Y,2007,2
FIN,I3_HRSTO,GRW,CTOTALX,P1Y,2008,1.4
FIN,I3_HRSTO,GRW,CTOTALX,P1Y,2009,-4.9
FIN,I3_MFP,GRW,CTOTALX,P1Y,2004,3.3
FIN,I3_MFP,GRW,CTOTALX,P1Y,2005,1.9
FIN,I3_MFP,GRW,CTOTALX,P1Y,2006,2.9
FIN,I3_MFP,GRW,CTOTALX,P1Y,2007,4.2
FIN,I3_MFP,GRW,CTOTALX,P1Y,2008,-1.3
FIN,I3_MFP,GRW,CTOTALX,P1Y,2009,-6
FRA,I3_LCOST,PCT,CTOTALX,P1Y,2004,79.3
FRA,I3_LCOST,PCT,CTOTALX,P1Y,2005,79.9
FRA,I3_LCOST,PCT,CTOTALX,P1Y,2006,80.3
FRA,I3_LCOST,PCT,CTOTALX,P1Y,2007,81
FRA,I3_GVA,GRW,CTOTALX,P1Y,2004,2.4
FRA,I3_GVA,GRW,CTOTALX,P1Y,2005,1.5
FRA,I3_GVA,GRW,CTOTALX,P1Y,2006,2.1
FRA,I3_GVA,GRW,CTOTALX,P1Y,2007,2.4
FRA,I3_GVA,GRW,CTOTALX,P1Y,2008,0.6
FRA,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,0.5
FRA,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,1.2
FRA,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,2.6
FRA,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,0
FRA,I3_TOTK,GRW,CTOTALX,P1Y,2004,2
FRA,I3_TOTK,GRW,CTOTALX,P1Y,2005,2.2
FRA,I3_TOTK,GRW,CTOTALX,P1Y,2006,2.3
FRA,I3_TOTK,GRW,CTOTALX,P1Y,2007,2.8
FRA,I3_TOTK,GRW,CTOTALX,P1Y,2008,2.6
FRA,I3_HRSTO,GRW,CTOTALX,P1Y,2004,2
FRA,I3_HRSTO,GRW,CTOTALX,P1Y,2005,0.3
FRA,I3_HRSTO,GRW,CTOTALX,P1Y,2006,-0.5
FRA,I3_HRSTO,GRW,CTOTALX,P1Y,2007,2.4
FRA,I3_MFP,GRW,CTOTALX,P1Y,2004,0.5
FRA,I3_MFP,GRW,CTOTALX,P1Y,2005,0.8
FRA,I3_MFP,GRW,CTOTALX,P1Y,2006,2
FRA,I3_MFP,GRW,CTOTALX,P1Y,2007,-0.1
DEU,I3_LCOST,PCT,CTOTALX,P1Y,2004,74.2
DEU,I3_LCOST,PCT,CTOTALX,P1Y,2005,74.7
DEU,I3_LCOST,PCT,CTOTALX,P1Y,2006,75.1
DEU,I3_LCOST,PCT,CTOTALX,P1Y,2007,75.2
DEU,I3_LCOST,PCT,CTOTALX,P1Y,2008,75.5
DEU,I3_LCOST,PCT,CTOTALX,P1Y,2009,75.7
DEU,I3_GVA,GRW,CTOTALX,P1Y,2004,1.9
DEU,I3_GVA,GRW,CTOTALX,P1Y,2005,0.7
DEU,I3_GVA,GRW,CTOTALX,P1Y,2006,3.5
DEU,I3_GVA,GRW,CTOTALX,P1Y,2007,3.2
DEU,I3_GVA,GRW,CTOTALX,P1Y,2008,0.8
DEU,I3_GVA,GRW,CTOTALX,P1Y,2009,-6.4
DEU,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,1.6
DEU,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,1.7
DEU,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,3.9
DEU,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,2.2
DEU,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,0.1
DEU,I3_GVAHRS,GRW,CTOTALX,P1Y,2009,-3.8
DEU,I3_TOTK,GRW,CTOTALX,P1Y,2004,0.8
DEU,I3_TOTK,GRW,CTOTALX,P1Y,2005,1.3
DEU,I3_TOTK,GRW,CTOTALX,P1Y,2006,1.9
DEU,I3_TOTK,GRW,CTOTALX,P1Y,2007,2.4
DEU,I3_TOTK,GRW,CTOTALX,P1Y,2008,2.6
DEU,I3_TOTK,GRW,CTOTALX,P1Y,2009,1
DEU,I3_HRSTO,GRW,CTOTALX,P1Y,2004,0.3
DEU,I3_HRSTO,GRW,CTOTALX,P1Y,2005,-1
DEU,I3_HRSTO,GRW,CTOTALX,P1Y,2006,-0.4
DEU,I3_HRSTO,GRW,CTOTALX,P1Y,2007,0.9
DEU,I3_HRSTO,GRW,CTOTALX,P1Y,2008,0.7
DEU,I3_HRSTO,GRW,CTOTALX,P1Y,2009,-2.6
DEU,I3_MFP,GRW,CTOTALX,P1Y,2004,1.4
DEU,I3_MFP,GRW,CTOTALX,P1Y,2005,1.1
DEU,I3_MFP,GRW,CTOTALX,P1Y,2006,3.3
DEU,I3_MFP,GRW,CTOTALX,P1Y,2007,1.9
DEU,I3_MFP,GRW,CTOTALX,P1Y,2008,-0.3
DEU,I3_MFP,GRW,CTOTALX,P1Y,2009,-4.7
GRC,I3_LCOST,PCT,CTOTALX,P1Y,2004,78
GRC,I3_LCOST,PCT,CTOTALX,P1Y,2005,78.5
GRC,I3_LCOST,PCT,CTOTALX,P1Y,2006,79
GRC,I3_LCOST,PCT,CTOTALX,P1Y,2007,79.5
GRC,I3_LCOST,PCT,CTOTALX,P1Y,2008,79.7
GRC,I3_LCOST,PCT,CTOTALX,P1Y,2009,79.4
GRC,I3_GVA,GRW,CTOTALX,P1Y,2004,5.7
GRC,I3_GVA,GRW,CTOTALX,P1Y,2005,3.1
GRC,I3_GVA,GRW,CTOTALX,P1Y,2006,4
GRC,I3_GVA,GRW,CTOTALX,P1Y,2007,4.4
GRC,I3_GVA,GRW,CTOTALX,P1Y,2008,1.9
GRC,I3_GVA,GRW,CTOTALX,P1Y,2009,-1.4
GRC,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,4.3
GRC,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,2.1
GRC,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,-2.2
GRC,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,4.2
GRC,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,1.8
GRC,I3_GVAHRS,GRW,CTOTALX,P1Y,2009,3.2
GRC,I3_TOTK,GRW,CTOTALX,P1Y,2004,5
GRC,I3_TOTK,GRW,CTOTALX,P1Y,2005,3.2
GRC,I3_TOTK,GRW,CTOTALX,P1Y,2006,3
GRC,I3_TOTK,GRW,CTOTALX,P1Y,2007,4.6
GRC,I3_TOTK,GRW,CTOTALX,P1Y,2008,4.6
GRC,I3_TOTK,GRW,CTOTALX,P1Y,2009,3
GRC,I3_HRSTO,GRW,CTOTALX,P1Y,2004,1.4
GRC,I3_HRSTO,GRW,CTOTALX,P1Y,2005,1
GRC,I3_HRSTO,GRW,CTOTALX,P1Y,2006,6.1
GRC,I3_HRSTO,GRW,CTOTALX,P1Y,2007,0.2
GRC,I3_HRSTO,GRW,CTOTALX,P1Y,2008,0.1
GRC,I3_HRSTO,GRW,CTOTALX,P1Y,2009,-4.6
GRC,I3_MFP,GRW,CTOTALX,P1Y,2004,3.5
GRC,I3_MFP,GRW,CTOTALX,P1Y,2005,1.6
GRC,I3_MFP,GRW,CTOTALX,P1Y,2006,-1.5
GRC,I3_MFP,GRW,CTOTALX,P1Y,2007,3.3
GRC,I3_MFP,GRW,CTOTALX,P1Y,2008,0.9
GRC,I3_MFP,GRW,CTOTALX,P1Y,2009,1.7
ISL,I3_GVA,GRW,CTOTALX,P1Y,2004,6.9
ISL,I3_GVA,GRW,CTOTALX,P1Y,2005,6.9
ISL,I3_GVA,GRW,CTOTALX,P1Y,2006,6.1
ISL,I3_GVA,GRW,CTOTALX,P1Y,2007,7.3
ISL,I3_GVA,GRW,CTOTALX,P1Y,2008,1.9
ISL,I3_GVA,GRW,CTOTALX,P1Y,2009,-9.1
ISL,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,7.2
ISL,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,4.7
ISL,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,0.6
ISL,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,3.1
ISL,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,2.2
ISL,I3_HRSTO,GRW,CTOTALX,P1Y,2004,-0.4
ISL,I3_HRSTO,GRW,CTOTALX,P1Y,2005,2.2
ISL,I3_HRSTO,GRW,CTOTALX,P1Y,2006,5.5
ISL,I3_HRSTO,GRW,CTOTALX,P1Y,2007,4.2
ISL,I3_HRSTO,GRW,CTOTALX,P1Y,2008,-0.3
IRL,I3_LCOST,PCT,CTOTALX,P1Y,2004,80.6
IRL,I3_LCOST,PCT,CTOTALX,P1Y,2005,80.4
IRL,I3_LCOST,PCT,CTOTALX,P1Y,2006,80.1
IRL,I3_LCOST,PCT,CTOTALX,P1Y,2007,80.7
IRL,I3_LCOST,PCT,CTOTALX,P1Y,2008,81.7
IRL,I3_TOTK,GRW,CTOTALX,P1Y,2004,6.4
IRL,I3_TOTK,GRW,CTOTALX,P1Y,2005,7.5
IRL,I3_TOTK,GRW,CTOTALX,P1Y,2006,7.1
IRL,I3_TOTK,GRW,CTOTALX,P1Y,2007,8.2
IRL,I3_TOTK,GRW,CTOTALX,P1Y,2008,5.7
IRL,I3_HRSTO,GRW,CTOTALX,P1Y,2004,3.1
IRL,I3_HRSTO,GRW,CTOTALX,P1Y,2005,3.9
IRL,I3_HRSTO,GRW,CTOTALX,P1Y,2006,3.7
IRL,I3_HRSTO,GRW,CTOTALX,P1Y,2007,2.9
IRL,I3_HRSTO,GRW,CTOTALX,P1Y,2008,-2.9
IRL,I3_HRSTO,GRW,CTOTALX,P1Y,2009,-11.8
ITA,I3_GVA,GRW,CTOTALX,P1Y,2004,1.7
ITA,I3_GVA,GRW,CTOTALX,P1Y,2005,0.9
ITA,I3_GVA,GRW,CTOTALX,P1Y,2006,2
ITA,I3_GVA,GRW,CTOTALX,P1Y,2007,2.1
ITA,I3_GVA,GRW,CTOTALX,P1Y,2008,-1.1
ITA,I3_GVA,GRW,CTOTALX,P1Y,2009,-6.1
ITA,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,1.6
ITA,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,0.9
ITA,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,0.5
ITA,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,1
ITA,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,-0.5
ITA,I3_GVAHRS,GRW,CTOTALX,P1Y,2009,-2.6
ITA,I3_HRSTO,GRW,CTOTALX,P1Y,2004,0
ITA,I3_HRSTO,GRW,CTOTALX,P1Y,2005,0
ITA,I3_HRSTO,GRW,CTOTALX,P1Y,2006,1.5
ITA,I3_HRSTO,GRW,CTOTALX,P1Y,2007,1.1
ITA,I3_HRSTO,GRW,CTOTALX,P1Y,2008,-0.6
ITA,I3_HRSTO,GRW,CTOTALX,P1Y,2009,-3.4
KOR,I3_LCOST,PCT,CTOTALX,P1Y,2004,76.4
KOR,I3_LCOST,PCT,CTOTALX,P1Y,2005,76.1
KOR,I3_LCOST,PCT,CTOTALX,P1Y,2006,75.7
KOR,I3_GVA,GRW,CTOTALX,P1Y,2004,4.8
KOR,I3_GVA,GRW,CTOTALX,P1Y,2005,4
KOR,I3_GVA,GRW,CTOTALX,P1Y,2006,5.2
KOR,I3_GVA,GRW,CTOTALX,P1Y,2007,5.6
KOR,I3_GVA,GRW,CTOTALX,P1Y,2008,2.6
KOR,I3_GVA,GRW,CTOTALX,P1Y,2009,0.4
KOR,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,4.9
KOR,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,4.8
KOR,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,4.8
KOR,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,6.7
KOR,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,4.9
KOR,I3_GVAHRS,GRW,CTOTALX,P1Y,2009,1
KOR,I3_TOTK,GRW,CTOTALX,P1Y,2004,4.3
KOR,I3_TOTK,GRW,CTOTALX,P1Y,2005,4.2
KOR,I3_TOTK,GRW,CTOTALX,P1Y,2006,4.6
KOR,I3_HRSTO,GRW,CTOTALX,P1Y,2004,-0.1
KOR,I3_HRSTO,GRW,CTOTALX,P1Y,2005,-0.9
KOR,I3_HRSTO,GRW,CTOTALX,P1Y,2006,0.5
KOR,I3_HRSTO,GRW,CTOTALX,P1Y,2007,-1.1
KOR,I3_HRSTO,GRW,CTOTALX,P1Y,2008,-2.3
KOR,I3_HRSTO,GRW,CTOTALX,P1Y,2009,-0.6
KOR,I3_MFP,GRW,CTOTALX,P1Y,2004,3.8
KOR,I3_MFP,GRW,CTOTALX,P1Y,2005,3.6
KOR,I3_MFP,GRW,CTOTALX,P1Y,2006,3.8
NLD,I3_LCOST,PCT,CTOTALX,P1Y,2004,75.3
NLD,I3_LCOST,PCT,CTOTALX,P1Y,2005,76.1
NLD,I3_LCOST,PCT,CTOTALX,P1Y,2006,76.5
NLD,I3_LCOST,PCT,CTOTALX,P1Y,2007,77
NLD,I3_LCOST,PCT,CTOTALX,P1Y,2008,77.6
NLD,I3_GVA,GRW,CTOTALX,P1Y,2004,2.4
NLD,I3_GVA,GRW,CTOTALX,P1Y,2005,2.2
NLD,I3_GVA,GRW,CTOTALX,P1Y,2006,3.5
NLD,I3_GVA,GRW,CTOTALX,P1Y,2007,4.2
NLD,I3_GVA,GRW,CTOTALX,P1Y,2008,2.1
NLD,I3_GVA,GRW,CTOTALX,P1Y,2009,-3.8
NLD,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,3.4
NLD,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,2.1
NLD,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,1.9
NLD,I3_GVAHRS,GRW,CTOTALX,P1Y,2007,1.9
NLD,I3_GVAHRS,GRW,CTOTALX,P1Y,2008,1.4
NLD,I3_GVAHRS,GRW,CTOTALX,P1Y,2009,-2.7
NLD,I3_TOTK,GRW,CTOTALX,P1Y,2004,0.6
NLD,I3_TOTK,GRW,CTOTALX,P1Y,2005,0.8
NLD,I3_TOTK,GRW,CTOTALX,P1Y,2006,1.5
NLD,I3_TOTK,GRW,CTOTALX,P1Y,2007,1.7
NLD,I3_TOTK,GRW,CTOTALX,P1Y,2008,2.2
NLD,I3_HRSTO,GRW,CTOTALX,P1Y,2004,-1
NLD,I3_HRSTO,GRW,CTOTALX,P1Y,2005,0.1
NLD,I3_HRSTO,GRW,CTOTALX,P1Y,2006,1.6
NLD,I3_HRSTO,GRW,CTOTALX,P1Y,2007,2.3
NLD,I3_HRSTO,GRW,CTOTALX,P1Y,2008,0.7
NLD,I3_HRSTO,GRW,CTOTALX,P1Y,2009,-1.2
NLD,I3_MFP,GRW,CTOTALX,P1Y,2004,3
NLD,I3_MFP,GRW,CTOTALX,P1Y,2005,2
NLD,I3_MFP,GRW,CTOTALX,P1Y,2006,2
NLD,I3_MFP,GRW,CTOTALX,P1Y,2007,2
NLD,I3_MFP,GRW,CTOTALX,P1Y,2008,1.1
NOR,I3_LCOST,PCT,CTOTALX,P1Y,2004,74.5
NOR,I3_LCOST,PCT,CTOTALX,P1Y,2005,75.9
NOR,I3_LCOST,PCT,CTOTALX,P1Y,2006,78.1
NOR,I3_LCOST,PCT,CTOTALX,P1Y,2007,78.9
NOR,I3_GVA,GRW,CTOTALX,P1Y,2004,3.7
NOR,I3_GVA,GRW,CTOTALX,P1Y,2005,2.6
NOR,I3_GVA,GRW,CTOTALX,P1Y,2006,1.7
NOR,I3_GVA,GRW,CTOTALX,P1Y,2007,1.8
NOR,I3_GVA,GRW,CTOTALX,P1Y,2008,-1.7
NOR,I3_GVA,GRW,CTOTALX,P1Y,2009,-1.2
NOR,I3_GVAHRS,GRW,CTOTALX,P1Y,2004,2
NOR,I3_GVAHRS,GRW,CTOTALX,P1Y,2005,1.2
NOR,I3_GVAHRS,GRW,CTOTALX,P1Y,2006,-1.3
