COUNTRY,VARIABLE,TIME_FORMAT,UNIT,POWERCODE,obsTime,obsValue,OBS_STATUS
AUS,T-PASS-RD-BUS,P1Y,PKM,6,2004,17761.560590695,NA
AUS,T-PASS-RD-BUS,P1Y,PKM,6,2005,17841.671881043,NA
AUS,T-PASS-RD-BUS,P1Y,PKM,6,2006,18269.144800451,NA
AUS,T-PASS-RD-BUS,P1Y,PKM,6,2007,18531.899894518,NA
AUS,T-PASS-RD-BUS,P1Y,PKM,6,2008,18884.73740848,NA
AUS,T-PASS-RD-BUS,P1Y,PKM,6,2009,19242.576039048,NA
AUS,T-PASS-RD-BUS,P1Y,PKM,6,2010,19540.963097492,NA
AUS,T-PASS-RD-BUS,P1Y,PKM,6,2011,19929.455577663,NA
AUS,T-PASS-RD-BUS,P1Y,PKM,6,2012,20412.515568053,NA
AUS,T-PASS-RD-BUS,P1Y,PKM,6,2013,20774.536578772,NA
AUS,T-PASS-RD-BUS,P1Y,PKM,6,2014,21167.547179332,NA
AUS,T-PASS-RD-BUS,P1Y,PKM,6,2015,21301.074915364,NA
AUS,T-PASS-RD-BUS,P1Y,PKM,6,2016,21632.606525194,NA
AUS,T-PASS-RD-BUS,P1Y,PKM,6,2017,22094.211143714,NA
AUS,T-PASS-RD-BUS,P1Y,PKM,6,2018,22533.368789974,NA
LTU,T-PASS-RD-CAR,P1Y,PKM,6,2004,25799,NA
LTU,T-PASS-RD-CAR,P1Y,PKM,6,2005,34793,NA
LTU,T-PASS-RD-CAR,P1Y,PKM,6,2006,39472,NA
LTU,T-PASS-RD-CAR,P1Y,PKM,6,2007,39119,NA
LTU,T-PASS-RD-CAR,P1Y,PKM,6,2008,37991,NA
LTU,T-PASS-RD-CAR,P1Y,PKM,6,2009,36055,NA
LTU,T-PASS-RD-CAR,P1Y,PKM,6,2010,32569,NA
LTU,T-PASS-RD-CAR,P1Y,PKM,6,2011,29908,NA
LTU,T-PASS-RD-CAR,P1Y,PKM,6,2012,34191,NA
LTU,T-PASS-RD-CAR,P1Y,PKM,6,2013,33325,NA
LTU,T-PASS-RD-CAR,P1Y,PKM,6,2014,24366,NA
LTU,T-PASS-RD-CAR,P1Y,PKM,6,2015,24865,NA
LTU,T-PASS-RD-CAR,P1Y,PKM,6,2016,25854,NA
LTU,T-PASS-RD-CAR,P1Y,PKM,6,2017,31361,NA
LTU,T-PASS-RD-CAR,P1Y,PKM,6,2018,30119,NA
MKD,T-PASS-RD-TOT,P1Y,PKM,6,2004,6022,E
MKD,T-PASS-RD-TOT,P1Y,PKM,6,2005,5722,E
MKD,T-PASS-RD-TOT,P1Y,PKM,6,2006,5387,E
MKD,T-PASS-RD-TOT,P1Y,PKM,6,2007,5518,E
MKD,T-PASS-RD-TOT,P1Y,PKM,6,2008,6000,E
MKD,T-PASS-RD-TOT,P1Y,PKM,6,2009,6009,E
MKD,T-PASS-RD-TOT,P1Y,PKM,6,2010,6667,E
MKD,T-PASS-RD-TOT,P1Y,PKM,6,2011,7530,E
MKD,T-PASS-RD-TOT,P1Y,PKM,6,2012,7110,E
MKD,T-PASS-RD-TOT,P1Y,PKM,6,2013,7944,E
MKD,T-PASS-RD-TOT,P1Y,PKM,6,2014,9243,E
MKD,T-PASS-RD-TOT,P1Y,PKM,6,2015,9263,E
MKD,T-PASS-RD-TOT,P1Y,PKM,6,2016,9261,E
MKD,T-PASS-RD-TOT,P1Y,PKM,6,2017,11499,NA
MKD,T-PASS-RD-TOT,P1Y,PKM,6,2018,11698,NA
MKD,T-PASS-RD-TOT,P1Y,PKM,6,2019,11731,NA
SWE,T-PASS-RL-TOT,P1Y,PKM,6,2004,8658,NA
SWE,T-PASS-RL-TOT,P1Y,PKM,6,2005,8936,NA
SWE,T-PASS-RL-TOT,P1Y,PKM,6,2006,9617,NA
SWE,T-PASS-RL-TOT,P1Y,PKM,6,2007,10261,NA
SWE,T-PASS-RL-TOT,P1Y,PKM,6,2008,11146,NA
SWE,T-PASS-RL-TOT,P1Y,PKM,6,2009,11321,NA
SWE,T-PASS-RL-TOT,P1Y,PKM,6,2010,11155,NA
SWE,T-PASS-RL-TOT,P1Y,PKM,6,2011,11378,NA
SWE,T-PASS-RL-TOT,P1Y,PKM,6,2012,11792,NA
SWE,T-PASS-RL-TOT,P1Y,PKM,6,2013,11842,NA
SWE,T-PASS-RL-TOT,P1Y,PKM,6,2014,12121,NA
SWE,T-PASS-RL-TOT,P1Y,PKM,6,2015,12650,NA
SWE,T-PASS-RL-TOT,P1Y,PKM,6,2016,12800,NA
SWE,T-PASS-RL-TOT,P1Y,PKM,6,2017,13331,NA
SWE,T-PASS-RL-TOT,P1Y,PKM,6,2018,13546.798247255,NA
SWE,T-PASS-RL-TOT,P1Y,PKM,6,2019,14617.207234121,NA
ARM,T-PASS-RD-CAR,P1Y,PKM,6,2004,1974,NA
ARM,T-PASS-RD-CAR,P1Y,PKM,6,2005,2131,NA
ARM,T-PASS-RD-CAR,P1Y,PKM,6,2006,2344,NA
ARM,T-PASS-RD-CAR,P1Y,PKM,6,2007,2426,E
ARM,T-PASS-RD-CAR,P1Y,PKM,6,2008,2426,E
ARM,T-PASS-RD-CAR,P1Y,PKM,6,2009,2356,NA
ARM,T-PASS-RD-CAR,P1Y,PKM,6,2010,2344,NA
ARM,T-PASS-RD-CAR,P1Y,PKM,6,2011,2380,NA
ARM,T-PASS-RD-CAR,P1Y,PKM,6,2012,2450,NA
ARM,T-PASS-RD-CAR,P1Y,PKM,6,2013,2457,NA
ARM,T-PASS-RD-CAR,P1Y,PKM,6,2014,2537,NA
ARM,T-PASS-RD-CAR,P1Y,PKM,6,2015,2396,NA
ARM,T-PASS-RD-CAR,P1Y,PKM,6,2016,2437,NA
ARM,T-PASS-RD-CAR,P1Y,PKM,6,2017,2403,NA
BLR,T-PASS-RD-TOT,P1Y,PKM,6,2004,11851,NA
BLR,T-PASS-RD-TOT,P1Y,PKM,6,2005,11639,NA
BLR,T-PASS-RD-TOT,P1Y,PKM,6,2006,11614,NA
BLR,T-PASS-RD-TOT,P1Y,PKM,6,2007,11805,NA
BLR,T-PASS-RD-TOT,P1Y,PKM,6,2008,10591,NA
BLR,T-PASS-RD-TOT,P1Y,PKM,6,2009,9542,NA
BLR,T-PASS-RD-TOT,P1Y,PKM,6,2010,12513,NA
BLR,T-PASS-RD-TOT,P1Y,PKM,6,2011,12287,NA
BLR,T-PASS-RD-TOT,P1Y,PKM,6,2012,12394,NA
BLR,T-PASS-RD-TOT,P1Y,PKM,6,2013,12928,NA
BLR,T-PASS-RD-TOT,P1Y,PKM,6,2014,12089,NA
BLR,T-PASS-RD-TOT,P1Y,PKM,6,2015,11434,NA
BLR,T-PASS-RD-TOT,P1Y,PKM,6,2016,12019,NA
BLR,T-PASS-RD-TOT,P1Y,PKM,6,2017,12336,NA
BLR,T-PASS-RD-TOT,P1Y,PKM,6,2018,12649,NA
BLR,T-PASS-RD-TOT,P1Y,PKM,6,2019,12985,NA
MEX,T-PASS-RL-TOT,P1Y,PKM,6,2004,74,NA
MEX,T-PASS-RL-TOT,P1Y,PKM,6,2005,73,NA
MEX,T-PASS-RL-TOT,P1Y,PKM,6,2006,76,NA
MEX,T-PASS-RL-TOT,P1Y,PKM,6,2007,84,NA
MEX,T-PASS-RL-TOT,P1Y,PKM,6,2008,178,B
MEX,T-PASS-RL-TOT,P1Y,PKM,6,2009,449,NA
MEX,T-PASS-RL-TOT,P1Y,PKM,6,2010,843,NA
MEX,T-PASS-RL-TOT,P1Y,PKM,6,2011,891,NA
MEX,T-PASS-RL-TOT,P1Y,PKM,6,2012,970,NA
MEX,T-PASS-RL-TOT,P1Y,PKM,6,2013,1036,NA
MEX,T-PASS-RL-TOT,P1Y,PKM,6,2014,1150,NA
MEX,T-PASS-RL-TOT,P1Y,PKM,6,2015,1411,NA
MEX,T-PASS-RL-TOT,P1Y,PKM,6,2016,1481,NA
MEX,T-PASS-RL-TOT,P1Y,PKM,6,2017,1550,NA
MEX,T-PASS-RL-TOT,P1Y,PKM,6,2018,1591,NA
MEX,T-PASS-RL-TOT,P1Y,PKM,6,2019,1571,NA
DEU,T-PASS-RL-TOT,P1Y,PKM,6,2004,72879,NA
DEU,T-PASS-RL-TOT,P1Y,PKM,6,2005,76824,NA
DEU,T-PASS-RL-TOT,P1Y,PKM,6,2006,78995,NA
DEU,T-PASS-RL-TOT,P1Y,PKM,6,2007,79107,NA
DEU,T-PASS-RL-TOT,P1Y,PKM,6,2008,82539,NA
DEU,T-PASS-RL-TOT,P1Y,PKM,6,2009,82253,NA
DEU,T-PASS-RL-TOT,P1Y,PKM,6,2010,83886,NA
DEU,T-PASS-RL-TOT,P1Y,PKM,6,2011,85414,NA
DEU,T-PASS-RL-TOT,P1Y,PKM,6,2012,88796,NA
DEU,T-PASS-RL-TOT,P1Y,PKM,6,2013,89615,NA
DEU,T-PASS-RL-TOT,P1Y,PKM,6,2014,90976,NA
DEU,T-PASS-RL-TOT,P1Y,PKM,6,2015,91603,NA
DEU,T-PASS-RL-TOT,P1Y,PKM,6,2016,94197,NA
DEU,T-PASS-RL-TOT,P1Y,PKM,6,2017,95530,NA
DEU,T-PASS-RL-TOT,P1Y,PKM,6,2018,98161,P
JPN,T-PASS-RD-BUS,P1Y,PKM,6,2004,83151,NA
JPN,T-PASS-RD-BUS,P1Y,PKM,6,2005,84266,NA
JPN,T-PASS-RD-BUS,P1Y,PKM,6,2006,84075,NA
JPN,T-PASS-RD-BUS,P1Y,PKM,6,2007,83082,NA
JPN,T-PASS-RD-BUS,P1Y,PKM,6,2008,83831,NA
JPN,T-PASS-RD-BUS,P1Y,PKM,6,2009,81360,NA
JPN,T-PASS-RD-BUS,P1Y,PKM,6,2010,77750,NA
JPN,T-PASS-RD-BUS,P1Y,PKM,6,2011,73988,NA
JPN,T-PASS-RD-BUS,P1Y,PKM,6,2012,75668,NA
JPN,T-PASS-RD-BUS,P1Y,PKM,6,2013,74571,NA
JPN,T-PASS-RD-BUS,P1Y,PKM,6,2014,72579,NA
JPN,T-PASS-RD-BUS,P1Y,PKM,6,2015,71443,NA
JPN,T-PASS-RD-BUS,P1Y,PKM,6,2016,70119,NA
JPN,T-PASS-RD-BUS,P1Y,PKM,6,2017,69815,NA
JPN,T-PASS-RD-BUS,P1Y,PKM,6,2018,70101,NA
JPN,T-PASS-RD-BUS,P1Y,PKM,6,2019,65556,NA
ESP,T-PASS-RD-TOT,P1Y,PKM,6,2004,383650,NA
ESP,T-PASS-RD-TOT,P1Y,PKM,6,2005,390973,NA
ESP,T-PASS-RD-TOT,P1Y,PKM,6,2006,390306,NA
ESP,T-PASS-RD-TOT,P1Y,PKM,6,2007,402456,NA
ESP,T-PASS-RD-TOT,P1Y,PKM,6,2008,403475,NA
ESP,T-PASS-RD-TOT,P1Y,PKM,6,2009,407444,NA
ESP,T-PASS-RD-TOT,P1Y,PKM,6,2010,392531,NA
ESP,T-PASS-RD-TOT,P1Y,PKM,6,2011,389763,NA
ESP,T-PASS-RD-TOT,P1Y,PKM,6,2012,375576,NA
ESP,T-PASS-RD-TOT,P1Y,PKM,6,2013,370375,NA
ESP,T-PASS-RD-TOT,P1Y,PKM,6,2014,348173,B
ESP,T-PASS-RD-TOT,P1Y,PKM,6,2015,363942,NA
ESP,T-PASS-RD-TOT,P1Y,PKM,6,2016,377643,NA
ESP,T-PASS-RD-TOT,P1Y,PKM,6,2017,363368,NA
ESP,T-PASS-RD-TOT,P1Y,PKM,6,2018,372744,NA
AZE,T-PASS-RL-TOT,P1Y,PKM,6,2004,789,NA
AZE,T-PASS-RL-TOT,P1Y,PKM,6,2005,878,NA
AZE,T-PASS-RL-TOT,P1Y,PKM,6,2006,964,NA
AZE,T-PASS-RL-TOT,P1Y,PKM,6,2007,1108,NA
AZE,T-PASS-RL-TOT,P1Y,PKM,6,2008,1049,NA
AZE,T-PASS-RL-TOT,P1Y,PKM,6,2009,1024,NA
AZE,T-PASS-RL-TOT,P1Y,PKM,6,2010,917,NA
AZE,T-PASS-RL-TOT,P1Y,PKM,6,2011,660,NA
AZE,T-PASS-RL-TOT,P1Y,PKM,6,2012,591,NA
AZE,T-PASS-RL-TOT,P1Y,PKM,6,2013,609,NA
AZE,T-PASS-RL-TOT,P1Y,PKM,6,2014,612,NA
AZE,T-PASS-RL-TOT,P1Y,PKM,6,2015,495,NA
AZE,T-PASS-RL-TOT,P1Y,PKM,6,2016,448,NA
AZE,T-PASS-RL-TOT,P1Y,PKM,6,2017,467,NA
AZE,T-PASS-RL-TOT,P1Y,PKM,6,2018,466,NA
AZE,T-PASS-RL-TOT,P1Y,PKM,6,2019,544,NA
ITA,T-PASS-RD-CAR,P1Y,PKM,6,2004,716060,NA
ITA,T-PASS-RD-CAR,P1Y,PKM,6,2005,677014,NA
ITA,T-PASS-RD-CAR,P1Y,PKM,6,2006,676255,NA
ITA,T-PASS-RD-CAR,P1Y,PKM,6,2007,677056,NA
ITA,T-PASS-RD-CAR,P1Y,PKM,6,2008,676359,NA
ITA,T-PASS-RD-CAR,P1Y,PKM,6,2009,719912,NA
ITA,T-PASS-RD-CAR,P1Y,PKM,6,2010,698390,NA
ITA,T-PASS-RD-CAR,P1Y,PKM,6,2011,665328,NA
ITA,T-PASS-RD-CAR,P1Y,PKM,6,2012,578668,NA
ITA,T-PASS-RD-CAR,P1Y,PKM,6,2013,620368,NA
ITA,T-PASS-RD-CAR,P1Y,PKM,6,2014,642920,NA
ITA,T-PASS-RD-CAR,P1Y,PKM,6,2015,676350,NA
ITA,T-PASS-RD-CAR,P1Y,PKM,6,2016,704542,E
ITA,T-PASS-RD-CAR,P1Y,PKM,6,2017,744919,E
ITA,T-PASS-RD-CAR,P1Y,PKM,6,2018,722894,NA
ITA,T-PASS-RD-CAR,P1Y,PKM,6,2019,745628,P
DNK,T-PASS-RD-BUS,P1Y,PKM,6,2004,7300,NA
DNK,T-PASS-RD-BUS,P1Y,PKM,6,2005,7169,NA
DNK,T-PASS-RD-BUS,P1Y,PKM,6,2006,7054,NA
DNK,T-PASS-RD-BUS,P1Y,PKM,6,2007,6857,NA
DNK,T-PASS-RD-BUS,P1Y,PKM,6,2008,6782,NA
DNK,T-PASS-RD-BUS,P1Y,PKM,6,2009,6781,NA
DNK,T-PASS-RD-BUS,P1Y,PKM,6,2010,6853,NA
DNK,T-PASS-RD-BUS,P1Y,PKM,6,2011,6853,NA
DNK,T-PASS-RD-BUS,P1Y,PKM,6,2012,6849,NA
DNK,T-PASS-RD-BUS,P1Y,PKM,6,2013,6697,NA
DNK,T-PASS-RD-BUS,P1Y,PKM,6,2014,6831.0724270252,NA
DNK,T-PASS-RD-BUS,P1Y,PKM,6,2015,6681.665260079,NA
DNK,T-PASS-RD-BUS,P1Y,PKM,6,2016,6473.0938534405,NA
SVN,T-PASS-RL-TOT,P1Y,PKM,6,2004,764,NA
SVN,T-PASS-RL-TOT,P1Y,PKM,6,2005,777,NA
SVN,T-PASS-RL-TOT,P1Y,PKM,6,2006,793,NA
SVN,T-PASS-RL-TOT,P1Y,PKM,6,2007,812,NA
SVN,T-PASS-RL-TOT,P1Y,PKM,6,2008,834,NA
SVN,T-PASS-RL-TOT,P1Y,PKM,6,2009,840,NA
SVN,T-PASS-RL-TOT,P1Y,PKM,6,2010,813,NA
SVN,T-PASS-RL-TOT,P1Y,PKM,6,2011,773,NA
SVN,T-PASS-RL-TOT,P1Y,PKM,6,2012,742,NA
SVN,T-PASS-RL-TOT,P1Y,PKM,6,2013,760,NA
SVN,T-PASS-RL-TOT,P1Y,PKM,6,2014,697,NA
SVN,T-PASS-RL-TOT,P1Y,PKM,6,2015,709,NA
SVN,T-PASS-RL-TOT,P1Y,PKM,6,2016,680,NA
SVN,T-PASS-RL-TOT,P1Y,PKM,6,2017,650,NA
SVN,T-PASS-RL-TOT,P1Y,PKM,6,2018,656,NA
SVN,T-PASS-RL-TOT,P1Y,PKM,6,2019,698,NA
FRA,T-PASS-RD-TOT,P1Y,PKM,6,2004,777323,NA
FRA,T-PASS-RD-TOT,P1Y,PKM,6,2005,767290,NA
FRA,T-PASS-RD-TOT,P1Y,PKM,6,2006,765879,NA
FRA,T-PASS-RD-TOT,P1Y,PKM,6,2007,771178,NA
FRA,T-PASS-RD-TOT,P1Y,PKM,6,2008,756610,NA
FRA,T-PASS-RD-TOT,P1Y,PKM,6,2009,757177,NA
FRA,T-PASS-RD-TOT,P1Y,PKM,6,2010,763941,NA
FRA,T-PASS-RD-TOT,P1Y,PKM,6,2011,764529,NA
FRA,T-PASS-RD-TOT,P1Y,PKM,6,2012,836286,B
FRA,T-PASS-RD-TOT,P1Y,PKM,6,2013,832651,NA
FRA,T-PASS-RD-TOT,P1Y,PKM,6,2014,838532,NA
FRA,T-PASS-RD-TOT,P1Y,PKM,6,2015,845241,NA
FRA,T-PASS-RD-TOT,P1Y,PKM,6,2016,855013,NA
FRA,T-PASS-RD-TOT,P1Y,PKM,6,2017,861602,NA
FRA,T-PASS-RD-TOT,P1Y,PKM,6,2018,861944,NA
FRA,T-PASS-RD-TOT,P1Y,PKM,6,2019,859367,NA
RUS,T-PASS-RD-CAR,P1Y,PKM,6,2004,173,NA
RUS,T-PASS-RD-CAR,P1Y,PKM,6,2005,104,NA
RUS,T-PASS-RD-CAR,P1Y,PKM,6,2006,121,NA
RUS,T-PASS-RD-CAR,P1Y,PKM,6,2007,132,NA
RUS,T-PASS-RD-CAR,P1Y,PKM,6,2008,123,NA
RUS,T-PASS-RD-CAR,P1Y,PKM,6,2009,109,NA
RUS,T-PASS-RD-CAR,P1Y,PKM,6,2010,295,B
RUS,T-PASS-RD-CAR,P1Y,PKM,6,2011,283,NA
RUS,T-PASS-RD-CAR,P1Y,PKM,6,2012,338,NA
RUS,T-PASS-RD-CAR,P1Y,PKM,6,2013,337,NA
RUS,T-PASS-RD-CAR,P1Y,PKM,6,2014,263,NA
RUS,T-PASS-RD-CAR,P1Y,PKM,6,2015,351,NA
RUS,T-PASS-RD-CAR,P1Y,PKM,6,2016,450,NA
RUS,T-PASS-RD-CAR,P1Y,PKM,6,2017,499,NA
RUS,T-PASS-RD-CAR,P1Y,PKM,6,2018,387,NA
USA,T-PASS-RD-BUS,P1Y,PKM,6,2004,232049,NA
USA,T-PASS-RD-BUS,P1Y,PKM,6,2005,238170,NA
USA,T-PASS-RD-BUS,P1Y,PKM,6,2006,231449,NA
USA,T-PASS-RD-BUS,P1Y,PKM,6,2007,495280,B
USA,T-PASS-RD-BUS,P1Y,PKM,6,2008,505782,NA
USA,T-PASS-RD-BUS,P1Y,PKM,6,2009,490873,NA
USA,T-PASS-RD-BUS,P1Y,PKM,6,2010,469790,NA
USA,T-PASS-RD-BUS,P1Y,PKM,6,2011,471080,NA
USA,T-PASS-RD-BUS,P1Y,PKM,6,2012,504300,NA
USA,T-PASS-RD-BUS,P1Y,PKM,6,2013,517466,NA
USA,T-PASS-RD-BUS,P1Y,PKM,6,2014,545852,NA
USA,T-PASS-RD-BUS,P1Y,PKM,6,2015,553731.818112,NA
USA,T-PASS-RD-BUS,P1Y,PKM,6,2016,557814,NA
USA,T-PASS-RD-BUS,P1Y,PKM,6,2017,587765,NA
ALB,T-PASS-RD-TOT,P1Y,PKM,6,2004,6481,E
ALB,T-PASS-RD-TOT,P1Y,PKM,6,2005,6925,E
ALB,T-PASS-RD-TOT,P1Y,PKM,6,2006,7350,E
ALB,T-PASS-RD-TOT,P1Y,PKM,6,2007,7040,E
ALB,T-PASS-RD-TOT,P1Y,PKM,6,2008,6437,E
ALB,T-PASS-RD-TOT,P1Y,PKM,6,2009,7370,E
ALB,T-PASS-RD-TOT,P1Y,PKM,6,2010,7905,E
ALB,T-PASS-RD-TOT,P1Y,PKM,6,2011,7980,E
ALB,T-PASS-RD-TOT,P1Y,PKM,6,2012,7637,E
ALB,T-PASS-RD-TOT,P1Y,PKM,6,2013,8650,E
LVA,T-PASS-RL-TOT,P1Y,PKM,6,2004,811,NA
LVA,T-PASS-RL-TOT,P1Y,PKM,6,2005,894,NA
LVA,T-PASS-RL-TOT,P1Y,PKM,6,2006,992,NA
LVA,T-PASS-RL-TOT,P1Y,PKM,6,2007,983,NA
LVA,T-PASS-RL-TOT,P1Y,PKM,6,2008,951,NA
LVA,T-PASS-RL-TOT,P1Y,PKM,6,2009,756,NA
LVA,T-PASS-RL-TOT,P1Y,PKM,6,2010,749,NA
LVA,T-PASS-RL-TOT,P1Y,PKM,6,2011,741,NA
LVA,T-PASS-RL-TOT,P1Y,PKM,6,2012,725,NA
LVA,T-PASS-RL-TOT,P1Y,PKM,6,2013,729,NA
LVA,T-PASS-RL-TOT,P1Y,PKM,6,2014,649,NA
LVA,T-PASS-RL-TOT,P1Y,PKM,6,2015,591,NA
LVA,T-PASS-RL-TOT,P1Y,PKM,6,2016,584,NA
LVA,T-PASS-RL-TOT,P1Y,PKM,6,2017,596,NA
LVA,T-PASS-RL-TOT,P1Y,PKM,6,2018,624,NA
LVA,T-PASS-RL-TOT,P1Y,PKM,6,2019,643,NA
FIN,T-PASS-RL-TOT,P1Y,PKM,6,2004,3352,NA
FIN,T-PASS-RL-TOT,P1Y,PKM,6,2005,3478,NA
FIN,T-PASS-RL-TOT,P1Y,PKM,6,2006,3540,NA
FIN,T-PASS-RL-TOT,P1Y,PKM,6,2007,3778,NA
FIN,T-PASS-RL-TOT,P1Y,PKM,6,2008,4052,NA
FIN,T-PASS-RL-TOT,P1Y,PKM,6,2009,3876,NA
FIN,T-PASS-RL-TOT,P1Y,PKM,6,2010,3959,NA
FIN,T-PASS-RL-TOT,P1Y,PKM,6,2011,3882,NA
FIN,T-PASS-RL-TOT,P1Y,PKM,6,2012,4035,NA
FIN,T-PASS-RL-TOT,P1Y,PKM,6,2013,4053,NA
FIN,T-PASS-RL-TOT,P1Y,PKM,6,2014,3874,NA
FIN,T-PASS-RL-TOT,P1Y,PKM,6,2015,4113,B
FIN,T-PASS-RL-TOT,P1Y,PKM,6,2016,3868,NA
FIN,T-PASS-RL-TOT,P1Y,PKM,6,2017,4271,NA
FIN,T-PASS-RL-TOT,P1Y,PKM,6,2018,4534,NA
FIN,T-PASS-RL-TOT,P1Y,PKM,6,2019,4924,NA
NOR,T-PASS-RD-BUS,P1Y,PKM,6,2004,5967,NA
NOR,T-PASS-RD-BUS,P1Y,PKM,6,2005,5939,NA
NOR,T-PASS-RD-BUS,P1Y,PKM,6,2006,5894,NA
NOR,T-PASS-RD-BUS,P1Y,PKM,6,2007,6077,NA
NOR,T-PASS-RD-BUS,P1Y,PKM,6,2008,6147,NA
NOR,T-PASS-RD-BUS,P1Y,PKM,6,2009,6208,NA
NOR,T-PASS-RD-BUS,P1Y,PKM,6,2010,5631,B
NOR,T-PASS-RD-BUS,P1Y,PKM,6,2011,5672,NA
NOR,T-PASS-RD-BUS,P1Y,PKM,6,2012,5791,NA
NOR,T-PASS-RD-BUS,P1Y,PKM,6,2013,5844,NA
NOR,T-PASS-RD-BUS,P1Y,PKM,6,2014,5966,NA
NOR,T-PASS-RD-BUS,P1Y,PKM,6,2015,6351,NA
NOR,T-PASS-RD-BUS,P1Y,PKM,6,2016,6693,NA
NOR,T-PASS-RD-BUS,P1Y,PKM,6,2017,6534,E
NOR,T-PASS-RD-BUS,P1Y,PKM,6,2018,6751,E
NOR,T-PASS-RD-BUS,P1Y,PKM,6,2019,7150,E
HUN,T-PASS-RD-BUS,P1Y,PKM,6,2004,18408,NA
HUN,T-PASS-RD-BUS,P1Y,PKM,6,2005,17235,NA
HUN,T-PASS-RD-BUS,P1Y,PKM,6,2006,17315,NA
HUN,T-PASS-RD-BUS,P1Y,PKM,6,2007,16501,NA
HUN,T-PASS-RD-BUS,P1Y,PKM,6,2008,16979,NA
HUN,T-PASS-RD-BUS,P1Y,PKM,6,2009,16081,NA
HUN,T-PASS-RD-BUS,P1Y,PKM,6,2010,16250,NA
HUN,T-PASS-RD-BUS,P1Y,PKM,6,2011,16259,NA
HUN,T-PASS-RD-BUS,P1Y,PKM,6,2012,16868,NA
HUN,T-PASS-RD-BUS,P1Y,PKM,6,2013,16965,NA
HUN,T-PASS-RD-BUS,P1Y,PKM,6,2014,17440.677,NA
HUN,T-PASS-RD-BUS,P1Y,PKM,6,2015,17617.7766,NA
HUN,T-PASS-RD-BUS,P1Y,PKM,6,2016,17622.8781,NA
HUN,T-PASS-RD-BUS,P1Y,PKM,6,2017,18100,NA
HUN,T-PASS-RD-BUS,P1Y,PKM,6,2018,18659.9888,NA
HUN,T-PASS-RD-BUS,P1Y,PKM,6,2019,18721.7609,NA
CZE,T-PASS-RD-CAR,P1Y,PKM,6,2004,67570,E
CZE,T-PASS-RD-CAR,P1Y,PKM,6,2005,68640,E
CZE,T-PASS-RD-CAR,P1Y,PKM,6,2006,69630,E
CZE,T-PASS-RD-CAR,P1Y,PKM,6,2007,71540,E
CZE,T-PASS-RD-CAR,P1Y,PKM,6,2008,72380,E
CZE,T-PASS-RD-CAR,P1Y,PKM,6,2009,72290,E
CZE,T-PASS-RD-CAR,P1Y,PKM,6,2010,63570,B
CZE,T-PASS-RD-CAR,P1Y,PKM,6,2011,65490,E
CZE,T-PASS-RD-CAR,P1Y,PKM,6,2012,64260,E
CZE,T-PASS-RD-CAR,P1Y,PKM,6,2013,64650,E
CZE,T-PASS-RD-CAR,P1Y,PKM,6,2014,66260,E
CZE,T-PASS-RD-CAR,P1Y,PKM,6,2015,69705,E
CZE,T-PASS-RD-CAR,P1Y,PKM,6,2016,72255,E
CZE,T-PASS-RD-CAR,P1Y,PKM,6,2017,74327,E
CZE,T-PASS-RD-CAR,P1Y,PKM,6,2018,77971,E
CZE,T-PASS-RD-CAR,P1Y,PKM,6,2019,81179,E
ROU,T-PASS-RD-TOT,P1Y,PKM,6,2004,9438,NA
ROU,T-PASS-RD-TOT,P1Y,PKM,6,2005,11812,NA
ROU,T-PASS-RD-TOT,P1Y,PKM,6,2006,11735,NA
ROU,T-PASS-RD-TOT,P1Y,PKM,6,2007,12156,NA
ROU,T-PASS-RD-TOT,P1Y,PKM,6,2008,13881,B
ROU,T-PASS-RD-TOT,P1Y,PKM,6,2009,12805,NA
ROU,T-PASS-RD-TOT,P1Y,PKM,6,2010,11955,NA
ROU,T-PASS-RD-TOT,P1Y,PKM,6,2011,11773,NA
ROU,T-PASS-RD-TOT,P1Y,PKM,6,2012,12584,NA
ROU,T-PASS-RD-TOT,P1Y,PKM,6,2013,12923,NA
ROU,T-PASS-RD-TOT,P1Y,PKM,6,2014,14061,NA
ROU,T-PASS-RD-TOT,P1Y,PKM,6,2015,17471,NA
ROU,T-PASS-RD-TOT,P1Y,PKM,6,2016,18744,NA
ROU,T-PASS-RD-TOT,P1Y,PKM,6,2017,18177,NA
ROU,T-PASS-RD-TOT,P1Y,PKM,6,2018,19937,NA
ROU,T-PASS-RD-TOT,P1Y,PKM,6,2019,20553,NA
MKD,T-PASS-RL-TOT,P1Y,PKM,6,2004,94,NA
MKD,T-PASS-RL-TOT,P1Y,PKM,6,2005,94,NA
MKD,T-PASS-RL-TOT,P1Y,PKM,6,2006,105,NA
MKD,T-PASS-RL-TOT,P1Y,PKM,6,2007,109,NA
MKD,T-PASS-RL-TOT,P1Y,PKM,6,2008,148,NA
MKD,T-PASS-RL-TOT,P1Y,PKM,6,2009,154,NA
MKD,T-PASS-RL-TOT,P1Y,PKM,6,2010,155,NA
MKD,T-PASS-RL-TOT,P1Y,PKM,6,2011,145,NA
MKD,T-PASS-RL-TOT,P1Y,PKM,6,2012,99,NA
MKD,T-PASS-RL-TOT,P1Y,PKM,6,2013,80,NA
MKD,T-PASS-RL-TOT,P1Y,PKM,6,2014,80,NA
MKD,T-PASS-RL-TOT,P1Y,PKM,6,2015,178,NA
