COUNTRY,INDICATOR,NUTRIENTS,TIME_FORMAT,UNIT,POWERCODE,obsTime,obsValue,OBS_STATUS
ISL,F11,NITROGEN,P1Y,TONNE,0,2004,9889,NA
ISL,F11,NITROGEN,P1Y,TONNE,0,2005,9775,NA
ISL,F11,NITROGEN,P1Y,TONNE,0,2006,12342,NA
ISL,F11,NITROGEN,P1Y,TONNE,0,2007,13832,NA
ISL,F11,NITROGEN,P1Y,TONNE,0,2008,15321,NA
ISL,F11,NITROGEN,P1Y,TONNE,0,2009,12000,NA
ISL,F11,NITROGEN,P1Y,TONNE,0,2010,11000,NA
ISL,F11,NITROGEN,P1Y,TONNE,0,2011,10000,NA
ISL,F11,NITROGEN,P1Y,TONNE,0,2012,12000,NA
ISL,F11,NITROGEN,P1Y,TONNE,0,2013,12000,NA
ISL,F11,NITROGEN,P1Y,TONNE,0,2014,14000,NA
ISL,F11,NITROGEN,P1Y,TONNE,0,2015,12000,NA
ISL,F11,NITROGEN,P1Y,TONNE,0,2016,11000,NA
ISL,F11,NITROGEN,P1Y,TONNE,0,2017,13000,NA
ISL,F11,NITROGEN,P1Y,TONNE,0,2018,12000,NA
MEX,F11,PHOSPHORUS,P1Y,TONNE,0,2004,165352,NA
MEX,F11,PHOSPHORUS,P1Y,TONNE,0,2005,167508,NA
MEX,F11,PHOSPHORUS,P1Y,TONNE,0,2006,164120,NA
MEX,F11,PHOSPHORUS,P1Y,TONNE,0,2007,124520,NA
MEX,F11,PHOSPHORUS,P1Y,TONNE,0,2008,79200,NA
MEX,F11,PHOSPHORUS,P1Y,TONNE,0,2009,121792,NA
MEX,F11,PHOSPHORUS,P1Y,TONNE,0,2010,133540,NA
MEX,F11,PHOSPHORUS,P1Y,TONNE,0,2011,123640,NA
MEX,F11,PHOSPHORUS,P1Y,TONNE,0,2012,132000,NA
MEX,F11,PHOSPHORUS,P1Y,TONNE,0,2013,151360,NA
MEX,F11,PHOSPHORUS,P1Y,TONNE,0,2014,125356,NA
MEX,F11,PHOSPHORUS,P1Y,TONNE,0,2015,141196,NA
MEX,F11,PHOSPHORUS,P1Y,TONNE,0,2016,160644,NA
MEX,F11,PHOSPHORUS,P1Y,TONNE,0,2017,171820,NA
USA,C221,NITROGEN,P1Y,TONNE,0,2004,3081564.411,NA
USA,C221,NITROGEN,P1Y,TONNE,0,2005,3075017.159,NA
USA,C221,NITROGEN,P1Y,TONNE,0,2006,2950835.801,NA
USA,C221,NITROGEN,P1Y,TONNE,0,2007,2952549.945,NA
USA,C221,NITROGEN,P1Y,TONNE,0,2008,3037499.441,NA
USA,C221,NITROGEN,P1Y,TONNE,0,2009,3005460.881,NA
USA,C221,NITROGEN,P1Y,TONNE,0,2010,2928440.075,NA
USA,C221,NITROGEN,P1Y,TONNE,0,2011,2888014.004,NA
USA,C221,NITROGEN,P1Y,TONNE,0,2012,2693091.118,NA
USA,C221,NITROGEN,P1Y,TONNE,0,2013,2860714.738,NA
USA,C221,NITROGEN,P1Y,TONNE,0,2014,3086531.565,NA
USA,C221,NITROGEN,P1Y,TONNE,0,2015,3024732.853,NA
USA,C221,NITROGEN,P1Y,TONNE,0,2016,2986764.406,NA
USA,C221,NITROGEN,P1Y,TONNE,0,2017,2958518.191,NA
NZL,C212,PHOSPHORUS,P1Y,TONNE,0,2004,28.32,NA
NZL,C212,PHOSPHORUS,P1Y,TONNE,0,2005,25.469,NA
NZL,C212,PHOSPHORUS,P1Y,TONNE,0,2006,23.16,NA
NZL,C212,PHOSPHORUS,P1Y,TONNE,0,2007,18.723,NA
NZL,C212,PHOSPHORUS,P1Y,TONNE,0,2008,18.157,NA
NZL,C212,PHOSPHORUS,P1Y,TONNE,0,2009,25.896,NA
NZL,C212,PHOSPHORUS,P1Y,TONNE,0,2010,25.545,NA
NZL,C212,PHOSPHORUS,P1Y,TONNE,0,2011,25.551,NA
NZL,C212,PHOSPHORUS,P1Y,TONNE,0,2012,24.312,NA
NZL,C212,PHOSPHORUS,P1Y,TONNE,0,2013,24.188,NA
NZL,C212,PHOSPHORUS,P1Y,TONNE,0,2014,24.065,NA
NZL,C212,PHOSPHORUS,P1Y,TONNE,0,2015,23.941,NA
NZL,C212,PHOSPHORUS,P1Y,TONNE,0,2016,23.817,NA
NZL,C212,PHOSPHORUS,P1Y,TONNE,0,2017,23.694,NA
NZL,C212,PHOSPHORUS,P1Y,TONNE,0,2018,23.694,NA
NZL,M1,PHOSPHORUS,P1Y,TONNE,0,2004,176807.177,NA
NZL,M1,PHOSPHORUS,P1Y,TONNE,0,2005,177472.176,NA
NZL,M1,PHOSPHORUS,P1Y,TONNE,0,2006,178633.723,NA
NZL,M1,PHOSPHORUS,P1Y,TONNE,0,2007,176308.128,NA
NZL,M1,PHOSPHORUS,P1Y,TONNE,0,2008,170230.355,NA
NZL,M1,PHOSPHORUS,P1Y,TONNE,0,2009,168450.372,NA
NZL,M1,PHOSPHORUS,P1Y,TONNE,0,2010,166877.497,NA
NZL,M1,PHOSPHORUS,P1Y,TONNE,0,2011,166715.68,NA
NZL,M1,PHOSPHORUS,P1Y,TONNE,0,2012,163687.89,NA
NZL,M1,PHOSPHORUS,P1Y,TONNE,0,2013,161500.745,NA
NZL,M1,PHOSPHORUS,P1Y,TONNE,0,2014,161131.187,NA
NZL,M1,PHOSPHORUS,P1Y,TONNE,0,2015,156743.389,NA
NZL,M1,PHOSPHORUS,P1Y,TONNE,0,2016,154427.258,NA
NZL,M1,PHOSPHORUS,P1Y,TONNE,0,2017,155743.733,NA
NZL,M1,PHOSPHORUS,P1Y,TONNE,0,2018,153131.541,NA
USA,A14,NITROGEN,P1Y,TONNE,0,2004,3969673.233,NA
USA,A14,NITROGEN,P1Y,TONNE,0,2005,4011388.194,NA
USA,A14,NITROGEN,P1Y,TONNE,0,2006,4020817.382,NA
USA,A14,NITROGEN,P1Y,TONNE,0,2007,4051895.423,NA
USA,A14,NITROGEN,P1Y,TONNE,0,2008,4096453.526,NA
USA,A14,NITROGEN,P1Y,TONNE,0,2009,3883405.408,NA
USA,A14,NITROGEN,P1Y,TONNE,0,2010,3908189.137,NA
USA,A14,NITROGEN,P1Y,TONNE,0,2011,3907125.422,NA
USA,A14,NITROGEN,P1Y,TONNE,0,2012,3864849.448,NA
USA,A14,NITROGEN,P1Y,TONNE,0,2013,3875729.453,NA
USA,A14,NITROGEN,P1Y,TONNE,0,2014,3878281.134,NA
USA,A14,NITROGEN,P1Y,TONNE,0,2015,3926114.411,NA
USA,A14,NITROGEN,P1Y,TONNE,0,2016,3985474.729,NA
USA,A14,NITROGEN,P1Y,TONNE,0,2017,4039790.086,NA
TUR,C211,NITROGEN,P1Y,TONNE,0,2004,680070.971,NA
TUR,C211,NITROGEN,P1Y,TONNE,0,2005,725296.434,NA
TUR,C211,NITROGEN,P1Y,TONNE,0,2006,688016.106,NA
TUR,C211,NITROGEN,P1Y,TONNE,0,2007,580391.032,NA
TUR,C211,NITROGEN,P1Y,TONNE,0,2008,579739.557,NA
TUR,C211,NITROGEN,P1Y,TONNE,0,2009,665855.975,NA
TUR,C211,NITROGEN,P1Y,TONNE,0,2010,648837.67,NA
TUR,C211,NITROGEN,P1Y,TONNE,0,2011,697177.27,NA
TUR,C211,NITROGEN,P1Y,TONNE,0,2012,660645.07,NA
TUR,C211,NITROGEN,P1Y,TONNE,0,2013,742509.17,NA
TUR,C211,NITROGEN,P1Y,TONNE,0,2014,647333.92,NA
TUR,C211,NITROGEN,P1Y,TONNE,0,2015,772452.698,NA
TUR,C211,NITROGEN,P1Y,TONNE,0,2016,705086.501,NA
TUR,C211,NITROGEN,P1Y,TONNE,0,2017,702309.191,NA
TUR,C211,NITROGEN,P1Y,TONNE,0,2018,687821.611,NA
KOR,A12,NITROGEN,P1Y,TONNE,0,2004,110197.601,NA
KOR,A12,NITROGEN,P1Y,TONNE,0,2005,110853.817,NA
KOR,A12,NITROGEN,P1Y,TONNE,0,2006,110853.817,NA
KOR,A12,NITROGEN,P1Y,TONNE,0,2007,118824.129,NA
KOR,A12,NITROGEN,P1Y,TONNE,0,2008,72699.472,NA
KOR,A12,NITROGEN,P1Y,TONNE,0,2009,76680,NA
KOR,A12,NITROGEN,P1Y,TONNE,0,2010,79048,NA
KOR,A12,NITROGEN,P1Y,TONNE,0,2011,65368,NA
KOR,A12,NITROGEN,P1Y,TONNE,0,2012,79328,NA
KOR,A12,NITROGEN,P1Y,TONNE,0,2013,79296,NA
KOR,A12,NITROGEN,P1Y,TONNE,0,2014,80720,NA
KOR,A12,NITROGEN,P1Y,TONNE,0,2015,81495.118,NA
KOR,A12,NITROGEN,P1Y,TONNE,0,2016,82934.232,NA
KOR,A12,NITROGEN,P1Y,TONNE,0,2017,84110.424,NA
ISL,BPERHA,PHOSPHORUS,P1Y,KG,0,2004,1.694,NA
ISL,BPERHA,PHOSPHORUS,P1Y,KG,0,2005,1.549,NA
ISL,BPERHA,PHOSPHORUS,P1Y,KG,0,2006,1.801,NA
ISL,BPERHA,PHOSPHORUS,P1Y,KG,0,2007,1.959,NA
ISL,BPERHA,PHOSPHORUS,P1Y,KG,0,2008,1.838,NA
ISL,BPERHA,PHOSPHORUS,P1Y,KG,0,2009,1.476,NA
ISL,BPERHA,PHOSPHORUS,P1Y,KG,0,2010,1.532,NA
ISL,BPERHA,PHOSPHORUS,P1Y,KG,0,2011,1.449,NA
ISL,BPERHA,PHOSPHORUS,P1Y,KG,0,2012,1.529,NA
ISL,BPERHA,PHOSPHORUS,P1Y,KG,0,2013,1.525,NA
ISL,BPERHA,PHOSPHORUS,P1Y,KG,0,2014,1.741,NA
ISL,BPERHA,PHOSPHORUS,P1Y,KG,0,2015,1.733,NA
ISL,BPERHA,PHOSPHORUS,P1Y,KG,0,2016,1.544,NA
ISL,BPERHA,PHOSPHORUS,P1Y,KG,0,2017,1.891,NA
ISL,BPERHA,PHOSPHORUS,P1Y,KG,0,2018,1.755,NA
MEX,A11,NITROGEN,P1Y,TONNE,0,2004,1564858.428,NA
MEX,A11,NITROGEN,P1Y,TONNE,0,2005,1574358.155,NA
MEX,A11,NITROGEN,P1Y,TONNE,0,2006,1605695.428,NA
MEX,A11,NITROGEN,P1Y,TONNE,0,2007,1619846.221,NA
MEX,A11,NITROGEN,P1Y,TONNE,0,2008,1637414.581,NA
MEX,A11,NITROGEN,P1Y,TONNE,0,2009,1669038.525,NA
MEX,A11,NITROGEN,P1Y,TONNE,0,2010,1686327.132,NA
MEX,A11,NITROGEN,P1Y,TONNE,0,2011,1703171.987,NA
MEX,A11,NITROGEN,P1Y,TONNE,0,2012,1640836.436,NA
MEX,A11,NITROGEN,P1Y,TONNE,0,2013,1673093.985,NA
MEX,A11,NITROGEN,P1Y,TONNE,0,2014,1705551.742,NA
MEX,A11,NITROGEN,P1Y,TONNE,0,2015,1739068.666,NA
MEX,A11,NITROGEN,P1Y,TONNE,0,2016,1750317.975,NA
MEX,A11,NITROGEN,P1Y,TONNE,0,2017,1772238.132,NA
JPN,I0,NITROGEN,P1Y,TONNE,0,2004,1350746.394,NA
JPN,I0,NITROGEN,P1Y,TONNE,0,2005,1344469.456,NA
JPN,I0,NITROGEN,P1Y,TONNE,0,2006,1336458.555,NA
JPN,I0,NITROGEN,P1Y,TONNE,0,2007,1404836.691,NA
JPN,I0,NITROGEN,P1Y,TONNE,0,2008,1250668.141,NA
JPN,I0,NITROGEN,P1Y,TONNE,0,2009,1222263.483,NA
JPN,I0,NITROGEN,P1Y,TONNE,0,2010,1302855.435,NA
JPN,I0,NITROGEN,P1Y,TONNE,0,2011,1277827.007,NA
JPN,I0,NITROGEN,P1Y,TONNE,0,2012,1284086.377,NA
JPN,I0,NITROGEN,P1Y,TONNE,0,2013,1300328.949,NA
JPN,I0,NITROGEN,P1Y,TONNE,0,2014,1288752.511,NA
JPN,I0,NITROGEN,P1Y,TONNE,0,2015,1273176.887,NA
JPN,I0,NITROGEN,P1Y,TONNE,0,2016,1280945.196,NA
JPN,I0,NITROGEN,P1Y,TONNE,0,2017,1285209.147,NA
TUR,F12,NITROGEN,P1Y,TONNE,0,2004,5149.17,NA
TUR,F12,NITROGEN,P1Y,TONNE,0,2005,4973.13,NA
TUR,F12,NITROGEN,P1Y,TONNE,0,2006,3740.85,NA
TUR,F12,NITROGEN,P1Y,TONNE,0,2007,4899.78,NA
TUR,F12,NITROGEN,P1Y,TONNE,0,2008,4048.92,NA
TUR,F12,NITROGEN,P1Y,TONNE,0,2009,4621.05,NA
TUR,F12,NITROGEN,P1Y,TONNE,0,2010,2845.98,NA
TUR,F12,NITROGEN,P1Y,TONNE,0,2011,4268.97,NA
TUR,F12,NITROGEN,P1Y,TONNE,0,2012,2273.85,NA
TUR,F12,NITROGEN,P1Y,TONNE,0,2013,2347.2,NA
TUR,F12,NITROGEN,P1Y,TONNE,0,2014,1848.42,NA
TUR,F12,NITROGEN,P1Y,TONNE,0,2015,2259.18,NA
TUR,F12,NITROGEN,P1Y,TONNE,0,2016,2141.82,NA
TUR,F12,NITROGEN,P1Y,TONNE,0,2017,2171.16,NA
TUR,F12,NITROGEN,P1Y,TONNE,0,2018,2171.16,NA
USA,C213,PHOSPHORUS,P1Y,TONNE,0,2004,6878.531,NA
USA,C213,PHOSPHORUS,P1Y,TONNE,0,2005,9484.202,NA
USA,C213,PHOSPHORUS,P1Y,TONNE,0,2006,8520.799,NA
USA,C213,PHOSPHORUS,P1Y,TONNE,0,2007,9476.564,NA
USA,C213,PHOSPHORUS,P1Y,TONNE,0,2008,8386.76,NA
USA,C213,PHOSPHORUS,P1Y,TONNE,0,2009,10159.833,NA
USA,C213,PHOSPHORUS,P1Y,TONNE,0,2010,11495.624,NA
USA,C213,PHOSPHORUS,P1Y,TONNE,0,2011,6588.748,NA
USA,C213,PHOSPHORUS,P1Y,TONNE,0,2012,10471.493,NA
USA,C213,PHOSPHORUS,P1Y,TONNE,0,2013,9930.154,NA
USA,C213,PHOSPHORUS,P1Y,TONNE,0,2014,10609.834,NA
USA,C213,PHOSPHORUS,P1Y,TONNE,0,2015,11408.251,NA
USA,C213,PHOSPHORUS,P1Y,TONNE,0,2016,15128.035,NA
USA,C213,PHOSPHORUS,P1Y,TONNE,0,2017,13031.619,NA
AUS,C000,NITROGEN,P1Y,TONNE,0,2004,24858.745,NA
AUS,C000,NITROGEN,P1Y,TONNE,0,2005,25088.567,NA
AUS,C000,NITROGEN,P1Y,TONNE,0,2006,24756.87,NA
AUS,C000,NITROGEN,P1Y,TONNE,0,2007,24123.095,NA
AUS,C000,NITROGEN,P1Y,TONNE,0,2008,24085.179,NA
AUS,C000,NITROGEN,P1Y,TONNE,0,2009,23894.031,NA
AUS,C000,NITROGEN,P1Y,TONNE,0,2010,23072.744,NA
AUS,C000,NITROGEN,P1Y,TONNE,0,2011,24322.586,NA
AUS,C000,NITROGEN,P1Y,TONNE,0,2012,24318.667,NA
AUS,C000,NITROGEN,P1Y,TONNE,0,2013,23431.611,NA
AUS,C000,NITROGEN,P1Y,TONNE,0,2014,22719.53,NA
AUS,C000,NITROGEN,P1Y,TONNE,0,2015,24910.04,NA
AUS,C000,NITROGEN,P1Y,TONNE,0,2016,25768.8,NA
AUS,C000,NITROGEN,P1Y,TONNE,0,2017,26202.088,NA
JPN,C222,PHOSPHORUS,P1Y,TONNE,0,2004,3686.76,NA
JPN,C222,PHOSPHORUS,P1Y,TONNE,0,2005,3561.84,NA
JPN,C222,PHOSPHORUS,P1Y,TONNE,0,2006,3495.36,NA
JPN,C222,PHOSPHORUS,P1Y,TONNE,0,2007,3456.6,NA
JPN,C222,PHOSPHORUS,P1Y,TONNE,0,2008,3456.6,NA
JPN,C222,PHOSPHORUS,P1Y,TONNE,0,2009,3327.12,NA
JPN,C222,PHOSPHORUS,P1Y,TONNE,0,2010,3309.6,NA
JPN,C222,PHOSPHORUS,P1Y,TONNE,0,2011,3213.96,NA
JPN,C222,PHOSPHORUS,P1Y,TONNE,0,2012,2909.16,NA
JPN,C222,PHOSPHORUS,P1Y,TONNE,0,2013,2814.48,NA
JPN,C222,PHOSPHORUS,P1Y,TONNE,0,2014,3023.16,NA
JPN,C222,PHOSPHORUS,P1Y,TONNE,0,2015,3131.04,NA
JPN,C222,PHOSPHORUS,P1Y,TONNE,0,2016,2962.68,NA
JPN,C222,PHOSPHORUS,P1Y,TONNE,0,2017,3059.64,NA
MEX,C217,NITROGEN,P1Y,TONNE,0,2004,74685.718,NA
MEX,C217,NITROGEN,P1Y,TONNE,0,2005,78920.855,NA
MEX,C217,NITROGEN,P1Y,TONNE,0,2006,77611.216,NA
MEX,C217,NITROGEN,P1Y,TONNE,0,2007,79478.922,NA
MEX,C217,NITROGEN,P1Y,TONNE,0,2008,77912.735,NA
MEX,C217,NITROGEN,P1Y,TONNE,0,2009,75202.419,NA
MEX,C217,NITROGEN,P1Y,TONNE,0,2010,76896.552,NA
MEX,C217,NITROGEN,P1Y,TONNE,0,2011,76461.249,NA
MEX,C217,NITROGEN,P1Y,TONNE,0,2012,78340.723,NA
MEX,C217,NITROGEN,P1Y,TONNE,0,2013,93350.345,NA
MEX,C217,NITROGEN,P1Y,TONNE,0,2014,87058.592,NA
MEX,C217,NITROGEN,P1Y,TONNE,0,2015,83570.245,NA
MEX,C217,NITROGEN,P1Y,TONNE,0,2016,85251.33,NA
MEX,C217,NITROGEN,P1Y,TONNE,0,2017,86064.101,NA
USA,A1,PHOSPHORUS,P1Y,TONNE,0,2004,1998953.85,NA
USA,A1,PHOSPHORUS,P1Y,TONNE,0,2005,2020501.755,NA
USA,A1,PHOSPHORUS,P1Y,TONNE,0,2006,2037491.767,NA
USA,A1,PHOSPHORUS,P1Y,TONNE,0,2007,2051252.778,NA
USA,A1,PHOSPHORUS,P1Y,TONNE,0,2008,2068813.027,NA
USA,A1,PHOSPHORUS,P1Y,TONNE,0,2009,2010531.771,NA
USA,A1,PHOSPHORUS,P1Y,TONNE,0,2010,2005606.916,NA
USA,A1,PHOSPHORUS,P1Y,TONNE,0,2011,2000390.04,NA
USA,A1,PHOSPHORUS,P1Y,TONNE,0,2012,1981385.017,NA
USA,A1,PHOSPHORUS,P1Y,TONNE,0,2013,1972923.837,NA
USA,A1,PHOSPHORUS,P1Y,TONNE,0,2014,1953882.047,NA
USA,A1,PHOSPHORUS,P1Y,TONNE,0,2015,1980336.832,NA
USA,A1,PHOSPHORUS,P1Y,TONNE,0,2016,2021260.052,NA
USA,A1,PHOSPHORUS,P1Y,TONNE,0,2017,2055370.531,NA
NZL,C22,NITROGEN,P1Y,TONNE,0,2004,1728472.852,NA
NZL,C22,NITROGEN,P1Y,TONNE,0,2005,1734123.841,NA
NZL,C22,NITROGEN,P1Y,TONNE,0,2006,1747323.779,NA
NZL,C22,NITROGEN,P1Y,TONNE,0,2007,1721573.138,NA
NZL,C22,NITROGEN,P1Y,TONNE,0,2008,1661935.528,NA
NZL,C22,NITROGEN,P1Y,TONNE,0,2009,1645956.559,NA
NZL,C22,NITROGEN,P1Y,TONNE,0,2010,1629418.815,NA
NZL,C22,NITROGEN,P1Y,TONNE,0,2011,1628065.727,NA
NZL,C22,NITROGEN,P1Y,TONNE,0,2012,1597997.102,NA
NZL,C22,NITROGEN,P1Y,TONNE,0,2013,1576798.721,NA
NZL,C22,NITROGEN,P1Y,TONNE,0,2014,1572438.77,NA
NZL,C22,NITROGEN,P1Y,TONNE,0,2015,1528538.577,NA
NZL,C22,NITROGEN,P1Y,TONNE,0,2016,1504333.333,NA
NZL,C22,NITROGEN,P1Y,TONNE,0,2017,1517341.874,NA
NZL,C22,NITROGEN,P1Y,TONNE,0,2018,1490713.924,NA
ISL,B0,NITROGEN,P1Y,TONNE,0,2004,12682.561,NA
ISL,B0,NITROGEN,P1Y,TONNE,0,2005,12086.817,NA
ISL,B0,NITROGEN,P1Y,TONNE,0,2006,14841.07,NA
ISL,B0,NITROGEN,P1Y,TONNE,0,2007,16705.474,NA
ISL,B0,NITROGEN,P1Y,TONNE,0,2008,18108.686,NA
ISL,B0,NITROGEN,P1Y,TONNE,0,2009,14965.304,NA
ISL,B0,NITROGEN,P1Y,TONNE,0,2010,12126.32,NA
ISL,B0,NITROGEN,P1Y,TONNE,0,2011,11827.572,NA
ISL,B0,NITROGEN,P1Y,TONNE,0,2012,13494.501,NA
ISL,B0,NITROGEN,P1Y,TONNE,0,2013,13163.32,NA
ISL,B0,NITROGEN,P1Y,TONNE,0,2014,14124.323,NA
ISL,B0,NITROGEN,P1Y,TONNE,0,2015,13400.643,NA
ISL,B0,NITROGEN,P1Y,TONNE,0,2016,11472.924,NA
ISL,B0,NITROGEN,P1Y,TONNE,0,2017,12198.266,NA
ISL,B0,NITROGEN,P1Y,TONNE,0,2018,12320.235,NA
CAN,F11,NITROGEN,P1Y,TONNE,0,2004,1659540,NA
CAN,F11,NITROGEN,P1Y,TONNE,0,2005,1539450,NA
CAN,F11,NITROGEN,P1Y,TONNE,0,2006,1539945,NA
CAN,F11,NITROGEN,P1Y,TONNE,0,2007,1762000,NA
CAN,F11,NITROGEN,P1Y,TONNE,0,2008,1901000,NA
CAN,F11,NITROGEN,P1Y,TONNE,0,2009,1877000,NA
CAN,F11,NITROGEN,P1Y,TONNE,0,2010,1925000,NA
CAN,F11,NITROGEN,P1Y,TONNE,0,2011,2009000,NA
CAN,F11,NITROGEN,P1Y,TONNE,0,2012,2312000,NA
CAN,F11,NITROGEN,P1Y,TONNE,0,2013,2515000,NA
CAN,F11,NITROGEN,P1Y,TONNE,0,2014,2473000,NA
CAN,F11,NITROGEN,P1Y,TONNE,0,2015,2593000,NA
CAN,F11,NITROGEN,P1Y,TONNE,0,2016,2557000,NA
CAN,F11,NITROGEN,P1Y,TONNE,0,2017,2390000,NA
CAN,F11,NITROGEN,P1Y,TONNE,0,2018,2614000,NA
KOR,C1,PHOSPHORUS,P1Y,TONNE,0,2004,202.303,NA
KOR,C1,PHOSPHORUS,P1Y,TONNE,0,2005,195.298,NA
KOR,C1,PHOSPHORUS,P1Y,TONNE,0,2006,179.371,NA
KOR,C1,PHOSPHORUS,P1Y,TONNE,0,2007,169.786,NA
KOR,C1,PHOSPHORUS,P1Y,TONNE,0,2008,168.668,NA
KOR,C1,PHOSPHORUS,P1Y,TONNE,0,2009,173.448,NA
KOR,C1,PHOSPHORUS,P1Y,TONNE,0,2010,166.254,NA
KOR,C1,PHOSPHORUS,P1Y,TONNE,0,2011,162.464,NA
KOR,C1,PHOSPHORUS,P1Y,TONNE,0,2012,160.635,NA
KOR,C1,PHOSPHORUS,P1Y,TONNE,0,2013,160.051,NA
KOR,C1,PHOSPHORUS,P1Y,TONNE,0,2014,152.427,NA
KOR,C1,PHOSPHORUS,P1Y,TONNE,0,2015,151.687,NA
KOR,C1,PHOSPHORUS,P1Y,TONNE,0,2016,79.701,NA
KOR,C1,PHOSPHORUS,P1Y,TONNE,0,2017,70.892,NA
CAN,C21,NITROGEN,P1Y,TONNE,0,2004,1712838.777,NA
CAN,C21,NITROGEN,P1Y,TONNE,0,2005,1814311.007,NA
CAN,C21,NITROGEN,P1Y,TONNE,0,2006,1735484.783,NA
CAN,C21,NITROGEN,P1Y,TONNE,0,2007,1670595.089,NA
CAN,C21,NITROGEN,P1Y,TONNE,0,2008,2042329.325,NA
CAN,C21,NITROGEN,P1Y,TONNE,0,2009,1967010.27,NA
CAN,C21,NITROGEN,P1Y,TONNE,0,2010,1905176.317,NA
CAN,C21,NITROGEN,P1Y,TONNE,0,2011,1982752.692,NA
CAN,C21,NITROGEN,P1Y,TONNE,0,2012,2100630.414,NA
CAN,C21,NITROGEN,P1Y,TONNE,0,2013,2664126.034,NA
CAN,C21,NITROGEN,P1Y,TONNE,0,2014,2322356,NA
CAN,C21,NITROGEN,P1Y,TONNE,0,2015,2437509.167,NA
CAN,C21,NITROGEN,P1Y,TONNE,0,2016,2679065.351,NA
CAN,C21,NITROGEN,P1Y,TONNE,0,2017,2707206.824,NA
CAN,C21,NITROGEN,P1Y,TONNE,0,2018,2658210.965,NA
JPN,C221,NITROGEN,P1Y,TONNE,0,2004,33023.7,NA
JPN,C221,NITROGEN,P1Y,TONNE,0,2005,33370.27,NA
JPN,C221,NITROGEN,P1Y,TONNE,0,2006,30713.38,NA
JPN,C221,NITROGEN,P1Y,TONNE,0,2007,32163.52,NA
JPN,C221,NITROGEN,P1Y,TONNE,0,2008,34113.67,NA
JPN,C221,NITROGEN,P1Y,TONNE,0,2009,32317.65,NA
JPN,C221,NITROGEN,P1Y,TONNE,0,2010,31771.56,NA
JPN,C221,NITROGEN,P1Y,TONNE,0,2011,31761.058,NA
JPN,C221,NITROGEN,P1Y,TONNE,0,2012,32046.043,NA
JPN,C221,NITROGEN,P1Y,TONNE,0,2013,31768.4,NA
JPN,C221,NITROGEN,P1Y,TONNE,0,2014,31436.09,NA
JPN,C221,NITROGEN,P1Y,TONNE,0,2015,31078.48,NA
JPN,C221,NITROGEN,P1Y,TONNE,0,2016,27775.987,NA
JPN,C221,NITROGEN,P1Y,TONNE,0,2017,30494.47,NA
AUS,A13,PHOSPHORUS,P1Y,TONNE,0,2004,217388.403,NA
AUS,A13,PHOSPHORUS,P1Y,TONNE,0,2005,216236.026,NA
AUS,A13,PHOSPHORUS,P1Y,TONNE,0,2006,197060.748,NA
AUS,A13,PHOSPHORUS,P1Y,TONNE,0,2007,185700.444,NA
AUS,A13,PHOSPHORUS,P1Y,TONNE,0,2008,166580.592,NA
AUS,A13,PHOSPHORUS,P1Y,TONNE,0,2009,157971.055,NA
AUS,A13,PHOSPHORUS,P1Y,TONNE,0,2010,148917.341,NA
AUS,A13,PHOSPHORUS,P1Y,TONNE,0,2011,156537.539,NA
AUS,A13,PHOSPHORUS,P1Y,TONNE,0,2012,159004.609,NA
AUS,A13,PHOSPHORUS,P1Y,TONNE,0,2013,159000.422,NA
AUS,A13,PHOSPHORUS,P1Y,TONNE,0,2014,154477.389,NA
AUS,A13,PHOSPHORUS,P1Y,TONNE,0,2015,149493.498,NA
AUS,A13,PHOSPHORUS,P1Y,TONNE,0,2016,142445.1,NA
AUS,A13,PHOSPHORUS,P1Y,TONNE,0,2017,151053.241,NA
TUR,M1,PHOSPHORUS,P1Y,TONNE,0,2004,250123.233,NA
TUR,M1,PHOSPHORUS,P1Y,TONNE,0,2005,258009.794,NA
TUR,M1,PHOSPHORUS,P1Y,TONNE,0,2006,265631.243,NA
TUR,M1,PHOSPHORUS,P1Y,TONNE,0,2007,259491.746,NA
TUR,M1,PHOSPHORUS,P1Y,TONNE,0,2008,249533.674,NA
TUR,M1,PHOSPHORUS,P1Y,TONNE,0,2009,239741.758,NA
TUR,M1,PHOSPHORUS,P1Y,TONNE,0,2010,254782.587,NA
TUR,M1,PHOSPHORUS,P1Y,TONNE,0,2011,275994.183,NA
TUR,M1,PHOSPHORUS,P1Y,TONNE,0,2012,306420.502,NA
TUR,M1,PHOSPHORUS,P1Y,TONNE,0,2013,321086.136,NA
TUR,M1,PHOSPHORUS,P1Y,TONNE,0,2014,328711.75,NA
TUR,M1,PHOSPHORUS,P1Y,TONNE,0,2015,328843.855,NA
TUR,M1,PHOSPHORUS,P1Y,TONNE,0,2016,331495.31,NA
TUR,M1,PHOSPHORUS,P1Y,TONNE,0,2017,366229.747,NA
TUR,M1,PHOSPHORUS,P1Y,TONNE,0,2018,386357.393,NA
CAN,BPERHA,PHOSPHORUS,P1Y,KG,0,2004,1.629,NA
CAN,BPERHA,PHOSPHORUS,P1Y,KG,0,2005,0.922,NA
CAN,BPERHA,PHOSPHORUS,P1Y,KG,0,2006,-0.349,NA
CAN,BPERHA,PHOSPHORUS,P1Y,KG,0,2007,0.963,NA
CAN,BPERHA,PHOSPHORUS,P1Y,KG,0,2008,-0.282,NA
