COUNTRY,ISC11A,SEX,AGE,PIAAC_CATEGORY,INDICATOR,MEASURE,TIME_FORMAT,obsTime,obsValue,OBS_STATUS
ITA,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,26,NA
ITA,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.8,NA
ITA,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,4.6,NA
ITA,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.5,NA
ITA,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2,NA
JPN,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,43,NA
JPN,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,58,NA
JPN,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,42,NA
JPN,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,44,NA
JPN,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.7,NA
JPN,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,4.4,NA
JPN,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.4,NA
JPN,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.2,NA
KOR,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,58,NA
KOR,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,74,NA
KOR,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,53,NA
KOR,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,51,NA
KOR,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.9,NA
KOR,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,3.6,NA
KOR,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.6,NA
KOR,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.4,NA
NLD,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,67,NA
NLD,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,70,NA
NLD,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,67,NA
NLD,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,70,NA
NLD,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.9,NA
NLD,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.7,NA
NLD,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,2,NA
NLD,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.5,NA
NZL,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,73,NA
NZL,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,73,NA
NZL,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,70,NA
NZL,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,67,NA
NZL,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2015,1.5,NA
NZL,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2015,2.5,NA
NZL,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2015,1.8,NA
NZL,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2015,2.5,NA
NOR,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,73,NA
NOR,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,80,NA
NOR,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,67,NA
NOR,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,70,NA
NOR,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.6,NA
NOR,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,2,NA
NOR,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.8,NA
NOR,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.5,NA
POL,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,42,NA
POL,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,71,NA
POL,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,39,NA
POL,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,39,NA
POL,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.4,NA
POL,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,6.2,NA
POL,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.6,NA
POL,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.6,NA
SVK,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,39,NA
SVK,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,44,NA
SVK,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,38,NA
SVK,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,37,NA
SVK,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2,NA
SVK,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,5.8,NA
SVK,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.5,NA
SVK,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.4,NA
ESP,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,50,NA
ESP,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,71,NA
ESP,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,49,NA
ESP,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,54,NA
ESP,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.7,NA
ESP,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,4.1,NA
ESP,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.6,NA
ESP,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.5,NA
SWE,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,69,NA
SWE,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,77,NA
SWE,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,65,NA
SWE,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,66,NA
SWE,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2,NA
SWE,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.9,NA
SWE,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,2,NA
SWE,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.7,NA
TUR,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,26,NA
TUR,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,49,NA
TUR,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,24,NA
TUR,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,24,NA
TUR,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2015,1.7,NA
TUR,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2015,5.4,NA
TUR,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2015,1.5,NA
TUR,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2015,2.6,NA
USA,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,67,NA
USA,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,75,NA
USA,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,56,NA
USA,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,55,NA
USA,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.2,NA
USA,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.8,NA
USA,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.9,NA
USA,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.7,NA
CHL,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,51,NA
CHL,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,53,NA
CHL,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,49,NA
CHL,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,45,NA
CHL,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2015,2.8,NA
CHL,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2015,6.5,NA
CHL,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2015,2.6,NA
CHL,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2015,5.7,NA
EST,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,62,NA
EST,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,70,NA
EST,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,57,NA
EST,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,54,NA
EST,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.7,NA
EST,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,3.8,NA
EST,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.4,NA
EST,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.9,NA
ISR,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,53,NA
ISR,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,65,NA
ISR,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,50,NA
ISR,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,51,NA
ISR,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2015,2,NA
ISR,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2015,3.8,NA
ISR,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2015,1.7,NA
ISR,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2015,2.4,NA
LTU,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,37,NA
LTU,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,55,NA
LTU,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,35,NA
LTU,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,34,NA
LTU,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2015,2.6,NA
LTU,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2015,9.5,NA
LTU,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2015,1.9,NA
LTU,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2015,2.7,NA
RUS,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,22,NA
RUS,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,35,NA
RUS,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,22,NA
RUS,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,23,NA
RUS,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2,NA
RUS,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,7.8,NA
RUS,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.3,NA
RUS,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,3.1,NA
SGP,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,63,NA
SGP,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,69,NA
SGP,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,63,NA
SGP,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,64,NA
SGP,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2015,1.9,NA
SGP,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2015,4.2,NA
SGP,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2015,1.6,NA
SGP,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2015,2.2,NA
SVN,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,60,NA
SVN,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,69,NA
SVN,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,55,NA
SVN,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,53,NA
SVN,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2015,2.4,NA
SVN,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2015,3.3,NA
SVN,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2015,2,NA
SVN,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2015,2.4,NA
GBR-ENG,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,61,NA
GBR-ENG,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,74,NA
GBR-ENG,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,60,NA
GBR-ENG,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,64,NA
GBR-ENG,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.2,NA
GBR-ENG,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.9,NA
GBR-ENG,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.8,NA
GBR-ENG,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.3,NA
GBR-NIR,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,53,NA
GBR-NIR,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,69,NA
GBR-NIR,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,48,NA
GBR-NIR,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,51,NA
GBR-NIR,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.6,NA
GBR-NIR,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,3.9,NA
GBR-NIR,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.2,NA
GBR-NIR,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.5,NA
AVG_UNITARY,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,55,NA
AVG_UNITARY,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,67,NA
AVG_UNITARY,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,52,NA
AVG_UNITARY,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,53,NA
AVG_UNITARY,T,T,Y35T44,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,NA,c
AVG_UNITARY,T,T,Y35T44,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,NA,c
AVG_UNITARY,T,T,Y35T44,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,NA,c
AVG_UNITARY,T,T,Y35T44,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,NA,c
AUS,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,NA,c
AUS,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,66,NA
AUS,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,51,NA
AUS,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,52,NA
AUS,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,NA,c
AUS,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,3.7,NA
AUS,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.8,NA
AUS,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,3,NA
AUT,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,52,NA
AUT,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,60,NA
AUT,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,47,NA
AUT,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,50,NA
AUT,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,3.8,NA
AUT,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,3.1,NA
AUT,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.6,NA
AUT,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.7,NA
CAN,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,58,NA
CAN,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,67,NA
CAN,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,54,NA
CAN,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,57,NA
CAN,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,3,NA
CAN,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.8,NA
CAN,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.3,NA
CAN,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.2,NA
CZE,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,57,NA
CZE,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,43,NA
CZE,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,56,NA
CZE,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,55,NA
CZE,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,8.2,NA
CZE,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,8.6,NA
CZE,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,3.2,NA
CZE,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,3.1,NA
DNK,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,64,NA
DNK,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,74,NA
DNK,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,62,NA
DNK,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,66,NA
DNK,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.6,NA
DNK,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.3,NA
DNK,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.7,NA
DNK,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.6,NA
FIN,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,75,NA
FIN,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,72,NA
FIN,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,66,NA
FIN,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,66,NA
FIN,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,3.3,NA
FIN,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,3.4,NA
FIN,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.4,NA
FIN,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.5,NA
FRA,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,39,NA
FRA,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,52,NA
FRA,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,36,NA
FRA,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,38,NA
FRA,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2.2,NA
FRA,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,3.1,NA
FRA,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.4,NA
FRA,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.5,NA
DEU,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,58,NA
DEU,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,66,NA
DEU,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,51,NA
DEU,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,53,NA
DEU,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,3.7,NA
DEU,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,3.1,NA
DEU,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.9,NA
DEU,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.8,NA
GRC,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,18,NA
GRC,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,31,NA
GRC,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,14,NA
GRC,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2015,15,NA
GRC,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2015,2.6,NA
GRC,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2015,5.2,NA
GRC,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2015,1.4,NA
GRC,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2015,1.5,NA
IRL,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,52,NA
IRL,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,61,NA
IRL,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,44,NA
IRL,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,47,NA
IRL,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,SE,P1Y,2012,3.3,NA
IRL,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,SE,P1Y,2012,3.3,NA
IRL,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,SE,P1Y,2012,1.9,NA
IRL,T,T,Y45T54,AL_NYC,PIAAC_AL_FNFAET12,SE,P1Y,2012,2,NA
ITA,T,T,Y45T54,AL_YC,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,28,NA
ITA,T,T,Y45T54,AL_V,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,38,NA
ITA,T,T,Y45T54,AL_NV,PIAAC_AL_FNFAET12,VALUE,P1Y,2012,21,NA
