COUNTRY,ISC11A,SEX,AGE,PIAAC_CATEGORY,INDICATOR,MEASURE,TIME_FORMAT,obsTime,obsValue,OBS_STATUS
EST,T,T,Y25T34,T,AES_AL_PART_FNFAET,VALUE,P1Y,2016,53,NA
EST,T,T,Y25T34,T,AES_AL_PART_FAET,VALUE,P1Y,2016,14,NA
EST,T,T,Y25T34,T,AES_AL_PART_NFAET,VALUE,P1Y,2016,46,NA
EST,T,T,Y25T34,AL_JOB_REL_SPONS,AES_AL_NFAET,VALUE,P1Y,2016,79,NA
EST,T,T,Y25T34,AL_JOB_REL_NOT_SPONS,AES_AL_NFAET,VALUE,P1Y,2016,5,NA
EST,T,T,Y25T34,AL_NOT_JOB_REL,AES_AL_NFAET,VALUE,P1Y,2016,15,NA
EST,T,T,Y25T34,AL_NO_RESP,AES_AL_NFAET,VALUE,P1Y,2016,0,NA
EST,T,T,Y25T34,T,AES_AL_NFAET_JOB,VALUE,P1Y,2016,39,NA
EST,T,T,Y25T34,T,AES_AL_NFAET_NOT_JOB,VALUE,P1Y,2016,11,NA
EST,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,VALUE,P1Y,2012,21,NA
EST,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,SE,P1Y,2012,1.4,NA
ISR,T,T,Y25T34,T,AES_AL_PART_FNFAET,VALUE,P1Y,2015,64,NA
ISR,T,T,Y25T34,T,AES_AL_PART_FAET,VALUE,P1Y,2015,36,NA
ISR,T,T,Y25T34,T,AES_AL_PART_NFAET,VALUE,P1Y,2015,47,NA
ISR,T,T,Y25T34,AL_JOB_REL_SPONS,AES_AL_NFAET,VALUE,P1Y,2015,70,NA
ISR,T,T,Y25T34,AL_JOB_REL_NOT_SPONS,AES_AL_NFAET,VALUE,P1Y,2015,12,NA
ISR,T,T,Y25T34,AL_NOT_JOB_REL,AES_AL_NFAET,VALUE,P1Y,2015,18,NA
ISR,T,T,Y25T34,AL_NO_RESP,AES_AL_NFAET,VALUE,P1Y,2015,NA,m
ISR,T,T,Y25T34,T,AES_AL_NFAET_JOB,VALUE,P1Y,2015,38,NA
ISR,T,T,Y25T34,T,AES_AL_NFAET_NOT_JOB,VALUE,P1Y,2015,8,NA
ISR,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,VALUE,P1Y,2015,20,NA
ISR,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,SE,P1Y,2015,1.7,NA
LVA,T,T,Y25T34,T,AES_AL_PART_FNFAET,VALUE,P1Y,2016,57,NA
LVA,T,T,Y25T34,T,AES_AL_PART_FAET,VALUE,P1Y,2016,12,NA
LVA,T,T,Y25T34,T,AES_AL_PART_NFAET,VALUE,P1Y,2016,52,NA
LVA,T,T,Y25T34,AL_JOB_REL_SPONS,AES_AL_NFAET,VALUE,P1Y,2016,64,NA
LVA,T,T,Y25T34,AL_JOB_REL_NOT_SPONS,AES_AL_NFAET,VALUE,P1Y,2016,9,NA
LVA,T,T,Y25T34,AL_NOT_JOB_REL,AES_AL_NFAET,VALUE,P1Y,2016,17,NA
LVA,T,T,Y25T34,AL_NO_RESP,AES_AL_NFAET,VALUE,P1Y,2016,10,NA
LVA,T,T,Y25T34,T,AES_AL_NFAET_JOB,VALUE,P1Y,2016,41,NA
LVA,T,T,Y25T34,T,AES_AL_NFAET_NOT_JOB,VALUE,P1Y,2016,16,NA
LTU,T,T,Y25T34,T,AES_AL_PART_FNFAET,VALUE,P1Y,2016,36,NA
LTU,T,T,Y25T34,T,AES_AL_PART_FAET,VALUE,P1Y,2016,8,NA
LTU,T,T,Y25T34,T,AES_AL_PART_NFAET,VALUE,P1Y,2016,32,NA
LTU,T,T,Y25T34,AL_JOB_REL_SPONS,AES_AL_NFAET,VALUE,P1Y,2016,64,NA
LTU,T,T,Y25T34,AL_JOB_REL_NOT_SPONS,AES_AL_NFAET,VALUE,P1Y,2016,29,NA
LTU,T,T,Y25T34,AL_NOT_JOB_REL,AES_AL_NFAET,VALUE,P1Y,2016,7,r
LTU,T,T,Y25T34,AL_NO_RESP,AES_AL_NFAET,VALUE,P1Y,2016,0,NA
LTU,T,T,Y25T34,T,AES_AL_NFAET_JOB,VALUE,P1Y,2016,31,NA
LTU,T,T,Y25T34,T,AES_AL_NFAET_NOT_JOB,VALUE,P1Y,2016,NA,c
LTU,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,VALUE,P1Y,2015,50,NA
LTU,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,SE,P1Y,2015,3.7,NA
RUS,T,T,Y25T34,T,AES_AL_PART_FNFAET,VALUE,P1Y,2012,30,NA
RUS,T,T,Y25T34,T,AES_AL_PART_FAET,VALUE,P1Y,2012,15,NA
RUS,T,T,Y25T34,T,AES_AL_PART_NFAET,VALUE,P1Y,2012,22,NA
RUS,T,T,Y25T34,AL_JOB_REL_SPONS,AES_AL_NFAET,VALUE,P1Y,2012,73,NA
RUS,T,T,Y25T34,AL_JOB_REL_NOT_SPONS,AES_AL_NFAET,VALUE,P1Y,2012,9,NA
RUS,T,T,Y25T34,AL_NOT_JOB_REL,AES_AL_NFAET,VALUE,P1Y,2012,18,NA
RUS,T,T,Y25T34,AL_NO_RESP,AES_AL_NFAET,VALUE,P1Y,2012,NA,m
RUS,T,T,Y25T34,T,AES_AL_NFAET_JOB,VALUE,P1Y,2012,18,NA
RUS,T,T,Y25T34,T,AES_AL_NFAET_NOT_JOB,VALUE,P1Y,2012,4,NA
RUS,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,VALUE,P1Y,2012,NA,m
RUS,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,SE,P1Y,2012,NA,m
SVN,T,T,Y25T34,T,AES_AL_PART_FNFAET,VALUE,P1Y,2016,56,NA
SVN,T,T,Y25T34,T,AES_AL_PART_FAET,VALUE,P1Y,2016,16,NA
SVN,T,T,Y25T34,T,AES_AL_PART_NFAET,VALUE,P1Y,2016,49,NA
SVN,T,T,Y25T34,AL_JOB_REL_SPONS,AES_AL_NFAET,VALUE,P1Y,2016,62,NA
SVN,T,T,Y25T34,AL_JOB_REL_NOT_SPONS,AES_AL_NFAET,VALUE,P1Y,2016,17,NA
SVN,T,T,Y25T34,AL_NOT_JOB_REL,AES_AL_NFAET,VALUE,P1Y,2016,21,NA
SVN,T,T,Y25T34,AL_NO_RESP,AES_AL_NFAET,VALUE,P1Y,2016,0,NA
SVN,T,T,Y25T34,T,AES_AL_NFAET_JOB,VALUE,P1Y,2016,43,NA
SVN,T,T,Y25T34,T,AES_AL_NFAET_NOT_JOB,VALUE,P1Y,2016,14,NA
SVN,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,VALUE,P1Y,2015,10,NA
SVN,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,SE,P1Y,2015,1.5,NA
BEL-VLG,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,VALUE,P1Y,2012,12,NA
BEL-VLG,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,SE,P1Y,2012,1.3,NA
GBR-ENG,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,VALUE,P1Y,2012,16,NA
GBR-ENG,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,SE,P1Y,2012,1.7,NA
GBR-NIR,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,VALUE,P1Y,2012,17,NA
GBR-NIR,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,SE,P1Y,2012,2.7,NA
OAVG,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,VALUE,P1Y,2012,22,NA
OAVG,T,T,Y25T34,T,PIAAC_AL_NF_DISTANCE,SE,P1Y,2012,0.4,NA
AUS,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,11,NA
AUS,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,41,NA
AUS,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,49,NA
AUS,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,13,NA
AUT,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,0,NA
AUT,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,9,NA
AUT,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,91,NA
AUT,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,5,NA
BEL,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,23,NA
BEL,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,46,NA
BEL,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,31,NA
BEL,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,6,NA
CAN,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,0,NA
CAN,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,11,NA
CAN,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,89,NA
CAN,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,3,NA
CZE,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
CZE,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
CZE,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
CZE,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
DNK,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,0,NA
DNK,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,25,NA
DNK,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,75,NA
DNK,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,7,NA
FIN,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,1,NA
FIN,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,47,NA
FIN,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,52,NA
FIN,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,11,NA
FRA,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,0,NA
FRA,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,10,NA
FRA,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,90,NA
FRA,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,2,NA
DEU,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,1,NA
DEU,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,16,NA
DEU,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,84,NA
DEU,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,4,NA
GRC,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,1,NA
GRC,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,7,NA
GRC,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,92,NA
GRC,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,6,NA
HUN,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,1,NA
HUN,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,35,NA
HUN,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,64,NA
HUN,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,3,NA
ISL,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,0,NA
ISL,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,30,NA
ISL,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,70,NA
ISL,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,9,NA
IRL,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,2,NA
IRL,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,33,NA
IRL,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,65,NA
IRL,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,4,NA
ITA,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,11,NA
ITA,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,6,NA
ITA,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,83,NA
ITA,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,2,NA
JPN,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
JPN,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
JPN,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
JPN,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
KOR,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
KOR,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
KOR,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
KOR,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,2,NA
LUX,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,3,NA
LUX,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,27,NA
LUX,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,70,NA
LUX,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,1,NA
MEX,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,43,NA
MEX,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,11,NA
MEX,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,46,NA
MEX,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,4,NA
NLD,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,2,NA
NLD,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,29,NA
NLD,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,69,NA
NLD,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,5,NA
NZL,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,0,NA
NZL,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,35,NA
NZL,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,65,NA
NZL,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,7,NA
NOR,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,0,NA
NOR,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,13,NA
NOR,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,87,NA
NOR,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,6,NA
POL,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,0,NA
POL,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,23,NA
POL,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,77,NA
POL,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,3,NA
PRT,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,16,NA
PRT,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,19,NA
PRT,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,64,NA
PRT,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,3,NA
SVK,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,1,NA
SVK,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,19,NA
SVK,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,80,NA
SVK,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,2,NA
ESP,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,11,NA
ESP,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,22,NA
ESP,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,66,NA
ESP,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,4,NA
SWE,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,31,NA
SWE,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,25,NA
SWE,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,44,NA
SWE,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,11,NA
CHE,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,0,NA
CHE,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,13,NA
CHE,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,87,NA
CHE,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,4,NA
TUR,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,4,NA
TUR,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,12,NA
TUR,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,84,NA
TUR,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,10,NA
GBR,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,9,NA
GBR,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,38,NA
GBR,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,53,NA
GBR,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,4,NA
USA,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,z
USA,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,8,NA
USA,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,92,NA
USA,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,5,NA
ARG,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
ARG,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
ARG,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
ARG,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
BRA,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,17,NA
BRA,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,20,NA
BRA,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,63,NA
BRA,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,6,NA
CHL,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,2,NA
CHL,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,6,NA
CHL,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,91,NA
CHL,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,5,NA
CHN,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
CHN,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
CHN,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
CHN,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
COL,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,14,NA
COL,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,6,NA
COL,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,80,NA
COL,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,5,NA
CRI,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
CRI,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
CRI,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
CRI,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
EST,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,2,NA
EST,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,29,NA
EST,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,69,NA
EST,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,5,NA
IND,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
IND,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
IND,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
IND,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
IDN,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
IDN,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
IDN,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
IDN,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
ISR,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,0,NA
ISR,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,2,NA
ISR,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,98,NA
ISR,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,6,NA
LVA,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,1,NA
LVA,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,16,NA
LVA,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,83,NA
LVA,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,4,NA
LTU,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,7,NA
LTU,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,29,NA
LTU,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,64,NA
LTU,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,4,NA
RUS,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,1,NA
RUS,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,4,NA
RUS,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,95,NA
RUS,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,2,NA
SAU,L0T2,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
SAU,L3T4,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
SAU,L5T8,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
SAU,T,T,Y25T64,T,OECD-UIS-EUROSTAT_AL_F,VALUE,P1Y,2017,NA,m
